person_id,display_name,total_talks,city_only_talks,institution_talks,matched_city_labels,coverage_pct,unique_cities,unique_institutions
PERS_287fe378,Рыбакова Анна Геннадьевна,8,8,0,0,0.0,Москва; Москва – Патмос; Москва/Патмос,
PERS_29607432,Лапшин Иван Евгеньевич,1,1,0,0,0.0,Москва,
PERS_2a2e5602,Коровина Евгения Владимировна,5,5,0,0,0.0,Москва,
PERS_2b7ca933,Танонова Елена Викторовна,2,2,0,0,0.0,Санкт-Петербург,
PERS_2c40b9b1,Гуров Никита Владимирович,2,1,1,1,100.0,СПб,СПбГУ
PERS_2c9b38ec,Ватман Семён Викторович,1,1,0,0,0.0,"Университет культуры, СПБ",
PERS_2e00cb36,Меренкова Ольга Николаевна,2,2,0,0,0.0,СПб; Санкт-Петербург,
PERS_2e2b9553,Наймушина Дарья Дмитриевна,1,1,0,0,0.0,"ГМВ, РГХПУ им. С.Г. Строганова, Москва",
PERS_2fd442aa,Офертас Станислав Чеславович,9,0,9,0,0,,"ИВ РАН; ИВ РАН, Москва"
PERS_3009a9e0,Коган Антон Ильич,3,0,3,0,0,,ИВ РАН
PERS_3074a8e5,Терентьев Андрей Анатольевич,3,3,0,0,0.0,СПб; Санкт-Петербург,
PERS_30b54681,Бушуев Евгений Сергеевич,1,1,0,0,0.0,Санкт-Петербург,
PERS_310b2911,Толчельников Иван Евгеньевич,3,3,0,0,0.0,Москва,
PERS_3195408b,Ратушный Данила Николаевич,1,0,1,0,0,,"РУДН, Москва"
PERS_3357f25b,Скороходова Татьяна Григорьевна,13,13,0,0,0.0,Пенза,
PERS_34c0d384,Павлова Мария Борисовна,2,2,0,0,0.0,Москва,
PERS_35a30342,Негреев Иван Олегович,1,1,0,0,0.0,Москва,
PERS_35c57654,Егорова Мария Александровна,2,2,0,0,0.0,Москва,
PERS_36c30cf9,Загорулько Андрей Владиславович,1,1,0,0,0.0,Москва,
PERS_36dabb79,Гурия Анастасия Георгиевна,8,2,6,1,50.0,ИСАА; Москва,"ИСАА МГУ; ИСАА МГУ, онлайн"
PERS_37bb2d43,Покатилов Сергей Андреевич,2,2,0,0,0.0,СПб; Санкт-Петербург,
PERS_37c15317,Калина А. Э.,1,1,0,0,0.0,Москва,
PERS_37d557c2,Анисимова Дарья Дмитриевна,2,2,0,0,0.0,СПб; Санкт-Петербург,
PERS_38c5f03f,Железнова Наталья Анатольевна,1,0,1,0,0,,ИВ РАН
PERS_3b196639,Гордийчук Николай Валентинович,10,8,2,8,100.0,ГАУГН; Москва,ИВ РАН; РГГУ
PERS_3c202afd,Крапивина Раиса Николаевна,5,4,1,1,25.0,СПб; Санкт-Петербург,ИВР РАН
PERS_3c7d41ac,Фомин Максим Сергеевич,5,3,2,2,66.7,"Великобритания; Университет Ольстера; Университет Ольстера, Сев. Ирландия",Ulster University
PERS_3ccc9bd7,А. Солька,2,2,0,0,0.0,"НИ, Лозанна; ни, Лозанна",
PERS_3d22e8d4,Стрелков Андрей Михайлович,1,0,1,0,0,,СПбФ ИВ РАН
PERS_3d3b302d,Соболева Диана Владимировна,3,1,2,0,0.0,Санкт-Петербург,СПбГУ
PERS_3d4df70f,Акимушкина Екатерина Олеговна,1,1,0,0,0.0,Москва,
PERS_3e105f43,Игнатьев Андрей Александрович,14,14,0,0,0.0,Калиниград; Калининград,
PERS_3e38ff72,Рожнова Дарья Антоновна,1,1,0,0,0.0,"РГПУ им. А.И.Герцена, онлайн",
PERS_3f406fe3,Кравцова Е. Р.,1,1,0,0,0.0,Москва,
PERS_3fd690ee,Комиссарук Екатерина Львовна,1,1,0,0,0.0,Москва,
PERS_40375fef,Васильев Алексей Константинович,3,0,3,0,0,,МГУ
PERS_40862f5e,Корнеева Наталья Афанасьевна,16,16,0,0,0.0,Москва; НИ; Наталья Афонасьевна НИ; независимый исследователь; ни,
PERS_40f75cf9,Роман Лилия Геннадьевна,2,2,0,0,0.0,Москва,
PERS_410c5a08,А. Хомиченкене,1,1,0,0,0.0,Клайпеда,
PERS_41d6aa73,Воробьева Дарья Николаевна,12,11,1,3,27.3,ГИИ; Москва; СПб,"ГИИ, НИУ ВШЭ, РГХПУ им. С.Г. Строганова, Москва"
PERS_42da4866,Стукалин Глеб Дмитриевич,2,2,0,0,0.0,СПб; Санкт-Петербург,
PERS_44440578,Грановская Хелена,1,1,0,0,0.0,Тель-Авив,
PERS_45a76880,Кораблин Денис Александрович,4,0,4,0,0,,ИВ РАН
PERS_467d4dbb,Клебанов Андрей Александрович,1,1,0,0,0.0,Киото,
PERS_47ad46f1,Родионов Михаил Анатольевич,1,1,0,0,0.0,Санкт-Петербург,
PERS_48b3bec3,Ч. Санчай,1,0,1,0,0,,МГУ
PERS_4a0de87e,Белимова Влада Сергеевна,1,1,0,0,0.0,Москва,
PERS_4ebb20aa,Кардинская Светлана Владленовна,1,1,0,0,0.0,Ижевск,
PERS_4fff9d16,Минаева Маргарита Денисовна,2,0,2,0,0,,"ИКВИА НИУ ВШЭ; ИКВИА НИУ ВШЭ, Москва"
PERS_50c46233,Маретина Ксения Александровна,3,3,0,0,0.0,СПб,
PERS_50d73711,Смирнитская Анна Александровна,8,6,2,6,100.0,Москва,ИВ РАН
PERS_51524b11,Гладкова Анна Геннадьевна,1,1,0,0,0.0,СПб,
PERS_51e0a171,Алешина Ирина Евгеньевна,1,0,1,0,0,,МГУ
PERS_5228da95,Вертоградова Виктория Викторовна,13,1,12,0,0.0,Москва,ИВ РАН
PERS_526da44f,Шапошникова Дарья Сергеевна,1,0,1,0,0,,МГУ
PERS_52d3f72c,Мейтарчиян Маргарита Борисовна,2,0,2,0,0,,ИВ РАН
PERS_554c138a,Хмуркин Георгий Георгиевич,4,3,1,1,33.3,МАИ; МГТУ; НИ,ИИЕТ РАН
PERS_56508328,Десницкая Евгения Алексеевна,12,11,1,1,9.1,СПб; Санкт-Петербург,СПбГУ
PERS_587b08ec,Леонов Михаил Васильевич,4,4,0,0,0.0,Москва; НИ; ни,
PERS_58b39545,Ренковская Евгения Алексеевна,4,3,1,1,33.3,Москва,"ИЯз РАН, ИВ РАН"
PERS_58e18506,Соколова Ирина Александровна,1,1,0,0,0.0,Санкт-Петербург,
PERS_5d34c947,Волошина Оксана Анатольевна,8,8,0,0,0.0,Москва,
PERS_5e2a5a5c,Столярова Екатерина Владимировна,6,6,0,0,0.0,СПб; Санкт-Петербург,
PERS_5ed752d9,Китинов Баатр Учаевич,9,0,9,0,0,,"ИВ РАН; ИВ РАН, Москва; РУДН"
PERS_5f6689e8,Дмитриева Виктория Алексеевна,1,1,0,0,0.0,СПб,
PERS_5f6fa17b,Пахомова Александра Михайловна,2,0,2,0,0,,МГУ
PERS_61202bf3,Алиханова Юлия Марковна,11,6,5,2,33.3,ИСАА; Москва,ИСАА МГУ
PERS_61de659d,Белов Владимир Николаевич,1,1,0,0,0.0,Москва,
PERS_6441d568,Соболева Елена Станиславовна,2,2,0,0,0.0,СПб; Санкт-Петербург,
PERS_6578b52d,Тюлина Елена Владимировна,12,0,12,0,0,,"ИВ РАН; ИВ РАН, Москва"
PERS_68270eaf,Галимова Эльмира Валитовна,1,0,1,0,0,,"Школа исторических наук НИУ ВШЭ, Москва"
PERS_68e9019d,Малютин Иван Иванович,2,2,0,0,0.0,Санкт-Петербург,
PERS_69750b7c,Мазурина Валентина Николаевна,3,3,0,0,0.0,СПб; Санкт-Петербург,
PERS_6a165aa7,Хазизова Ксения Владимировна,1,1,0,0,0.0,"ИСАА, Москва",
PERS_6ae5c779,Фивейская Анастасия Васильевна,3,2,1,1,50.0,Москва,ИСАА МГУ
PERS_6b867946,Смирнова Екатерина Викторовна,1,1,0,0,0.0,СПб,
PERS_6e211759,Иванов Владимир Павлович,4,4,0,0,0.0,СПб; Санкт-Петербург,
PERS_6f89f9c1,Крючкова Евгения Родионовна,1,1,0,0,0.0,СПб,
PERS_71e9dee1,Яскунас Валдас,2,2,0,0,0.0,Вильнюс,
PERS_72506535,Крылова Анастасия Сергеевна,10,7,3,7,100.0,Москва,ИВ РАН
PERS_752884a2,Ш. Макмахуна,1,0,1,0,0,,Ulster University
PERS_7542d270,Демченко Максим Борисович,9,9,0,0,0.0,Москва,
PERS_7700f517,Парамонов Денис Олегович,2,2,0,0,0.0,Москва,
PERS_79ed852e,Евграфов Д. А.,1,1,0,0,0.0,Москва,
PERS_7d6f456c,Мотылёва Вера Леонидовна,1,1,0,0,0.0,Москва,
PERS_7da0afff,Демичев Кирилл Андреевич,2,1,1,0,0.0,"УРАО, Нижний Новгород",НИУ РАНХиГС
PERS_7eb0dc30,Зимина Татьяна Александровна,5,5,0,0,0.0,СПб; Санкт-Петербург,
PERS_7efcddc6,Брылёва Наталья Анатольевна,1,1,0,0,0.0,"Институт экономики и управления АПК, КрасГАУ, онлайн",
PERS_7f908d49,Стрельцова Лилия Александровна,5,5,0,0,0.0,СПб; Санкт-Петербург,
PERS_8108c314,Ерченков Олег Николаевич,5,5,0,0,0.0,Горный Алтай; Ижевск; Ленинградская; СПб; Санкт-Петербург,
PERS_829c1de5,Васильков Ярослав Владимирович,13,12,1,1,8.3,СПб; СПб - Фронт-Ройал; Санкт-Петербург; Санкт-Петербург - Фронт-Ройал,МАЭ РАН
PERS_8516d1e4,Гасунс Марцис Юрьевич,8,8,0,0,0.0,Краснодар; Москва; НИ; Обнинск; ни,
PERS_85a048b8,Денисенко Валерия Леонтьевна,1,1,0,0,0.0,Новосибирск,
PERS_874cbfb7,Шарапова Александра Владимировна,1,1,0,0,0.0,Санкт-Петербург,
PERS_88d163c1,Видунас Витис,10,10,0,0,0.0,"Вильнюс; Вильнюс, Литва",
PERS_88e5311f,Босхомджиев Мерген Владимирович,1,0,1,0,0,,"КНЦ РАН, Элиста"
PERS_8a8c5d8b,Шелкович Владимир Михайлович,1,1,0,0,0.0,СПб,
PERS_8df3730a,Донченко Сергей Сергеевич,4,4,0,0,0.0,СПб; Санкт-Петербург,
PERS_8df81b6d,Лужинская Полина Александровна,3,3,0,0,0.0,СПб; Санкт-Петербург,
PERS_8e117242,Юдицкая Екатерина Алексеевна,10,3,7,3,100.0,Москва,ИВ РАН; МГУ
PERS_900efc73,Зевацкий Тимофей Юрьевич,1,1,0,0,0.0,СПб,
PERS_91b473b1,Челнокова Анна Витальевна,7,6,1,3,50.0,СПб; Санкт-Петербург,СПбГУ
PERS_92868e4f,Жутаев Дар Игоревич,10,2,8,1,50.0,Москва,ИВ РАН
PERS_92f293f8,Хрущева Полина Викторовна,5,5,0,0,0.0,Екатеринбург,
PERS_92f41884,Касым Софья Васильевна,1,1,0,0,0.0,Санкт-Петербург,
PERS_9366fe2c,Крыштоп Людмила Эдуардовна,1,1,0,0,0.0,Москва,
PERS_936e1165,Файбушевич Светлана Ивановна,1,1,0,0,0.0,Москва,
PERS_9374fd12,Вырщиков Евгений Геннадьевич,12,0,12,0,0,,"ИВ РАН; ИВ РАН, Москва"
PERS_93e2effb,Комиссаров Дмитрий Алексеевич,8,7,1,5,71.4,Москва,"ИКВИА НИУ ВШЭ, Москва"
PERS_94aa5d0a,Чернавин Георгий Игоревич,1,0,1,0,0,,"Школа философии и культурологии НИУ ВШЭ, Москва, Институт феноменологии ТГУ, Томск"
PERS_94f33410,Застрожнова Евгения Григорьевна,1,1,0,0,0.0,Санкт-Петербург,
PERS_96b8b195,Боголюбов Михаил Николаевич,1,1,0,0,0.0,СПб,
PERS_9a855a7b,Альбедиль Маргарита Федоровна,12,12,0,0,0.0,СПб; Санкт-Петербург,
PERS_9ad66151,Лелюхин Дмитрий Николаевич,6,5,1,3,60.0,Москва,ИВ РАН
PERS_9ddf9210,Нестеркин Сергей Петрович,1,0,1,0,0,,"ИМБТ СО РАН, Улан-Удэ"
PERS_9e9c9566,Лекарева Ева Павловна,4,4,0,0,0.0,СПб; Санкт-Петербург,
PERS_9f398436,Куликов Леонид Игоревич,7,4,3,4,100.0,"Гент; Гент, Бельгия; Гент/Лувен-ля-Нёв","ВШЭ, Гентский университет; НИУ ВШЭ, онлайн"
PERS_a0264ac5,Бурмистров Сергей Леонидович,11,11,0,0,0.0,СПб; Санкт-Петербург,
PERS_a0f3d86d,Сергеева Варвара Алексеевна,1,1,0,0,0.0,Москва,
PERS_a1484b38,Кавалевская Анна Петровна,3,3,0,0,0.0,"Гамбург; Гамбург, Германия",
PERS_a638a4b3,Федорова Наталья Леонидовна,1,1,0,0,0.0,Москва,
PERS_a84aedaa,Шомахмадов Сафарали Хайбуллоевич,7,7,0,0,0.0,С.-Петербург; СПб; Санкт-Петербург,
PERS_a8983673,Вигель Нарине Липаритовна,1,1,0,0,0.0,ФГБОУ ВО РостГМУ,
PERS_a901d460,Фаградян Марина Александровна,1,1,0,0,0.0,Санкт-Петербург,
PERS_af811d47,Корнеева Татьяна Георгиевна,1,1,0,0,0.0,Москва,
PERS_b2c121e9,Успенская Елена Николаевна,3,2,1,1,50.0,СПб; Санкт-Петербург,МАЭ РАН
PERS_b5dd77b1,Мрачковская Арина Витальевна,1,0,1,0,0,,"ИВ РАН, Москва"
PERS_b62a9567,Курочкин Александр Юрьевич,3,3,0,0,0.0,"Москва; Москва, СПб",
PERS_b76851a7,Митруев Бембя Леонидович,2,2,0,0,0.0,Элиста,
PERS_b881461b,Яковлева Мария Николаевна,3,3,0,0,0.0,СПб; Санкт-Петербург,
PERS_b8bade8d,Шрестха Кришна Пракаш,9,0,9,0,0,,ИВ РАН
PERS_ba81468a,Кокова Юлия Георгиевна,3,3,0,0,0.0,СПб,
PERS_bbd15f4f,Степин А. А.,1,1,0,0,0.0,Санкт-Петербург,
PERS_bc97fb65,Краснодембская Нина Георгиевна,9,9,0,0,0.0,СПб; Санкт-Петербург,
PERS_bcaec2d8,Дружинин Владимир Юрьевич,3,3,0,0,0.0,Новосибирск,
PERS_bd77e495,Корнеев Геннадий Батыревич,1,1,0,0,0.0,"Администрация Главы Республики Калмыкия, Элиста",
PERS_bdaaf440,Слинько Елена Викторовна,1,1,0,0,0.0,Москва,
PERS_bf91d4b8,Уймина Юлия Александровна,3,3,0,0,0.0,Екатеринбург,
PERS_bff5de3e,Бейнорюс Аудрюс,3,3,0,0,0.0,Вильнюс,
PERS_c2ffc606,Драчук Андрей Олегович,1,1,0,0,0.0,Москва,
PERS_c31236d2,Березкин Юрий Евгеньевич,2,2,0,0,0.0,СПб; Санкт-Петербург,
PERS_c48611e0,Островская Елена Петровна,12,11,1,1,9.1,СПб; Санкт-Петербург,СПбФ ИВ РАН
PERS_c52dfaa0,Цветкова Светлана Олеговна,22,8,14,8,100.0,СПб; Санкт-Петербург,"Восточный ф-т СПбГУ; СПбГУ; СПбГУ, Санкт-Петербург"
PERS_c5677a3f,Зорин Алексей Валерьевич,8,7,1,1,14.3,СПб; Санкт-Петербург,СПбФ ИВРАН
PERS_c582889e,Иткин Илья Борисович,1,0,1,0,0,,"ИВ РАН; НИУ ВШЭ, Москва"
PERS_c6bbcef3,Битинайте Елена Алексеевна,5,5,0,0,0.0,Краснодар; Ростов-на-Дону,
PERS_cac87738,Гузеватая Наталья Владимировна,1,1,0,0,0.0,Санкт-Петербург,
PERS_cb52ebc2,Лемешкина Ксения Вячеславовна,4,4,0,0,0.0,СПб; Санкт-Петербург,
PERS_cca8f93d,Немчинов Виктор Михайлович,2,0,2,0,0,,"ИВ РАН; ИВ РАН, Москва"
PERS_cdbd7a15,Кулланда Сергей Всеволодович,2,1,1,1,100.0,Москва,ИВ РАН
PERS_ce100d3f,Мария Шилинскене,1,1,0,0,0.0,Тампере,
PERS_ced3d7b4,Молина Анна Валерьевна,4,2,2,2,100.0,Москва,"ИКВИА НИУ ВШЭ, ИМЛИ РАН; ИМЛИ РАН, Москва"
PERS_cfb92c5f,Уланский Евгений Андреевич,7,5,2,5,100.0,"Москва; независимый исследователь, Москва",ИСАА МГУ
PERS_d01427ca,Бещук Юлия Владимировна,1,1,0,0,0.0,Санкт-Петербург,
PERS_d018b6eb,Д. Валанчюнас,1,1,0,0,0.0,Вильнюс,
PERS_d17a6a92,Киняева А. В.,1,1,0,0,0.0,Москва,
PERS_d218805b,Крюкова Виктория Юрьевна,4,4,0,0,0.0,СПб; Санкт-Петербург,
PERS_d2559ba1,Лепехова Елена Сергеевна,6,0,6,0,0,,ИВ РАН
PERS_d3c5382c,Попова Ирина Фёдоровна,10,0,10,0,0,,ИВР РАН
PERS_d4c2cc5e,Лучина Татьяна Владимировна,2,0,2,0,0,,"ИВ РАН; ИВ РАН, Москва"
PERS_d98da899,Рыжакова Светлана Игоревна,21,17,4,10,58.8,Москва,ИЭА РАН; Ин-т этнологии и антропологии РАН
PERS_da862dde,Дробышев Юлий Игорьевич,11,0,11,0,0,,"ИВ РАН; ИВ РАН, Москва"
PERS_db046be0,Сабирова Римма Наилевна,7,7,0,0,0.0,Казань,
PERS_db0a826b,Комарова Ирина Нигматовна,4,0,4,0,0,,ИЯ РАН; Институт Языкознания РАН
PERS_dd7de77e,Бросалина Елена Кирилловна,5,5,0,0,0.0,СПб; Санкт-Петербург,
PERS_de59a2bc,Шарыгин Глеб Витальевич,1,0,1,0,0,,ИВ РАН
PERS_dfaf6803,Борисов Яков Александрович,1,0,1,0,0,,МГУ
PERS_e1d622e5,Мажитов Саттар Фазылович,1,1,0,0,0.0,"Институт истории и этнологии им. Ч.Ч. Валиханова КН МОН РК, г. Алматы, Казахстан",
PERS_e1dd6b3e,Лидова Наталья Ростиславовна,14,8,6,7,87.5,ИМЛИ; Москва,"ИМЛИ РАН; ИМЛИ РАН, Москва; ИМЛИ РАН, онлайн"
PERS_e30ad8b7,Гавриков Денис Сергеевич,1,1,0,0,0.0,Москва,
PERS_e31ca12d,Вечерина Ольга Павловна,14,12,2,7,58.3,МГППУ; Москва,"Moscow, RUDN-University; РУДН"
PERS_e4aab278,Возчиков Дмитрий Викторович,1,1,0,0,0.0,Екатеринбург,
PERS_e5a5ac24,Невелева Светлана Леонидовна,2,2,0,0,0.0,СПб; Санкт-Петербург,
PERS_e72d4c09,Огнева Елена Дмитриевна,9,9,0,0,0.0,"ИВ НАН Украины; Институт востоковедения, Киев; Киев — Луцк",
PERS_e8396809,Вишну Шукла,1,1,0,0,0.0,Санкт-Петербург,
PERS_e9545a0b,Шустова Алла Михайловна,12,0,12,0,0,,"ИВ РАН; ИВ РАН, Москва; ЦИИ ИВ РАН"
PERS_e96139bd,Коробов Владимир Борисович,3,3,0,0,0.0,"Вильнюс; Вильнюс, Литва",
PERS_ea44fd14,Люлина Анастасия Геннадьевна,9,0,9,0,0,,"ИВ РАН; ИВ РАН, Москва; РУДН"
PERS_ebb6d156,Ложкина Анастасия Витальевна,6,1,5,1,100.0,Москва,ИФ РАН; МГУ
PERS_ecdfe667,Новосёлова Евгения Олеговна,1,0,1,0,0,,ИВ РАН
PERS_ed83f502,Селиванова Тамара Петровна,1,0,1,0,0,,СПбГУ
PERS_ee3448c3,Деменова Виктория Владимировна,1,0,1,0,0,,"кафедра истории искусств УФУ, Екатеринбург"
PERS_efc88709,Канаева Наталия Алексеевна,6,3,3,2,66.7,Москва,"ВШЭ; Школа философии и культурологии НИУ ВШЭ, Москва"
PERS_f074f69f,Александрова Наталия Владимировна,21,10,11,10,100.0,Москва,"ИВ РАН; ИВ РАН, ИКВИА НИУ ВШЭ; ИВ РАН, ИКВИА НИУ ВШЭ, Москва; РГГУ"
PERS_f19cd8a1,Котин Игорь Юрьевич,7,7,0,0,0.0,СПб; Санкт-Петербург,
PERS_f1a308b7,Абинякин Владимир Александрович,1,1,0,0,0.0,Санкт-Петербург,
PERS_f1f2471d,Игнатова Мария Михайловна,1,0,1,0,0,,"ИВ РАН, Москва"
PERS_f2fef030,Мехакян Арег Гайкович,15,13,2,8,61.5,"ГММ А.Н. Скрябина; ГММ А.Н. Скрябина, онлайн; Ереван; ММС, Москва; МРЦ; МЦР; Москва",ИВ РАН
PERS_f3cf67c6,Харджендер Сингх Чаудхари,1,1,0,0,0.0,Дели,
PERS_f56c5a7e,Жукова Любовь Евгеньевна,4,4,0,0,0.0,«Москва»; Москва; СПб,
PERS_f5a69b65,Кройцер Светлана Александровна,1,1,0,0,0.0,Москва,
PERS_f5b8b340,Вигасин Алексей Алексеевич,5,4,1,2,50.0,ИСАА; Москва,ИСАА МГУ
PERS_f619aeed,Цендина Анна Дамдиновна,1,0,1,0,0,,"ИКВИА НИУ ВШЭ, Москва"
PERS_f82b6a8e,Сенина Наталья Викторовна,1,1,0,0,0.0,Москва,
PERS_f8ab5755,Оранская Татьяна Иосифовна,7,7,0,0,0.0,"Гамбург; Гамбург, Германия; СПб; Санкт-Петербург",
PERS_f940c5b3,Стрелкова Гюзэль Владимировна,4,4,0,0,0.0,Москва,
PERS_fb25c80f,Ермакова Татьяна Викторовна,11,10,1,0,0.0,СПб; Санкт-Петербург,СПбФ ИВ РАН
PERS_fb73fb38,Кешарпу Екатерина Витальевна,1,1,0,0,0.0,Москва,
PERS_fc976255,Комаров Эрик Наумович,1,0,1,0,0,,ИВ РАН
PERS_fe03c926,Карышева Ирина Александровна,1,0,1,0,0,,ИВ РАН
