person_id,display_name,city_year,city_label,matched_institution,year_distance,confidence
PERS_3d4df70f,Акимушкина Екатерина Олеговна,2012,Москва,,,none
PERS_3e105f43,Игнатьев Андрей Александрович,2004,Калининград,,,none
PERS_3e105f43,Игнатьев Андрей Александрович,2006,Калининград,,,none
PERS_3e105f43,Игнатьев Андрей Александрович,2007,Калиниград,,,none
PERS_3e105f43,Игнатьев Андрей Александрович,2010,Калининград,,,none
PERS_3e105f43,Игнатьев Андрей Александрович,2011,Калининград,,,none
PERS_3e105f43,Игнатьев Андрей Александрович,2012,Калининград,,,none
PERS_3e105f43,Игнатьев Андрей Александрович,2013,Калининград,,,none
PERS_3e105f43,Игнатьев Андрей Александрович,2014,Калининград,,,none
PERS_3e105f43,Игнатьев Андрей Александрович,2019,Калининград,,,none
PERS_3e105f43,Игнатьев Андрей Александрович,2021,Калининград,,,none
PERS_3e105f43,Игнатьев Андрей Александрович,2022,Калининград,,,none
PERS_3e105f43,Игнатьев Андрей Александрович,2023,Калининград,,,none
PERS_3e105f43,Игнатьев Андрей Александрович,2024,Калининград,,,none
PERS_3e105f43,Игнатьев Андрей Александрович,2026,Калининград,,,none
PERS_3e38ff72,Рожнова Дарья Антоновна,2024,"РГПУ им. А.И.Герцена, онлайн",,,none
PERS_3f406fe3,Кравцова Е. Р.,2024,Москва,,,none
PERS_3fd690ee,Комиссарук Екатерина Львовна,2018,Москва,,,none
PERS_40862f5e,Корнеева Наталья Афанасьевна,2010,Москва,,,none
PERS_40862f5e,Корнеева Наталья Афанасьевна,2011,Москва,,,none
PERS_40862f5e,Корнеева Наталья Афанасьевна,2012,Москва,,,none
PERS_40862f5e,Корнеева Наталья Афанасьевна,2014,Москва,,,none
PERS_40862f5e,Корнеева Наталья Афанасьевна,2019,Москва,,,none
PERS_40862f5e,Корнеева Наталья Афанасьевна,2019,Наталья Афонасьевна НИ,,,none
PERS_40862f5e,Корнеева Наталья Афанасьевна,2021,Москва,,,none
PERS_40862f5e,Корнеева Наталья Афанасьевна,2022,Москва,,,none
PERS_40862f5e,Корнеева Наталья Афанасьевна,2022,НИ,,,none
PERS_40862f5e,Корнеева Наталья Афанасьевна,2023,Москва,,,none
PERS_40862f5e,Корнеева Наталья Афанасьевна,2023,НИ,,,none
PERS_40862f5e,Корнеева Наталья Афанасьевна,2024,Москва,,,none
PERS_40862f5e,Корнеева Наталья Афанасьевна,2024,ни,,,none
PERS_40862f5e,Корнеева Наталья Афанасьевна,2025,Москва,,,none
PERS_40862f5e,Корнеева Наталья Афанасьевна,2025,независимый исследователь,,,none
PERS_40862f5e,Корнеева Наталья Афанасьевна,2026,Москва,,,none
PERS_40f75cf9,Роман Лилия Геннадьевна,2022,Москва,,,none
PERS_40f75cf9,Роман Лилия Геннадьевна,2023,Москва,,,none
PERS_410c5a08,А. Хомиченкене,2004,Клайпеда,,,none
PERS_41d6aa73,Воробьева Дарья Николаевна,2015,ГИИ,,10,none
PERS_41d6aa73,Воробьева Дарья Николаевна,2016,ГИИ,,9,none
PERS_41d6aa73,Воробьева Дарья Николаевна,2017,ГИИ,,8,none
PERS_41d6aa73,Воробьева Дарья Николаевна,2018,СПб,,7,none
PERS_41d6aa73,Воробьева Дарья Николаевна,2018,ГИИ,,7,none
PERS_41d6aa73,Воробьева Дарья Николаевна,2019,ГИИ,,6,none
PERS_41d6aa73,Воробьева Дарья Николаевна,2020,ГИИ,,5,none
PERS_41d6aa73,Воробьева Дарья Николаевна,2021,ГИИ,,4,none
PERS_41d6aa73,Воробьева Дарья Николаевна,2023,Москва,"ГИИ, НИУ ВШЭ, РГХПУ им. С.Г. Строганова, Москва",2,far
PERS_41d6aa73,Воробьева Дарья Николаевна,2024,Москва,"ГИИ, НИУ ВШЭ, РГХПУ им. С.Г. Строганова, Москва",1,near
PERS_41d6aa73,Воробьева Дарья Николаевна,2025,Москва,"ГИИ, НИУ ВШЭ, РГХПУ им. С.Г. Строганова, Москва",0,near
PERS_42da4866,Стукалин Глеб Дмитриевич,2018,СПб,,,none
PERS_42da4866,Стукалин Глеб Дмитриевич,2019,Санкт-Петербург,,,none
PERS_44440578,Грановская Хелена,2026,Тель-Авив,,,none
PERS_467d4dbb,Клебанов Андрей Александрович,2021,Киото,,,none
PERS_47ad46f1,Родионов Михаил Анатольевич,2011,Санкт-Петербург,,,none
PERS_4a0de87e,Белимова Влада Сергеевна,2026,Москва,,,none
PERS_4ebb20aa,Кардинская Светлана Владленовна,2012,Ижевск,,,none
PERS_50c46233,Маретина Ксения Александровна,2012,СПб,,,none
PERS_50c46233,Маретина Ксения Александровна,2024,СПб,,,none
PERS_50c46233,Маретина Ксения Александровна,2025,СПб.,,,none
PERS_50d73711,Смирнитская Анна Александровна,2018,Москва,ИВ РАН,2,far
PERS_50d73711,Смирнитская Анна Александровна,2019,Москва,ИВ РАН,1,near
PERS_50d73711,Смирнитская Анна Александровна,2020,Москва,ИВ РАН,0,near
PERS_50d73711,Смирнитская Анна Александровна,2022,Москва,ИВ РАН,0,near
PERS_50d73711,Смирнитская Анна Александровна,2023,Москва,ИВ РАН,1,near
PERS_50d73711,Смирнитская Анна Александровна,2025,Москва,ИВ РАН,3,far
PERS_51524b11,Гладкова Анна Геннадьевна,2025,СПб.,,,none
PERS_5228da95,Вертоградова Виктория Викторовна,2006,Москва,,6,none
PERS_554c138a,Хмуркин Георгий Георгиевич,2018,МГТУ,ИИЕТ РАН,3,far
PERS_554c138a,Хмуркин Георгий Георгиевич,2019,НИ,,4,none
PERS_554c138a,Хмуркин Георгий Георгиевич,2020,МАИ,,5,none
PERS_56508328,Десницкая Евгения Алексеевна,2006,СПб,СПбГУ,1,near
PERS_56508328,Десницкая Евгения Алексеевна,2014,СПб,,7,none
PERS_56508328,Десницкая Евгения Алексеевна,2018,СПб,,11,none
PERS_56508328,Десницкая Евгения Алексеевна,2019,Санкт-Петербург,,12,none
PERS_56508328,Десницкая Евгения Алексеевна,2020,Санкт-Петербург,,13,none
PERS_56508328,Десницкая Евгения Алексеевна,2021,Санкт-Петербург,,14,none
PERS_56508328,Десницкая Евгения Алексеевна,2022,СПб,,15,none
PERS_56508328,Десницкая Евгения Алексеевна,2023,Санкт-Петербург,,16,none
PERS_56508328,Десницкая Евгения Алексеевна,2024,Санкт-Петербург,,17,none
PERS_56508328,Десницкая Евгения Алексеевна,2025,СПб.,,18,none
PERS_56508328,Десницкая Евгения Алексеевна,2026,Санкт-Петербург,,19,none
PERS_587b08ec,Леонов Михаил Васильевич,2019,НИ,,,none
PERS_587b08ec,Леонов Михаил Васильевич,2023,Москва,,,none
PERS_587b08ec,Леонов Михаил Васильевич,2024,Москва,,,none
PERS_587b08ec,Леонов Михаил Васильевич,2024,ни,,,none
PERS_58b39545,Ренковская Евгения Алексеевна,2021,Москва,"ИЯз РАН, ИВ РАН",0,near
PERS_58b39545,Ренковская Евгения Алексеевна,2025,Москва,,4,none
PERS_58b39545,Ренковская Евгения Алексеевна,2026,Москва,,5,none
PERS_58e18506,Соколова Ирина Александровна,2026,Санкт-Петербург,,,none
PERS_5d34c947,Волошина Оксана Анатольевна,2014,Москва,,,none
PERS_5d34c947,Волошина Оксана Анатольевна,2018,Москва,,,none
PERS_5d34c947,Волошина Оксана Анатольевна,2019,Москва,,,none
PERS_5d34c947,Волошина Оксана Анатольевна,2020,Москва,,,none
PERS_5d34c947,Волошина Оксана Анатольевна,2021,Москва,,,none
PERS_5d34c947,Волошина Оксана Анатольевна,2022,Москва,,,none
PERS_5d34c947,Волошина Оксана Анатольевна,2025,Москва,,,none
PERS_5d34c947,Волошина Оксана Анатольевна,2026,Москва,,,none
PERS_5e2a5a5c,Столярова Екатерина Владимировна,2018,СПб,,,none
PERS_5e2a5a5c,Столярова Екатерина Владимировна,2019,Санкт-Петербург,,,none
PERS_5e2a5a5c,Столярова Екатерина Владимировна,2022,СПб,,,none
PERS_5e2a5a5c,Столярова Екатерина Владимировна,2023,Санкт-Петербург,,,none
PERS_5e2a5a5c,Столярова Екатерина Владимировна,2024,СПб,,,none
PERS_5e2a5a5c,Столярова Екатерина Владимировна,2025,СПб.,,,none
PERS_5f6689e8,Дмитриева Виктория Алексеевна,2025,СПб.,,,none
PERS_61202bf3,Алиханова Юлия Марковна,2004,Москва,,11,none
PERS_61202bf3,Алиханова Юлия Марковна,2007,Москва,,8,none
PERS_61202bf3,Алиханова Юлия Марковна,2010,Москва,,5,none
PERS_61202bf3,Алиханова Юлия Марковна,2011,Москва,,4,none
PERS_61202bf3,Алиханова Юлия Марковна,2012,Москва,ИСАА МГУ,3,far
PERS_61202bf3,Алиханова Юлия Марковна,2012,ИСАА,ИСАА МГУ,3,far
PERS_61de659d,Белов Владимир Николаевич,2020,Москва,,,none
PERS_6441d568,Соболева Елена Станиславовна,2023,Санкт-Петербург,,,none
PERS_6441d568,Соболева Елена Станиславовна,2025,СПб.,,,none
PERS_68e9019d,Малютин Иван Иванович,2023,Санкт-Петербург,,,none
PERS_68e9019d,Малютин Иван Иванович,2024,Санкт-Петербург,,,none
PERS_69750b7c,Мазурина Валентина Николаевна,2013,Санкт-Петербург,,,none
PERS_69750b7c,Мазурина Валентина Николаевна,2014,СПб,,,none
PERS_69750b7c,Мазурина Валентина Николаевна,2018,СПб,,,none
PERS_6a165aa7,Хазизова Ксения Владимировна,2025,"ИСАА, Москва",,,none
PERS_6ae5c779,Фивейская Анастасия Васильевна,2021,Москва,ИСАА МГУ,1,near
PERS_6ae5c779,Фивейская Анастасия Васильевна,2024,Москва,,4,none
PERS_6b867946,Смирнова Екатерина Викторовна,2014,СПб,,,none
PERS_6e211759,Иванов Владимир Павлович,2012,СПб,,,none
PERS_6e211759,Иванов Владимир Павлович,2022,СПб,,,none
PERS_6e211759,Иванов Владимир Павлович,2025,СПб,,,none
PERS_6e211759,Иванов Владимир Павлович,2026,Санкт-Петербург,,,none
PERS_6f89f9c1,Крючкова Евгения Родионовна,2006,СПб,,,none
PERS_71e9dee1,Яскунас Валдас,2007,Вильнюс,,,none
PERS_71e9dee1,Яскунас Валдас,2012,Вильнюс,,,none
PERS_72506535,Крылова Анастасия Сергеевна,2019,Москва,ИВ РАН,2,far
PERS_72506535,Крылова Анастасия Сергеевна,2020,Москва,ИВ РАН,1,near
PERS_72506535,Крылова Анастасия Сергеевна,2021,Москва,ИВ РАН,0,near
PERS_72506535,Крылова Анастасия Сергеевна,2022,Москва,ИВ РАН,0,near
PERS_72506535,Крылова Анастасия Сергеевна,2024,Москва,ИВ РАН,1,near
PERS_72506535,Крылова Анастасия Сергеевна,2025,Москва,ИВ РАН,2,far
PERS_72506535,Крылова Анастасия Сергеевна,2026,Москва,ИВ РАН,3,far
PERS_7542d270,Демченко Максим Борисович,2018,Москва,,,none
PERS_7542d270,Демченко Максим Борисович,2019,Москва,,,none
PERS_7542d270,Демченко Максим Борисович,2020,Москва,,,none
PERS_7542d270,Демченко Максим Борисович,2021,Москва,,,none
PERS_7542d270,Демченко Максим Борисович,2022,Москва,,,none
