person_id,display_name,city_year,city_label,matched_institution,year_distance,confidence
PERS_f2fef030,Мехакян Арег Гайкович,2021,ГММ А.Н. Скрябина,ИВ РАН,2,far
PERS_f2fef030,Мехакян Арег Гайкович,2022,ГММ А.Н. Скрябина,ИВ РАН,3,far
PERS_f2fef030,Мехакян Арег Гайкович,2023,"ГММ А.Н. Скрябина, онлайн",,4,none
PERS_f2fef030,Мехакян Арег Гайкович,2025,"ММС, Москва",,6,none
PERS_f3cf67c6,Харджендер Сингх Чаудхари,2026,Дели,,,none
PERS_f56c5a7e,Жукова Любовь Евгеньевна,2022,Москва,,,none
PERS_f56c5a7e,Жукова Любовь Евгеньевна,2023,«Москва»,,,none
PERS_f56c5a7e,Жукова Любовь Евгеньевна,2024,Москва,,,none
PERS_f56c5a7e,Жукова Любовь Евгеньевна,2025,СПб.,,,none
PERS_f5a69b65,Кройцер Светлана Александровна,2025,Москва,,,none
PERS_f5b8b340,Вигасин Алексей Алексеевич,2006,Москва,,18,none
PERS_f5b8b340,Вигасин Алексей Алексеевич,2007,Москва,,17,none
PERS_f5b8b340,Вигасин Алексей Алексеевич,2023,ИСАА,ИСАА МГУ,1,near
PERS_f5b8b340,Вигасин Алексей Алексеевич,2025,Москва,ИСАА МГУ,1,near
PERS_f82b6a8e,Сенина Наталья Викторовна,2025,Москва,,,none
PERS_f8ab5755,Оранская Татьяна Иосифовна,2010,Гамбург,,,none
PERS_f8ab5755,Оранская Татьяна Иосифовна,2019,Гамбург,,,none
PERS_f8ab5755,Оранская Татьяна Иосифовна,2020,"Гамбург, Германия",,,none
PERS_f8ab5755,Оранская Татьяна Иосифовна,2023,Санкт-Петербург,,,none
PERS_f8ab5755,Оранская Татьяна Иосифовна,2024,СПб,,,none
PERS_f8ab5755,Оранская Татьяна Иосифовна,2025,СПб,,,none
PERS_f8ab5755,Оранская Татьяна Иосифовна,2026,Санкт-Петербург,,,none
PERS_f940c5b3,Стрелкова Гюзэль Владимировна,2004,Москва,,,none
PERS_f940c5b3,Стрелкова Гюзэль Владимировна,2006,Москва,,,none
PERS_f940c5b3,Стрелкова Гюзэль Владимировна,2012,Москва,,,none
PERS_f940c5b3,Стрелкова Гюзэль Владимировна,2024,Москва,,,none
PERS_fb25c80f,Ермакова Татьяна Викторовна,2014,СПб,,7,none
PERS_fb25c80f,Ермакова Татьяна Викторовна,2018,СПб,,11,none
PERS_fb25c80f,Ермакова Татьяна Викторовна,2019,Санкт-Петербург,,12,none
PERS_fb25c80f,Ермакова Татьяна Викторовна,2020,Санкт-Петербург,,13,none
PERS_fb25c80f,Ермакова Татьяна Викторовна,2021,Санкт-Петербург,,14,none
PERS_fb25c80f,Ермакова Татьяна Викторовна,2022,СПб,,15,none
PERS_fb25c80f,Ермакова Татьяна Викторовна,2023,Санкт-Петербург,,16,none
PERS_fb25c80f,Ермакова Татьяна Викторовна,2024,СПб,,17,none
PERS_fb25c80f,Ермакова Татьяна Викторовна,2025,СПб,,18,none
PERS_fb25c80f,Ермакова Татьяна Викторовна,2026,Санкт-Петербург,,19,none
PERS_fb73fb38,Кешарпу Екатерина Витальевна,2026,Москва,,,none
