presentation_id,title,speaker,conference_year,series,public_path,meso_codes,needs_place,needs_time
PRES_d2281e2acf,О «священной географии» в творчестве Тирунянасамбандара (шиваитский поэтический комплекс «Деварам»),М. Б. Загорулько,2004,Zograf Readings,p/o-svyashchennoi-geografii-v-tvorchestve-tirunyanasambandara-shivaitskii-poeticheskii-kompleks-de.html,dravidology_south_india,0,1
PRES_9e203d9b3f,О взаимоотношении религиозных конфессий в средневековом Тамилнаде,А. М. Дубянский,2004,Zograf Readings,p/o-vzaimootnoshenii-religioznykh-konfessii-v-srednevekovom-tamilnade.html,dravidology_south_india,0,1
PRES_8a6d651579,О жанре вьяйога в санскритской теории драмы,В. Г. Эрман,2004,Zograf Readings,p/o-zhanre-vyaioga-v-sanskritskoi-teorii-dramy.html,literary_studies,1,1
PRES_4dc8f2c386,Об астрологической герменевтике в медицинских текстах (Аюрведа),А. Бейнорюс,2004,Zograf Readings,p/ob-astrologicheskoi-germenevtike-v-meditsinskikh-tekstakh-ayurveda.html,yoga_ayurveda,1,1
PRES_646225a03b,Опровержение атомизма в трактате Васубандху Виджняптиматратасиддхи («Доказательство единственности сознания»),Н. В. Хомутинникова,2004,Zograf Readings,p/oproverzhenie-atomizma-v-traktate-vasubandkhu-vidzhnyaptimatratasiddkhi-dokazatelstvo-edinstvenn.html,buddhist_studies,1,1
PRES_a8e1a30833,"Перевод Г.С.Лебедевым поэмы Бхарат Чондро Рая «Биддешундор» (по рукописи, хранящейся в РГИА). Предварительное сообщение",Е. К. Бросалина,2004,Zograf Readings,p/perevod-g-s-lebedevym-poemy-bkharat-chondro-raya-biddeshundor-po-rukopisi-khranyashcheisya-v-rgi.html,bengal|translation_reception,0,1
PRES_a8e1a30833,"Перевод Г.С.Лебедевым поэмы Бхарат Чондро Рая «Биддешундор» (по рукописи, хранящейся в РГИА). Предварительное сообщение",А. Л. Сладков,2004,Zograf Readings,p/perevod-g-s-lebedevym-poemy-bkharat-chondro-raya-biddeshundor-po-rukopisi-khranyashcheisya-v-rgi.html,bengal|translation_reception,0,1
PRES_764a73ce7c,Проблема интерпретации специальной санскритской терминологии: термин адхьякша в индийской традиции,Д. Н. Лелюхин,2004,Zograf Readings,p/problema-interpretatsii-spetsialnoi-sanskritskoi-terminologii-termin-adkhyaksha-v-indiiskoi-trad.html,sanskrit_grammar_panini,0,1
PRES_6e17572f1f,Проблема классификации индуистских тантрических школ,С. В. Пахомов,2004,Zograf Readings,p/problema-klassifikatsii-induistskikh-tantricheskikh-shkol.html,,1,1
PRES_630760bcac,Психология акта самопожертвования в изображении драматургов 7-го века,Ю. М. Алиханова,2004,Zograf Readings,p/psikhologiya-akta-samopozhertvovaniya-v-izobrazhenii-dramaturgov-7-go-veka.html,,1,1
PRES_5461e391b0,Сюжет «Повести о Насикете» Садала Мишры в контексте истории прозы хинди,Т. А. Дубянская,2004,Zograf Readings,p/syuzhet-povesti-o-nasikete-sadala-mishry-v-kontekste-istorii-prozy-khindi.html,hindi_urdu_new_indo_aryan,1,1
PRES_3faf9b7b24,Сюжет о Трите: этноисторическая основа,М. Ф. Альбедиль,2004,Zograf Readings,p/syuzhet-o-trite-etnoistoricheskaya-osnova.html,,1,1
PRES_92c5268a51,Фигура царя и представления о времени в «Махабхарате»,М. И. Петрова,2004,Zograf Readings,p/figura-tsarya-i-predstavleniya-o-vremeni-v-makhabkharate.html,epic_ramayana_mahabharata,1,1
PRES_7f70e3b9a4,Шанкара как критик категорий вайшешики,В. Г. Лысенко,2004,Zograf Readings,p/shankara-kak-kritik-kategorii-vaisheshiki.html,philosophy_epistemology,1,1
PRES_aa8c66a571,«Ādau vāda āsīt»: о переводах Библии на санскрит. В программе возможны изменения и дополнения,С. С. Тавастшерна,2006,Zograf Readings,p/dau-v-da-s-t-o-perevodakh-biblii-na-sanskrit-v-programme-vozmozhny-izmeneniya-i-dopolneniya.html,translation_reception,1,1
PRES_fa7c38b2f3,«Энциклопедия Абхидхармы» Васубандху как произведение санскритской литературы,Е. П. Островская,2006,Zograf Readings,p/entsiklopediya-abkhidkharmy-vasubandkhu-kak-proizvedenie-sanskritskoi-literatury.html,buddhist_studies,1,1
PRES_fa7c38b2f3,«Энциклопедия Абхидхармы» Васубандху как произведение санскритской литературы,В. И. Рудой,2006,Zograf Readings,p/entsiklopediya-abkhidkharmy-vasubandkhu-kak-proizvedenie-sanskritskoi-literatury.html,buddhist_studies,1,1
PRES_60da65c55e,Безымянный герой (о романах Хазарипрасада Двиведи),Г. В. Стрелкова,2006,Zograf Readings,p/bezymyannyi-geroi-o-romanakh-khazariprasada-dvivedi.html,modern_literature,1,1
PRES_457408b87a,Бхартрихари и Дхармакирти о возможности рефлексивного акта познания,Е. А. Десницкая,2006,Zograf Readings,p/bkhartrikhari-i-dkharmakirti-o-vozmozhnosti-refleksivnogo-akta-poznaniya.html,philosophy_epistemology,1,1
PRES_960adc4efb,Вытеснение согласного во избежание возникновения тяжелой группы трех шумных согласных в индоиранском,М. Н. Боголюбов,2006,Zograf Readings,p/vytesnenie-soglasnogo-vo-izbezhanie-vozniknoveniya-tyazheloi-gruppy-trekh-shumnykh-soglasnykh-v.html,etymology,1,1
PRES_f771f5827d,Завершающие строфы «Махабхараты»: лексика и семантика,С. Л. Невелева,2006,Zograf Readings,p/zavershayushchie-strofy-makhabkharaty-leksika-i-semantika.html,epic_ramayana_mahabharata,1,1
PRES_77b298a44b,Изображение и текст: древнеиндийские рельефы и буддийские вербальные тексты,В. В. Вертоградова,2006,Zograf Readings,p/izobrazhenie-i-tekst-drevneindiiskie-relefy-i-buddiiskie-verbalnye-teksty.html,visual_material_culture,1,1
PRES_ac20c3981b,Индийские философские тексты: композиция как часть содержания,А. В. Парибок,2006,Zograf Readings,p/indiiskie-filosofskie-teksty-kompozitsiya-kak-chast-soderzhaniya.html,philosophy_epistemology,0,1
PRES_d5cc6c0374,К вопросу о сюжетных и стилистических истоках ранних приключенческих романов на хинди,Т. А. Дубянская,2006,Zograf Readings,p/k-voprosu-o-syuzhetnykh-i-stilisticheskikh-istokakh-rannikh-priklyuchencheskikh-romanov-na-khind.html,modern_literature,1,1
PRES_37a471ecf5,К проблеме древнеиндийской хронологии,А. А. Вигасин,2006,Zograf Readings,p/k-probleme-drevneindiiskoi-khronologii.html,,1,1
PRES_2048f4153d,Модели христианского и индо-буддийского времени в современной литературе,В. М. Шелкович,2006,Zograf Readings,p/modeli-khristianskogo-i-indo-buddiiskogo-vremeni-v-sovremennoi-literature.html,comparative_analysis,1,1
PRES_594bd8ec61,Некоторые наблюдения над царской титулатурой индо-греков. 4. С.-,Е. Р. Крючкова,2006,Zograf Readings,p/nekotorye-nablyudeniya-nad-tsarskoi-titulaturoi-indo-grekov-4-s.html,epic_ramayana_mahabharata,1,1
PRES_bb69fb252f,О соотношении санскритского и тибетского текстов «Гимна Превосходящему богов» Шанкарасвамина,А. В. Зорин,2006,Zograf Readings,p/o-sootnoshenii-sanskritskogo-i-tibetskogo-tekstov-gimna-prevoskhodyashchemu-bogov-shankarasvamin.html,tibetology_himalaya,0,1
PRES_933f4317bd,Об особенностях самосознания представителей «низких каст» в современных условиях,Е. Н. Успенская,2006,Zograf Readings,p/ob-osobennostyakh-samosoznaniya-predstavitelei-nizkikh-kast-v-sovremennykh-usloviyakh.html,modern_society_politics,1,1
PRES_49eb37c334,Орфоэпическая практика и древнеиндийская фонетика,В. Видунас,2006,Zograf Readings,p/orfoepicheskaya-praktika-i-drevneindiiskaya-fonetika.html,sanskrit_grammar_panini,1,1
PRES_fcd64d09ac,Отряхивающийся ныряльщик: о специфическом фольклорном мотиве в эпических и пуранических версиях «Сказания о Вепре» (Varāha-kathā),Я. В. Васильков,2006,Zograf Readings,p/otryakhivayushchiisya-nyryalshchik-o-spetsificheskom-folklornom-motive-v-epicheskikh-i-puraniche.html,epic_ramayana_mahabharata,1,1
PRES_dfef1a443f,Представления об обществе и власти в «Бхагавата-пуране»,Ю. Г. Кокова,2006,Zograf Readings,p/predstavleniya-ob-obshchestve-i-vlasti-v-bkhagavata-purane.html,epic_ramayana_mahabharata,1,1
PRES_80ebdc8f23,Символика и способы почитания богини Тары в индуизме (с демонстрацией видеоматериалов),С. И. Рыжакова,2006,Zograf Readings,p/simvolika-i-sposoby-pochitaniya-bogini-tary-v-induizme-s-demonstratsiei-videomaterialov.html,ritual_studies,1,1
PRES_b1d123ee06,Тема деревни в «Саттасаи»,М. Н. Русанов,2006,Zograf Readings,p/tema-derevni-v-sattasai.html,literary_studies,1,1
PRES_117aeb7260,Тема уточняется,Б. В. Загуменнов,2006,Zograf Readings,p/tema-utochnyaetsya.html,,1,1
PRES_74c89353ef,Царь − установитель дхармы. Практический аспект идеологической концепции,Д. Н. Лелюхин,2006,Zograf Readings,p/tsar-ustanovitel-dkharmy-prakticheskii-aspekt-ideologicheskoi-kontseptsii.html,,1,1
PRES_f24e720def,(Москва). Тема марудам в старой тамильской поэзии,А. М. Дубянский,2007,Zograf Readings,p/moskva-tema-marudam-v-staroi-tamilskoi-poezii.html,dravidology_south_india,0,1
PRES_198427c45a,«Гимн Таре» Сарваджнямитры и его тибетские переводы,А. В. Зорин,2007,Zograf Readings,p/gimn-tare-sarvadzhnyamitry-i-ego-tibetskie-perevody.html,tibetology_himalaya|buddhist_studies,0,1
PRES_1be5fd6c7a,«Мадхан-кам» – народная драма Северной Бенгалии (с демонстрацией видеоматериалов),С. И. Рыжакова,2007,Zograf Readings,p/madkhan-kam-narodnaya-drama-severnoi-bengalii-s-demonstratsiei-videomaterialov.html,bengal,0,1
PRES_2b5692727a,«Рассказ о рани Кетаки» Инш-алла Хана в контексте развития ранней прозы на хинди и урду,Т. А. Дубянская,2007,Zograf Readings,p/rasskaz-o-rani-ketaki-insh-alla-khana-v-kontekste-razvitiya-rannei-prozy-na-khindi-i-urdu.html,hindi_urdu_new_indo_aryan,1,1
PRES_cb85e06342,В чем непосредственность непосредственного восприятия в буддийской эпистемологии?,В. Г. Лысенко,2007,Zograf Readings,p/v-chem-neposredstvennost-neposredstvennogo-vospriyatiya-v-buddiiskoi-epistemologii.html,buddhist_studies|philosophy_epistemology,1,1
PRES_7f36ed5c1e,Джьотиша и Аюрведа: астрологическая семантика в классической индийской медицине,А. Бейнорюс,2007,Zograf Readings,p/dzhotisha-i-ayurveda-astrologicheskaya-semantika-v-klassicheskoi-indiiskoi-meditsine.html,yoga_ayurveda,0,1
PRES_57ccd5c672,Дидактические шатаки в литературе телугу (К характеристике жанровых особенностей). 3. Т. Г .Скороходова (Пенза). Интерпретация традиционного индийского текста либеральными мыслителями Бенгальского Возрождения,Д. В. Соболева,2007,Zograf Readings,p/didakticheskie-shataki-v-literature-telugu-k-kharakteristike-zhanrovykh-osobennostei-3-t-g-skoro.html,dravidology_south_india,0,1
PRES_10c2c66c17,Древнеиндийские диалекты в ранних фонетических трактатах,С. С. Тавастшерна,2007,Zograf Readings,p/drevneindiiskie-dialekty-v-rannikh-foneticheskikh-traktatakh.html,sanskrit_grammar_panini,1,1
PRES_693b5d83a6,Индийские памятники героям в сравнительном освещении (К вопросу о материальном соответствии поэтической формуле «непреходящая слава»),Я. В. Васильков,2007,Zograf Readings,p/indiiskie-pamyatniki-geroyam-v-sravnitelnom-osveshchenii-k-voprosu-o-materialnom-sootvetstvii-po.html,comparative_analysis,0,1
PRES_4bb24c3c11,К вопросу о статусе «естественного описания» в индийской поэтике,С. О. Цветкова,2007,Zograf Readings,p/k-voprosu-o-statuse-estestvennogo-opisaniya-v-indiiskoi-poetike.html,,0,1
PRES_c2c6d7f2b6,К вопросу об эндогамии касты,Е. Н. Успенская,2007,Zograf Readings,p/k-voprosu-ob-endogamii-kasty.html,,1,1
PRES_a40d40eed0,Лингвофилософское в «Пара-тримшика-виварана» Абхинавагупты,А. Г. Мехакян,2007,Zograf Readings,p/lingvofilosofskoe-v-para-trimshika-vivarana-abkhinavagupty.html,philosophy_epistemology,0,1
PRES_8e0d2df4b1,Миф о Махишасурамардани в Девибхагавата- и Калика-пуранах,А. А. Игнатьев,2007,Zograf Readings,p/mif-o-makhishasuramardani-v-devibkhagavata-i-kalika-puranakh.html,epic_ramayana_mahabharata,1,1
PRES_183a38da3a,Некоторые проблемы становления вишишта-адвайты,Р. В. Псху,2007,Zograf Readings,p/nekotorye-problemy-stanovleniya-vishishta-advaity.html,,1,1
PRES_7e16512005,О быках и людях (Образ «Стада» в скотоводческом эпосе Южной Индии),Н. В. Гуров,2007,Zograf Readings,p/o-bykakh-i-lyudyakh-obraz-stada-v-skotovodcheskom-epose-yuzhnoi-indii.html,dravidology_south_india,0,1
PRES_c5943e6066,Описания военной техники в индийском сочинении XI века «Шри Калачакра тантра раджа»,А. М. Стрелков,2007,Zograf Readings,p/opisaniya-voennoi-tekhniki-v-indiiskom-sochinenii-xi-veka-shri-kalachakra-tantra-radzha.html,,0,1
PRES_632589d9f1,От смерти к новому рождению. Учение о промежуточном существовании в «Абхидхармакоше» Васубандху,Е. П. Островская,2007,Zograf Readings,p/ot-smerti-k-novomu-rozhdeniyu-uchenie-o-promezhutochnom-sushchestvovanii-v-abkhidkharmakoshe-vas.html,buddhist_studies,1,1
PRES_43e4e4e60d,Плач в составе древней махакавьи,А. Г. Гурия,2007,Zograf Readings,p/plach-v-sostave-drevnei-makhakavi.html,,1,1
PRES_932ae951cd,Санскритское письмо как последовательная фонетическая транскрипция,А. В. Парибок,2007,Zograf Readings,p/sanskritskoe-pismo-kak-posledovatelnaya-foneticheskaya-transkriptsiya.html,,1,1
PRES_649f8342d7,Сезонный и суточный циклы в санскритской драме (структура санскритской драмы),Ю. М. Алиханова,2007,Zograf Readings,p/sezonnyi-i-sutochnyi-tsikly-v-sanskritskoi-drame-struktura-sanskritskoi-dramy.html,,1,1
PRES_8c102cb0c2,Теоретические аспекты учения тантрической школы кула (согласно «Куларнава-тантре»),С. В. Пахомов,2007,Zograf Readings,p/teoreticheskie-aspekty-ucheniya-tantricheskoi-shkoly-kula-soglasno-kularnava-tantre.html,,1,1
PRES_a7d32d94a9,Типология храмовых сооружений в текстах пуран и «Брихатсамхите»,В. Яскунас,2007,Zograf Readings,p/tipologiya-khramovykh-sooruzhenii-v-tekstakh-puran-i-brikhatsamkhite.html,,1,1
PRES_65a7d6e51a,Философ Нагарджуна – персонаж пракритского романа «Лилаваи»,М. Н. Русанов,2007,Zograf Readings,p/filosof-nagardzhuna-personazh-prakritskogo-romana-lilavai.html,buddhist_studies,1,1
PRES_c190e58dae,Язык как источник аргументации (на примере рассуждений о самбандхе),Е. А. Десницкая,2007,Zograf Readings,p/yazyk-kak-istochnik-argumentatsii-na-primere-rassuzhdenii-o-sambandkhe.html,philosophy_epistemology,1,1
PRES_5e317967c2,Udāharaņa в «Вакьяпадии»,Е. А. Десницкая,2008,Zograf Readings,p/ud-hara-a-v-vakyapadii.html,sanskrit_grammar_panini,1,1
PRES_9e65f5de1e,«Другая Савитри»: Сказание о Савитри в «Андхрамахабхарате»,Н. В. Гуров,2008,Zograf Readings,p/drugaya-savitri-skazanie-o-savitri-v-andkhramakhabkharate.html,epic_ramayana_mahabharata,0,1
PRES_93c2e24013,"«О Неодолимая Богиня, поклонение да будет тебе!» (О ритуальной части Калика-пураны)",А. А. Игнатьев,2008,Zograf Readings,p/o-neodolimaya-boginya-poklonenie-da-budet-tebe-o-ritualnoi-chasti-kalika-purany.html,ritual_studies,1,1
PRES_73205188c4,«Очищение от терниев» в «Артхашастре» и дхармашастрах,А. М. Самозванцев,2008,Roerich Readings,p/ochishchenie-ot-terniev-v-artkhashastre-i-dkharmashastrakh.html,,1,1
PRES_0404e32168,«Сахар в молоке»: Ауто-представления об «индийском» и «персидском» в современной религиозной культуре парсов,С. И. Рыжакова,2008,Zograf Readings,p/sakhar-v-moloke-auto-predstavleniya-ob-indiiskom-i-persidskom-v-sovremennoi-religioznoi-kulture.html,,0,1
PRES_925074e2a5,Агамы как источник философии радикальной Адвайты,С. Ч. Офертас,2008,Roerich Readings,p/agamy-kak-istochnik-filosofii-radikalnoi-advaity.html,philosophy_epistemology,1,1
PRES_9ffe685fd2,Аспекты влияния религиозно-философских доктрин на творчество Кабира. Закрытие конференции,С. О. Цветкова,2008,Zograf Readings,p/aspekty-vliyaniya-religiozno-filosofskikh-doktrin-na-tvorchestvo-kabira-zakrytie-konferentsii.html,bhakti_vaishnava,1,1
PRES_6da6054f73,Атманепада в санскрите и в грамматиках,С. С. Тавастшерна,2008,Zograf Readings,p/atmanepada-v-sanskrite-i-v-grammatikakh.html,sanskrit_grammar_panini,1,1
PRES_f0655c51e6,Гоштхи (гутхи) в надписях Личчхавов,Д. Н. Лелюхин,2008,Roerich Readings,p/goshtkhi-gutkhi-v-nadpisyakh-lichchkhavov.html,nepal_newar_kathmandu|manuscripts_epigraphy,0,1
PRES_3374abc140,Двойная мандала в тибетском трактате «Вайдурья-карпо»,В. М. Яковлев,2008,Roerich Readings,p/dvoinaya-mandala-v-tibetskom-traktate-vaidurya-karpo.html,tibetology_himalaya|buddhist_studies,0,1
PRES_c305a62ca7,Институт гутхи в древнем и средневековом Непале,К. П. Шрестха,2008,Roerich Readings,p/institut-gutkhi-v-drevnem-i-srednevekovom-nepale.html,nepal_newar_kathmandu,0,1
PRES_0fe8007200,К вопросу о самоназваниях школы махасангхиков-локоттаравадинов,Д. И. Жутаев,2008,Roerich Readings,p/k-voprosu-o-samonazvaniyakh-shkoly-makhasangkhikov-lokottaravadinov.html,buddhist_studies,1,1
PRES_e9159cba78,К проблеме «тривадрумского цикла»,Е. Анохина,2008,Roerich Readings,p/k-probleme-trivadrumskogo-tsikla.html,,1,1
PRES_e4b6786e6b,Как сравнивать индийскую и западную эпистемологию? Опыт создания методологии компаративного исследования,В. Г. Лысенко,2008,Zograf Readings,p/kak-sravnivat-indiiskuyu-i-zapadnuyu-epistemologiyu-opyt-sozdaniya-metodologii-komparativnogo-is.html,comparative_analysis|philosophy_epistemology,0,1
PRES_ff28a9ff47,Концепт Ишвары в «Бхагавадгите»,Е. Н. Аникеева,2008,Zograf Readings,p/kontsept-ishvary-v-bkhagavadgite.html,,1,1
PRES_08e8316d53,Кыргызы в Центральной Азии (9 век),Ю. И. Дробышев,2008,Roerich Readings,p/kyrgyzy-v-tsentralnoi-azii-9-vek.html,china_mongolia_inner_asia,0,1
PRES_b97d25a759,Мандалы Ваджрачхедики в коллекции Одесского Музея Западного и Восточного Искусства,Е. Д. Огнева,2008,Roerich Readings,p/mandaly-vadzhrachkhediki-v-kollektsii-odesskogo-muzeya-zapadnogo-i-vostochnogo-iskusstva.html,buddhist_studies|museum_collections,1,1
PRES_13fafa99b6,Махатмья «Бхагаватапураны»,Ю. Г. Кокова,2008,Zograf Readings,p/makhatmya-bkhagavatapurany.html,bhakti_vaishnava,1,1
PRES_fea1defc8d,Множество жизней поэмы Тулси Даса (некоторые аспекты современного бытования «Рамачаритаманасы»),А. В. Челнокова,2008,Zograf Readings,p/mnozhestvo-zhiznei-poemy-tulsi-dasa-nekotorye-aspekty-sovremennogo-bytovaniya-ramacharitamanasy.html,translation_reception,1,1
PRES_d5a74ed7f6,Народный театр «джатра» и его роль в формировании новой бенгальской литературы,Е. К. Бросалина,2008,Zograf Readings,p/narodnyi-teatr-dzhatra-i-ego-rol-v-formirovanii-novoi-bengalskoi-literatury.html,bengal|ethnography_performance,0,1
PRES_f60e19e1b7,О некоторых принципах тамильской поэтики по антологии «Наджиней»,А. М. Дубянский,2008,Roerich Readings,p/o-nekotorykh-printsipakh-tamilskoi-poetiki-po-antologii-nadzhinei.html,dravidology_south_india,0,1
PRES_293775e85d,О происхождении культурных архаизмов в позднем слое содержания «Махабхараты» (на примере темы воинских братств),Я. В. Васильков,2008,Zograf Readings,p/o-proiskhozhdenii-kulturnykh-arkhaizmov-v-pozdnem-sloe-soderzhaniya-makhabkharaty-na-primere-tem.html,epic_ramayana_mahabharata,1,1
PRES_c23e6409da,О языке и стиле эпических риши,С. Л. Невелева,2008,Zograf Readings,p/o-yazyke-i-stile-epicheskikh-rishi.html,epic_ramayana_mahabharata,1,1
PRES_7af57f160f,Образ птицы в масочном театре сингалов (Шри Ланка),Н. Г. Краснодембская,2008,Zograf Readings,p/obraz-ptitsy-v-masochnom-teatre-singalov-shri-lanka.html,ethnography_performance,1,1
PRES_844f6b86ea,Образы фантастических животных в средневековой архитектуре Индии,И. А. Урнова,2008,Zograf Readings,p/obrazy-fantasticheskikh-zhivotnykh-v-srednevekovoi-arkhitekture-indii.html,visual_material_culture,0,1
PRES_eabb2c0db9,Ордалии в дхармашастрах,Н. А. Корнеева,2008,Roerich Readings,p/ordalii-v-dkharmashastrakh.html,,1,1
PRES_8b2df737b9,Ордалия весами: проблемы интерпретации результатов взвешивания,Н. А. Корнеева,2008,Zograf Readings,p/ordaliya-vesami-problemy-interpretatsii-rezultatov-vzveshivaniya.html,ritual_studies,1,1
PRES_415fb1eb4c,Степные кочевники – иранцы II тыс. до н. э. – I тыс. н. э. и их языки,С. В. Кулланда,2008,Roerich Readings,p/stepnye-kochevniki-irantsy-ii-tys-do-n-e-i-tys-n-e-i-ikh-yazyki.html,,1,1
PRES_448f6392bc,Строительный ритуал и его роль в текстах вастувидьи (по материалам пуран),Е. В. Тюлина,2008,Roerich Readings,p/stroitelnyi-ritual-i-ego-rol-v-tekstakh-vastuvidi-po-materialam-puran.html,ritual_studies,1,1
PRES_c05d6f805a,Так что же такое карма?,Б. В. Загуменнов,2008,Zograf Readings,p/tak-chto-zhe-takoe-karma.html,,1,1
PRES_f15fea41e4,Текст – персонаж в древней махакавье,А. Г. Гурия,2008,Roerich Readings,p/tekst-personazh-v-drevnei-makhakave.html,literary_studies,1,1
PRES_506157c4da,Тема времени в буддийских преданиях о Варанаси,Н. В. Александрова,2008,Roerich Readings,p/tema-vremeni-v-buddiiskikh-predaniyakh-o-varanasi.html,buddhist_studies,0,1
PRES_9d84234785,Терминология и грамматика в «Энциклопедии Абхидхармы» Васубандху,Е. П. Островская,2008,Zograf Readings,p/terminologiya-i-grammatika-v-entsiklopedii-abkhidkharmy-vasubandkhu.html,buddhist_studies,1,1
PRES_9d84234785,Терминология и грамматика в «Энциклопедии Абхидхармы» Васубандху,В. И. Рудой,2008,Zograf Readings,p/terminologiya-i-grammatika-v-entsiklopedii-abkhidkharmy-vasubandkhu.html,buddhist_studies,1,1
PRES_ff0d548615,Что стоит за стилем у Дандина?,Ю. М. Алиханова,2008,Roerich Readings,p/chto-stoit-za-stilem-u-dandina.html,literary_studies,1,1
PRES_9b61667329,Что стоит за стилями у Дандина?,Ю. М. Алиханова,2008,Zograf Readings,p/chto-stoit-za-stilyami-u-dandina.html,literary_studies,1,1
PRES_6f1e98755f,«Абхисамаяланкара»: от первых трех глав к четвертой. Сознание творит реальность,Р. Н. Крапивина,2009,Roerich Readings,p/abkhisamayalankara-ot-pervykh-trekh-glav-k-chetvertoi-soznanie-tvorit-realnost.html,buddhist_studies,1,1
PRES_5b4245709b,«Коровьи войны» (на материале скотоводческого эпоса народов Центральной Индии и Декана),Н. В. Гуров,2009,Zograf Readings,p/korovi-voiny-na-materiale-skotovodcheskogo-eposa-narodov-tsentralnoi-indii-i-dekana.html,comparative_analysis,0,1
PRES_beb45aac0a,«Рамаяна» Криттибаса Оджхи в культуре Бенгалии XV-XVI веков,А. Л. Сладков,2009,Zograf Readings,p/ramayana-krittibasa-odzhkhi-v-kulture-bengalii-xv-xvi-vekov.html,bengal|epic_ramayana_mahabharata,0,1
PRES_96f8e44e84,Абхидхарма и абхивиная: взгляд со стороны двух раннебуддийских традиций,Д. И. Жутаев,2009,Zograf Readings,p/abkhidkharma-i-abkhivinaya-vzglyad-so-storony-dvukh-rannebuddiiskikh-traditsii.html,buddhist_studies,1,1
PRES_2ec1e17cb0,Буддийские святыни в «Записках» Сюань-Цзана: построение текста,Н. В. Александрова,2009,Roerich Readings,p/buddiiskie-svyatyni-v-zapiskakh-syuan-tszana-postroenie-teksta.html,buddhist_studies|travel_history,1,1
PRES_9627d4dfc0,"Восток, Запад и русский перевод",Б. В. Загуменнов,2009,Zograf Readings,p/vostok-zapad-i-russkii-perevod.html,translation_reception,1,1
PRES_c1761df1ca,Древний тибетский сборник текстов по культам Махакалы и Вишну из рукописной коллекции ИВР РАН,А. В. Зорин,2009,Zograf Readings,p/drevnii-tibetskii-sbornik-tekstov-po-kultam-makhakaly-i-vishnu-iz-rukopisnoi-kollektsii-ivr-ran.html,tibetology_himalaya|manuscripts_epigraphy,0,1
PRES_7323c9c9b1,Еще раз о сюжете эпической «Шакунталы»,Ю. М. Алиханова,2009,Zograf Readings,p/eshche-raz-o-syuzhete-epicheskoi-shakuntaly.html,epic_ramayana_mahabharata,1,1
PRES_d991c450bc,Зеркало. Конец иллюзии. (Из истории одной концепции в кашмирском шиваизме),С. Ч. Офертас,2009,Roerich Readings,p/zerkalo-konets-illyuzii-iz-istorii-odnoi-kontseptsii-v-kashmirskom-shivaizme.html,,0,1
