id,url,date,year,excerpt,likes,views
20446,https://vk.com/wall-88831040_20446,2023-11-08T15:08:00,2023,"📖 Tibetan-Sanscrit dictionary. Based on a close comparative study of Sanskrit originals and Tibetan transl. of several texts. Vol.2. Chandra Lokesh. 1959. 📖

Chandra; Lokesh; Tibetan-Sanscrit dictiona",122,1428
20454,https://vk.com/wall-88831040_20454,2023-11-12T15:03:00,2023,Критическое издание субкомментария к части Йога-сутр Патанджали,122,1246
13008,https://vk.com/wall-88831040_13008,2022-01-10T13:08:27,2022,Ellipsis; brachylogy and other forms of brevity in speech in the Rgveda; Эллипсис и некоторые другие риторические фигуры в языке Ригведы. Автор - Gonda Jan; Место издания; Amsterdam; Издательство; Noo,118,831
17554,https://vk.com/wall-88831040_17554,2023-02-19T14:42:00,2023,Тюлина; Е.В.; Гаруда-пурана: Человек и мир: Перевод с санскрита; исследование; комментарий; Место издания; Москва; Издательство; Восточная литература; РАН; Дата издания; 2003; Язык; Русский; Тематика;,118,2204
17358,https://vk.com/wall-88831040_17358,2023-01-29T11:00:00,2023,"Восточная поэтика: Тексты, исследования, комментарии.

В книге представлены переводы тридцати литературно-эстетических памятников древнего и средневекового Китая, Японии, 
Индии, Арабского Востока, Ир",117,1801
16711,https://vk.com/wall-88831040_16711,2022-11-22T07:08:00,2022,"Эта книга — популярное изложение трех великих индийских 
эпических циклов по текстам «Рамаяны», «Махабхараты» и «Бхагавата-пураны». О скитаниях и подвигах Рамы, о битве его со свирепым Раваной, о нежн",116,1802
17969,https://vk.com/wall-88831040_17969,2023-03-27T06:55:59,2023,Минаев; И.П.; Дневники путешествий в Индию и Бирму. 1880 и 1885-1886; Место издания; <нет данных>; Дата издания; 1955; Язык; Русский; Тематика; География; Предметная рубрика; География • Экспедиции и ,110,2069
16352,https://vk.com/wall-88831040_16352,2022-10-28T13:53:34,2022,Шатакатраям: пер. с санскрита; Место издания; Москва; Издательство; Наука; Дата издания; 1979; Язык; Русский; Тематика; Художественная литература; Предметная рубрика; Индийская литература; Индийское л,106,2124
16278,https://vk.com/wall-88831040_16278,2022-10-24T07:08:00,2022,"Азбука санскрита. Авдеев Ф.Ф.

Предлагаемое учебно-методическое пособие предназначено, прежде всего, для студентов-филологов, изучающих классические языки в соответствии с учебным планом факультета ру",104,2443
15927,https://vk.com/wall-88831040_15927,2022-09-27T07:08:00,2022,"Великий эпос Индии: Рамаяна. Махабхарата. Гусева Н.Р.

Настоящее издание является адаптированным пересказом двух величайших эпических поем древней Индии ""Рамяны"" и ""Махабхараты"" . Это не только замеча",102,2785
17939,https://vk.com/wall-88831040_17939,2023-03-25T07:00:03,2023,"🕉 «Я есмь любовь чистейшая вселенной» ❤️ Красивейшие строфы из Бхагавад-Гиты 🕉

Кришна Арджуне:

«Я проявляюсь в пяти стихиях: 
В воде, земле, эфире и огне, 
И в воздухе, а также в жизни мира, 
В уме ",101,2781
18151,https://vk.com/wall-88831040_18151,2023-04-15T12:00:00,2023,"О русских именах [1991]. Суперанская А.В.

Суперанская; А.В.; О русских именах [1991]; Другой автор; Суслова; А.В.; Место издания; Ленинград; Издательство; Лениздат; Дата издания; 1991; Язык; Русский;",100,5836
17375,https://vk.com/wall-88831040_17375,2023-02-01T07:00:00,2023,"Т. Я. Елизаренкова - Слова и вещи в Ригведе

В монографии обсуждаются вопросы методологии, позволяющей правильно установить связь между лексическим значением слова и обозначаемым им предметом или поня",99,2176
16732,https://vk.com/wall-88831040_16732,2022-11-23T12:08:00,2022,Подборка индийских книг (2/3),98,1716
18703,https://vk.com/wall-88831040_18703,2023-06-05T11:00:00,2023,"📖 Культура Индии. Ольденбург С.Ф. 1991 📖

Собрание непубликовавшихся работ крупнейшего индолога академика С. Ф. Ольденбурга (1863—1934) было составлено, полвека назад его другом ин единомышленником ак",98,3722
25667,https://vk.com/wall-88831040_25667,2026-06-16T14:30:00,2026,"🇮🇳📖 Тихомиров,В. Да услышат меня земля и небо: Из ведийск. поэзии / Стихотворное переложение В. Тихомирова; Сост., пер. с ведийск., вступ. статья, коммент. и словарь Т. Я. Елизаренковой; Худож. Ю. Кон",97,4976
10940,https://vk.com/wall-88831040_10940,2021-01-08T18:32:00,2021,"Введение в науку о языке / А. Е. Кибрик и др.; под ред. О. В. Федоровой и С. Г. Татевосова – М.: Буки Веди, 2019. – 672 с. – ISBN 978-5-4465-2188-3. 

Издание представляет собой учебник для студентов,",96,4707
18890,https://vk.com/wall-88831040_18890,2023-06-21T12:00:00,2023,"📖 Литература и культура древней и средневековой Индии. 1979 📖

В сборнике освещаются вопросы истории древнеиндийской эстетики и этики, мифологии вед и философского учения Нагарджуны, развития древнета",92,3542
13033,https://vk.com/wall-88831040_13033,2022-01-14T05:30:00,2022,"📘 Слово, творящее мир. От ранней веданты к кашмирскому шиваизму: Гаудапада, Бхартрихари, Абхинавагупта

Автор: Исаева Н.В.(пер.)

Описание: Книга Н. В. Исаевой включает в себя комментированный перевод",90,1846
17173,https://vk.com/wall-88831040_17173,2023-01-08T14:16:28,2023,Короцкая; А.А.; Архитектура Индии раннего средневековья; Место издания; Москва; Издательство; Издательство литературы по строительству; Дата издания; 1964; Язык; Русский; Тематика; Искусство; Предметн,88,1841
14375,https://vk.com/wall-88831040_14375,2022-05-28T20:10:59,2022,Санскрит: Учебное пособие для студентов вузов; обучающихся по философским и культурологическим специальностям; С.-Петербург; Лань; 1999; Языкознание; Книги для чтения; Санскрит язык; Самоучители; Спра,87,1444
16874,https://vk.com/wall-88831040_16874,2022-12-05T07:00:01,2022,"Шукасаптати. Семьдесят рассказов попугая / Пер. с санскрита М. А. Ширяева. Предисл. и примеч. В. И. Кальянова. Отв. ред. В. И. Кальянов. - Москва : Издательство восточной литературы, 1960. - 171 с. - ",87,1449
22289,https://vk.com/wall-88831040_22289,2024-08-13T13:00:01,2024,"🇮🇳📖 Гусева,Н.Р. Индуизм. История формирования. Культовая практика. - Москва : Наука, 1977. - 325 с., илл. - (АН СССР. Институт этнографии им. Н. Н. Миклухо-Маклая). - Библиогр. с.290-316.-Указ. в конц",83,3476
12496,https://vk.com/wall-88831040_12496,2021-11-02T15:45:22,2021,Восемь книг о натье: на санскрите и в переводе,82,1588
14349,https://vk.com/wall-88831040_14349,2022-05-27T04:30:00,2022,"Сборник избранных произведений виднейшего индийского индолога XX в. Рамчандры Нараяна Дандекара (1909-2001) включает 10 статей, написанных в разные годы и вошедших в 4-томное собрание его избранных тр",80,1482
17117,https://vk.com/wall-88831040_17117,2023-01-02T07:00:00,2023,"Храмы Индии: Превращение камня. Маратхе Каумуди.

Огромное количество индийских храмов служит залогом того что публикация книг по их истории врятли будет исчерпана. Эта книга попытка познакомить читат",80,1536
17215,https://vk.com/wall-88831040_17215,2023-01-13T20:53:09,2023,"Щербатской; Ф.И.; Теория познания и логика по учению позднейших буддистов. Ч.1. Учебник логики Дармакирти с толкованием на него Дармоттары; Место издания; С.-Петербург; Издательство; Типо-литография """,80,2237
19059,https://vk.com/wall-88831040_19059,2023-07-05T16:00:00,2023,"Шатапатха-брахмана = Satapatha-brahmana. Кн.11. Пер. В.Н. Романова. 2014 
 
Вниманию читателя предлагается перевод одиннадцатой книги «Шатапатха-брахманы» — выдающегося памятника древнеиндийской религ",80,2369
18331,https://vk.com/wall-88831040_18331,2023-05-05T12:00:00,2023,"📖 Самозванцев А.М. Правовой текст дхармашастры. 📖 

Книга содержит перевод правовых разделов древнеиндийских этических сочинений — дхармасутр и обширный исследовательский комментарий. На материале пра",79,1929
17913,https://vk.com/wall-88831040_17913,2023-03-24T07:08:00,2023,"Восток и Запад. Религия, мифология, символика, искусство. Кумарасвами Ананда Кентиш.

В книге индийского учёного и философа А. К. Кумарасвами (1877-1947) подробно и очень глубоко освещены различные ас",78,1775
13696,https://vk.com/wall-88831040_13696,2022-03-17T20:30:49,2022,"Самый тиражный учебник санскрита на русском языке 🔥
(продано больше 10 000 экземпляров с 1994 по 2022 год) 

Кочергина В.А.; Учебник санскрита; Москва; Добросвет; МЦНМО; 2015; Языкознание; Учебники и ",77,1034
15912,https://vk.com/wall-88831040_15912,2022-09-24T15:08:00,2022,"Древняя Индия. Вигасин А.А.

В книгу избранных трудов российского индолога Вигасина А.А. вошли работы по источниковедению и истории Древней Индии, тематически разделенные на три раздела: ""Эдикты Ашоки",77,1781
16399,https://vk.com/wall-88831040_16399,2022-10-31T07:08:00,2022,"Древнеиндийская драма Шудраки Глиняная повозка.
Приглашение к медленному чтению, Топоров В.Н.

Книга — первое в России монографическое исследование знаменитой 
драмы древнеиндийского автора Шудраки, ж",76,2163
17708,https://vk.com/wall-88831040_17708,2023-03-05T11:00:00,2023,"В данную книгу вошли три произведения выдающегося советского буддолога академика Ф.И. Щербатского - ""Буддийская логика. Введение"". ""Центральная концепция буддизма и значение термина ""дхарма"" и ""Концеп",76,1761
18977,https://vk.com/wall-88831040_18977,2023-07-01T12:00:00,2023,"📚Эпическое сказительство. Путилов Б.Н. 1997📚

Монография Б.Н. Путилова представляет собой обобщающее 
теоретическое исследование комплекса проблем, связанных с 
искусством мастеров устного эпоса. В кн",76,2874
14174,https://vk.com/wall-88831040_14174,2022-05-11T07:55:53,2022,"Хинди-русский словарь: В 2-х томах: Около 75000 слов. Т. 1: От...до...; Москва; Советская энциклопедия; 1972; Языкознание; Словари двуязычные; Хинди-русские 
 
Хинди-русский словарь: В 2-х томах: Окол",74,1948
17123,https://vk.com/wall-88831040_17123,2023-01-03T07:08:58,2023,Тюляев; С.И.; Искусство Индии. Архитектура; изобразительное искусство; художественное ремесло; Место издания; Москва; Издательство; Наука; Дата издания; 1968; Язык; Русский; Тематика; Искусство; Предм,74,1599
17896,https://vk.com/wall-88831040_17896,2023-03-23T07:00:03,2023,Древняя Индия: язык; культура; текст; Место издания; Москва; Издательство; Наука; Дата издания; 1985; Язык; Русский; Тематика; История; Предметная рубрика; История Древней Индии • Культура; История Ин,74,1314
20499,https://vk.com/wall-88831040_20499,2023-11-19T15:08:00,2023,"📖 Художественные ремесла Индии. Гусева Н.Р. 1982 📖

﻿
В книге дается исторический обзор развития индийского художественного ремесла, рассказывается об основных типах традиционной одежды и тканях, из к",72,1506
17103,https://vk.com/wall-88831040_17103,2022-12-30T08:00:33,2022,Тюляев; С.И.; Архитектура Индии; Место издания; Москва; Издательство; Всесоюзная академия архитектуры; Дата издания; 1939; Язык; Русский; Тематика; Искусство; Предметная рубрика; Индийское искусство •,71,1549
17667,https://vk.com/wall-88831040_17667,2023-02-28T07:00:28,2023,Журавлев; В.К.; Язык - языкознание - языковеды; Место издания; Москва; Издательство; Наука; Дата издания; 1991; Язык; Русский; Тематика; Языкознание; Предметная рубрика; Языкознание • Лингвистика и те,71,1317
18923,https://vk.com/wall-88831040_18923,2023-06-26T12:00:00,2023,"📖 История буддизма: (Индия и Тибет). Будон Ринчендуб. 1999. 📖

«История буддизма» написана в 1322 г. выдающимся тибетским историком и кодификатором Будоном Ринчендубом (1290—1364). В книге дан в хроно",71,2090
19275,https://vk.com/wall-88831040_19275,2023-07-24T10:00:00,2023,"📖 Проблемы истории языков и культуры народов Индии. Сборник статей. Памяти В. С. Воробьева-Десятовского. 1974 📖

Сборник посвящен памяти безвременно скончавшегося талантливого индолога В.С. Воробъева-",71,3396
16844,https://vk.com/wall-88831040_16844,2022-12-02T12:30:00,2022,Подборка индийских книг (3/3),70,1481
18763,https://vk.com/wall-88831040_18763,2023-06-11T14:30:44,2023,"Маковский,М.М. Язык - миф - культура: Символы жизни и жизнь символов / Ин-т русского языка им. В.В.Виноградова РАН. - Москва, 1996. - 329 с. : ил. - Библиогр. с. 290-329. - ISBN 5-89216-012-2. 
 
Мако",70,2462
20681,https://vk.com/wall-88831040_20681,2023-12-17T07:00:01,2023,"📖 Мифологии древнего мира. Отв. ред. : В.А. Якобсон. 1977 📖
﻿
Книга представляет собой очерки мифологии различных народов древнего мира - египтян, шумеров и вавилонян, индийцев, китайцев и др. Написан",70,1289
24524,https://vk.com/wall-88831040_24524,2025-08-07T14:30:00,2025,"🇮🇳📖 Хинди. Начальный курс : [Учебник] / [Е.А. Костина, Ю.Г. Кокова, С.Г. Рудин и др.; Под общ. ред. Е.А. Костиной]. - С.-Петербург : КАРО, 2016. - 379 с. : ил. - Авт. указ. в надвып. дан. - Данные тит",70,1878
6912,https://vk.com/wall-88831040_6912,2019-07-05T09:13:22,2019,"Лингвистический энциклопедический словарь / Гл. ред. В. Н. Ярцева. — М.: Сов. энциклопедия, 1990. — 683 с.",69,18258
20290,https://vk.com/wall-88831040_20290,2023-10-22T16:00:00,2023,"📖 Литература и культура Древней и Средневековой Индии. 1987 📖

«Индийская литература» — что вмещает в себя это понятие?.. 
Историко-культурный комментарий к гимну «Тело Человека» 
в «Атхарваведе». Мик",69,1187
17872,https://vk.com/wall-88831040_17872,2023-03-20T07:08:00,2023,"Из блокнота индолога. Серебряков И.Д.

ОТ РЕДАКТОРА. 
 
«Из блокнота индолога» — книга-воспоминание Игоря Дмитриевича Серебрякова — доктора филологических наук, лауреата премии им. Дж. Неру, удостоенн",68,1717
17891,https://vk.com/wall-88831040_17891,2023-03-22T12:05:52,2023,"📖 Самая полная санскритская грамматика на английском языке 📖

Whitney; William Dwight; A Sanskrit grammar; including both the classical language; and the elder dialects; of Veda and Brahmana; Место из",68,1436
23817,https://vk.com/wall-88831040_23817,2025-03-03T15:30:00,2025,"Кочергина, В.А. Санскритско-русский словарь : Около 28 000 слов / Под ред. В.И. Кальянова; С прил. Грамматического очерка санскрита А.А. Зализняка. - Москва : Русский язык, 1978. - 895 с., табл. - Пар",68,3042
25571,https://vk.com/wall-88831040_25571,2026-05-11T14:30:00,2026,"🇮🇳📖 Маламуд, Шарль. Испечь мир = Cuire le monde : ритуал и мысль в древней Индии / Шарль Маламуд; Российская Академия наук, Отделение историко-филологических наук; пер. с фр. и вступ. ст. В. Г. Лысенк",68,2303
17758,https://vk.com/wall-88831040_17758,2023-03-08T11:50:01,2023,Сыркин; А.Я.; Избранные труды: В 2 томах. Т.1; Место издания; Москва; Издательство; Наука; Восточная литература; Дата издания; 2020; Язык; Русский; Тематика; Науковедение; Предметная рубрика; Сыркин; ,67,1599
21695,https://vk.com/wall-88831040_21695,2024-05-21T15:00:02,2024,"Алаев,Л.Б. Индуизм. Джайнизм. Сикхизм: Словарь / Алаев Л.Б., Алиханова Ю.М., Альбедиль М.Ф. и др.; Под общ. ред. Альбедиль М.Ф. и Дубянского А.М. - Москва, 1996. - 574 с. - Указ. в конце кн. - ISBN 5-",67,1823
13238,https://vk.com/wall-88831040_13238,2022-01-28T06:38:52,2022,"📜 КОГДА САНСКРИТ УШЕЛ С УЛИЦ?

К концу первого тысячелетия склоняется к упадку так называемая «классическая» культура Индии, пережившая свой «золотой век» в эпоху правления императоров династии Гупта.",65,1083
14163,https://vk.com/wall-88831040_14163,2022-05-10T07:59:53,2022,"Пословицы и поговорки Северной Индии, Бархударова А.С., Зограф Г.А., 1998. 
 
 Предлагаемое издание — результат многолетней работы выдающихся отечественных индологов, безвременно ушедших В. М. Бескров",65,1923
17205,https://vk.com/wall-88831040_17205,2023-01-11T18:11:20,2023,Motwani; Kewal; Manu Dharma Sastra: A sociological and historical study; Законы Ману. Историко-социологическое исследование. Законы Ману как источник для изучения общественных отношений. государственн,65,1527
15473,https://vk.com/wall-88831040_15473,2022-08-23T22:15:04,2022,Ульциферов О.Г.; Язык хинди; Москва; АСТ-пресс; 2010; Языкознание; Самоучители; Хинди язык; Аудиовизуальные учебные пособия,64,2232
19382,https://vk.com/wall-88831040_19382,2023-08-02T10:00:00,2023,"📖 Избранные статьи по индологии и буддологии 1960-1970-е годы. Пятигорский А.М.2018. 📖

В кииге собраны востоковедческие статьи русского философа и мыслителя Александра Моисеевича Пятигорского (1929-2",64,1763
18254,https://vk.com/wall-88831040_18254,2023-04-29T20:34:31,2023,"Хитопадеша или Полезные наставления / Пер. с хинди и обработ. Вл. Быкова и Р. Червяковой. Рис. Мурли Р. Ачарекара. - Москва : Детгиз, 1958. - 158 с., илл. 
 
Хитопадеша или Полезные наставления; Место",63,1161
20750,https://vk.com/wall-88831040_20750,2023-12-24T19:25:25,2023,"Эрман,В.Г. Очерк истории ведийской литературы. - Москва : Наука, 1980. - 230 с. - В надзаг.: Ленингр. гос. ун-т им. А. А. Жданова.- Библиогр. с.191-218.-Указ. в конце книги. 
 
Индийское литературовед",63,1268
10658,https://vk.com/wall-88831040_10658,2020-12-08T11:45:47,2020,Двухтомный санскритско-санскритский толковый аюрведический словарь Джоши 1968 г. (ранее не выкладывался в публичный доступ),62,1197
17448,https://vk.com/wall-88831040_17448,2023-02-09T20:43:35,2023,Индия — Тибет: текст и интертекст в культуре; Место издания; Москва; Издательство; ЯСК; Дата издания; 2017; Язык; Русский; Тематика; Культура; Предметная рубрика; Культурология историческая • Индия • ,62,1270
16140,https://vk.com/wall-88831040_16140,2022-10-10T07:08:00,2022,"Избранные труды русских индологов-филологов.

Издание состоит из сборника работ русских индологов. Цель которого ознакомить читателя с культурой народов Индии, с тем вкладом, который внесли русские уч",61,1441
18444,https://vk.com/wall-88831040_18444,2023-05-20T12:00:00,2023,"📖 Язык до Индии доведет. Памяти А.Т. Аксёнова. 2008 📖

Книга рассказывает о профессоре, докторе филологических наук А.Т. Аксёнов (1923-1990), заведующем кафедрой индийской филологии ИВЯ/САА при МГУ и ",61,1908
19088,https://vk.com/wall-88831040_19088,2023-07-09T12:00:00,2023,"Шатапатха-брахмана. Кн. I, кн. 10 (фрагмент). Пер. В.Н. Романова. 2009

В книге представлен перевод первой и фрагмента десятой книги 
«Шатапатха-брахманы» — важнейшего памятника древнеиндийской релити",61,1936
12770,https://vk.com/wall-88831040_12770,2021-12-21T20:52:15,2021,"Мифология: Статьи для мифологических энциклопедий. Т.1: А - О; Топоров В.Н.; Москва; Языки славянской культуры; 2014; Культура; Мифология; Справочные издания

Топоров В.Н.; Мифология: Статьи для мифол",60,1003
20691,https://vk.com/wall-88831040_20691,2023-12-20T15:08:00,2023,"📖 Siva in dance myth and iconography. Gaston Anne-Marie. 1985 📖

Gaston; Anne-Marie; Siva in dance myth and iconography; Скульптурные изображения бога Шивы в виде многорукого Натараджана - бога танца.",60,1195
25236,https://vk.com/wall-88831040_25236,2026-02-14T14:30:00,2026,"🇮🇳📖 Шохин,В.К. Индийская философия. Шраманский период (середина I тысячелетия до н.э.) : Учебное пособие / В.К. Шохин; С.-Петербургск. гос. ун-т, Ин-т философии РАН. - С.-Петербург : Издательство С. -",60,1798
4743,https://vk.com/wall-88831040_4743,2019-02-05T13:17:35,2019,Рерих Ю.Н. Тибетско-русско-английский словарь с санскритскими параллелями. Под общей редакцией Ю. Парфионовича и В. Дылыковой. Художник В.В. Петров. Тираж 6000 экз. М. Главная редакция восточной литер,59,1466
10525,https://vk.com/wall-88831040_10525,2020-11-13T07:26:48,2020,"Индуизм. Джайнизм. Сикхизм: Словарь / Под общ. ред. М.Ф. Альбедиль и А. М. Дубянского. М.: Республика, 1996. — 576 с. 
 
Настоящее издание является первым в нашей стране словарём, посвящённым трём наи",59,1121
19677,https://vk.com/wall-88831040_19677,2023-08-22T10:00:00,2023,"📖 Пракриты. Вертоградова В.В. 1978 📖

Очерк посвящен описанию литературных средненндийских языков — пракритов, употреблявшихся в первые века нашей эры и сыгравших важную роль в истории индийской культ",59,1921
20585,https://vk.com/wall-88831040_20585,2023-11-29T07:00:06,2023,"📖 Abhinavagupta on Indian aesthetics. Walimbe Y.S. 1980 📖

Walimbe; Y.S.; Abhinavagupta on Indian aesthetics; Место издания; Delhi; Издательство; Ajanta; Дата издания; 1980; Язык; Английский; Тематика",59,1410
20904,https://vk.com/wall-88831040_20904,2024-01-15T17:05:00,2024,"📖 Двадцать пять рассказов Веталы. Пер. с санскрита И. Серебрякова. 1958 📖

«Океан из потоков сказаний» — так называется один из древнейших памятников индийской повествовательной литературы, но это наз",59,1678
13872,https://vk.com/wall-88831040_13872,2022-04-14T16:33:30,2022,Несколько случайных книг об индийской архитектуре,58,1382
18346,https://vk.com/wall-88831040_18346,2023-05-08T12:00:00,2023,"История Индий. Лас Касас Бартоломе де. 2007

Место издания; С.-Петербург; Издательство; Наука; Дата издания; 2007; Язык; Русский; Тематика; История; Предметная рубрика; Лас Касас; Бартоломе де (1474-1",58,1707
18352,https://vk.com/wall-88831040_18352,2023-05-09T18:29:28,2023,"🐅 Природа Индии 🐅

Рябчиков, А.М. Природа Индии. - Москва : Географгиз, 1950. - 290 с., илл., 5 карт. - (Записки Всесоюзного географического Общества. Новая серия; Т.12). - Библиогр. в конце книги.",58,1216
19937,https://vk.com/wall-88831040_19937,2023-09-15T08:08:00,2023,"📖 История буддизма в Индии. Тараната. 1868. 📖

Тараната; История буддизма в Индии; Место издания; С.-Петербург; Дата издания; 1868; Язык; Русский; Тибетский; Тематика; Религия; Предметная рубрика; Буд",58,1899
22057,https://vk.com/wall-88831040_22057,2024-07-02T14:30:00,2024,"🇮🇳📖🕉Глушко,А.А. География Индии: Природа, население, хозяйство: Учебное пособие / А.А.Глушко; Отв. ред. А.Я.Соколовский; Дальневосточн. гос. ун-т. - Владивосток : Издательство Дальневосточного универс",58,1954
