presentation_id,year,period,series,calendar_date,weekday,l1,l2,title,tokens,unique_tokens,bigrams,theme_match
PRES_c4f67633f5,2010,2004-2010,Roerich Readings,2010-12-09,Thursday,religion,classical,Кто говорит? Толкование источника речи в некоторых индуистских тантрах,кто|говорить|толкование|источник|речь|индуистский|тантра,говорить|индуистский|источник|кто|речь|тантра|толкование,кто говорить|говорить толкование|толкование источник|источник речь|речь индуистский|индуистский тантра,True
PRES_e290493a42,2010,2004-2010,Roerich Readings,2010-12-09,Thursday,literature,classical,Ситуация ухода героя в классической тамильской поэзии,ситуация|уход|герой|классический|тамильский|поэзия,герой|классический|поэзия|ситуация|тамильский|уход,ситуация уход|уход герой|герой классический|классический тамильский|тамильский поэзия,True
PRES_e90c15b88c,2010,2004-2010,Roerich Readings,2010-12-09,Thursday,religion,medieval,Образ дакини в Японии,образ|дакиня|япония,дакиня|образ|япония,образ дакиня|дакиня япония,True
PRES_e9f41a40c8,2010,2004-2010,Roerich Readings,2010-12-09,Thursday,literature,classical,Проблема сновидения и «ошибочные действия» в натаке Бхасы «Свапнавасавадатта»,сновидение|ошибочный|действие|натака|бхас|свапнавасавадатт,бхас|действие|натака|ошибочный|свапнавасавадатт|сновидение,сновидение ошибочный|ошибочный действие|действие натака|натака бхас|бхас свапнавасавадатт,True
PRES_ea0097faa8,2010,2004-2010,Roerich Readings,2010-12-09,Thursday,literature,medieval,Китайские переводы Лалитавистары как источник по истории текста,китайский|перевод|лалитавистара|источник|история|текст,история|источник|китайский|лалитавистара|перевод|текст,китайский перевод|перевод лалитавистара|лалитавистара источник|источник история|история текст,True
PRES_eda7195a4d,2010,2004-2010,Roerich Readings,2010-12-09,Thursday,history,modern,Непал: от конфессионального компромисса до секуляризма (Некоторые штрихи истории духовной культуры),непал|конфессиональный|компромисс|секуляризм|штрих|история|духовный|культура,духовный|история|компромисс|конфессиональный|культура|непал|секуляризм|штрих,непал конфессиональный|конфессиональный компромисс|компромисс секуляризм|секуляризм штрих|штрих история|история духовный|духовный культура,True
PRES_fca193c4c1,2010,2004-2010,Roerich Readings,2010-12-09,Thursday,philosophy,medieval,Философское приложение шикши в кашмирском шиваизме,философия|приложение|шикша|кашмирский|шиваизм,кашмирский|приложение|философия|шиваизм|шикша,философия приложение|приложение шикша|шикша кашмирский|кашмирский шиваизм,True
PRES_fe7f9d9625,2010,2004-2010,Roerich Readings,2010-12-09,Thursday,linguistics,modern,Юрий Николаевич Рерих — исследователь тибетского языка,юрий_рерих|исследователь|тибет|язык,исследователь|тибет|юрий_рерих|язык,юрий_рерих исследователь|исследователь тибет|тибет язык,True
PRES_0139c59bb9,2010,2004-2010,Zograf Readings,2010-05-18,Tuesday,religion,modern,Концепция совершенного человека в творчестве народных певцов – баулов,концепция|совершенный|человек|творчество|народный|певец|баул,баул|концепция|народный|певец|совершенный|творчество|человек,концепция совершенный|совершенный человек|человек творчество|творчество народный|народный певец|певец баул,True
PRES_09706e2e82,2010,2004-2010,Zograf Readings,2010-05-17,Monday,philosophy,classical,"Ум, психика или сознание (о переводе буддийских терминов «читта» и «виджняна»)",психика|сознание|перевод|буддизм|термин|читта|виджнян,буддизм|виджнян|перевод|психика|сознание|термин|читта,психика сознание|сознание перевод|перевод буддизм|буддизм термин|термин читта|читта виджнян,True
PRES_0e0cf8bb17,2010,2004-2010,Zograf Readings,2010-05-18,Tuesday,linguistics,classical,Санскритские квантитативные стихотворные размеры: реконструкция чтения,санскрит|квантитативный|стихотворный|размер|реконструкция|чтение,квантитативный|размер|реконструкция|санскрит|стихотворный|чтение,санскрит квантитативный|квантитативный стихотворный|стихотворный размер|размер реконструкция|реконструкция чтение,True
PRES_15b019aa75,2010,2004-2010,Zograf Readings,2010-05-19,Wednesday,linguistics,modern,Неизвестный речевой феномен у сингалов Шри Ланки,неизвестный|речевой|сингал|ланка,ланка|неизвестный|речевой|сингал,неизвестный речевой|речевой сингал|сингал ланка,True
PRES_1c0edf1c85,2010,2004-2010,Zograf Readings,2010-05-17,Monday,religion,medieval,Миф о Ветале и Бхайраве в «Калика-пуране»,миф|ветала|бхайрава|калика-пурана,бхайрава|ветала|калика-пурана|миф,миф ветала|ветала бхайрава|бхайрава калика-пурана,True
PRES_1cd65d2e59,2010,2004-2010,Zograf Readings,2010-05-18,Tuesday,ethnography,modern,Современная джатра: возвращение к истокам,современный|джатр|возвращение|исток,возвращение|джатр|исток|современный,современный джатр|джатр возвращение|возвращение исток,True
PRES_1e77ef9490,2010,2004-2010,Zograf Readings,2010-05-18,Tuesday,literature,medieval,Индийский эпос «Дхола-Мару» и «Сказка о царе Салтане» А.С.Пушкина,индия|эпос|дхола-мара|сказка|царь|салтана|пушкин,дхола-мара|индия|пушкин|салтана|сказка|царь|эпос,индия эпос|эпос дхола-мара|дхола-мара сказка|сказка царь|царь салтана|салтана пушкин,True
PRES_3bd08e341f,2010,2004-2010,Zograf Readings,2010-05-17,Monday,religion,medieval,Сюжет о воплощении Вишну в фольклорном тексте телугу (Матсьяватарам),сюжет|воплощение|вишну|фольклорный|текст|телугу|матсьяватар,вишну|воплощение|матсьяватар|сюжет|текст|телугу|фольклорный,сюжет воплощение|воплощение вишну|вишну фольклорный|фольклорный текст|текст телугу|телугу матсьяватар,True
PRES_53f8bd860a,2010,2004-2010,Zograf Readings,2010-05-17,Monday,literature,classical,«Рагхуванша» Калидасы глазами тамилиста,рагхуванша|калидас|глаз|тамилистый,глаз|калидас|рагхуванша|тамилистый,рагхуванша калидас|калидас глаз|глаз тамилистый,True
PRES_54a32921dc,2010,2004-2010,Zograf Readings,2010-05-18,Tuesday,philosophy,classical,Сравнительный анализ генезиса рефлексии в индийской и европейской философских традициях: визуальные и лингвистические детерминанты,сравнительный|генезис|рефлексия|индия|европейский|философия|традиция|визуальный|лингвистика|детерминант,визуальный|генезис|детерминант|европейский|индия|лингвистика|рефлексия|сравнительный|традиция|философия,сравнительный генезис|генезис рефлексия|рефлексия индия|индия европейский|европейский философия|философия традиция|традиция визуальный|визуальный лингвистика|лингвистика детерминант,True
PRES_627e94e1ab,2010,2004-2010,Zograf Readings,2010-05-17,Monday,religion,medieval,Тексты по культу Вишну-Нарасимхи в тибетском свитке XIII века,текст|культ|вишну-нарасимха|тибет|свитка|век,век|вишну-нарасимха|культ|свитка|текст|тибет,текст культ|культ вишну-нарасимха|вишну-нарасимха тибет|тибет свитка|свитка век,True
PRES_6a263265ac,2010,2004-2010,Zograf Readings,2010-05-19,Wednesday,history,classical,Ордалия раскаленной монетой (taptamàşa): текст и реальность,ордалия|раскалить|монета|текст|реальность,монета|ордалия|раскалить|реальность|текст,ордалия раскалить|раскалить монета|монета текст|текст реальность,True
PRES_78a007f5fb,2010,2004-2010,Zograf Readings,2010-05-17,Monday,linguistics,vedic,О древнеиндийской практике обучения ведийскому тексту,древнеиндийский|практика|обучение|ведийский|текст,ведийский|древнеиндийский|обучение|практика|текст,древнеиндийский практика|практика обучение|обучение ведийский|ведийский текст,True
PRES_7e41374eb0,2010,2004-2010,Zograf Readings,2010-05-19,Wednesday,literature,classical,Сюжет о побоище палицами в «Маусалапарве» и в «Джатаке о Гхата-пандите» 15.00. Там же,сюжет|побоище|палица|маусалапарва|джатака|гхата-пандит|там,гхата-пандит|джатака|маусалапарва|палица|побоище|сюжет|там,сюжет побоище|побоище палица|палица маусалапарва|маусалапарва джатака|джатака гхата-пандит|гхата-пандит там,True
PRES_90b364f351,2010,2004-2010,Zograf Readings,2010-05-18,Tuesday,literature,contemporary,Текст «индийской диаспоры» в поэзии Далджита Награ,текст|индия|диаспора|поэзия|далджито|награ,далджито|диаспора|индия|награ|поэзия|текст,текст индия|индия диаспора|диаспора поэзия|поэзия далджито|далджито награ,True
PRES_99bd862130,2010,2004-2010,Zograf Readings,2010-05-18,Tuesday,philosophy,vedic,Семантика глагольного корня muc- и проблематика духовного освобождения в ведийских упанишадах,семантика|глагольный|корень|проблематика|духовный|освобождение|ведийский|упанишад,ведийский|глагольный|духовный|корень|освобождение|проблематика|семантика|упанишад,семантика глагольный|глагольный корень|корень проблематика|проблематика духовный|духовный освобождение|освобождение ведийский|ведийский упанишад,True
PRES_a80206461e,2010,2004-2010,Zograf Readings,2010-05-17,Monday,literature,classical,Типовой мотив-ситуация в Махабхарате,типовой|мотив-ситуация|махабхарат,махабхарат|мотив-ситуация|типовой,типовой мотив-ситуация|мотив-ситуация махабхарат,True
PRES_a80b13caa7,2010,2004-2010,Zograf Readings,2010-05-19,Wednesday,art_archaeology,classical,Mārgī/deśī: о двух способах интерпретации индийского танца. В программе возможны изменения,два|способ|индия|танец|программа|возможный|изменение,возможный|два|изменение|индия|программа|способ|танец,два способ|способ индия|индия танец|танец программа|программа возможный|возможный изменение,True
PRES_a873570c30,2010,2004-2010,Zograf Readings,2010-05-18,Tuesday,philosophy,classical,Потенциальное и актуальное в буддийском учении о восприятии,потенциальный|актуальный|буддизм|учение|восприятие,актуальный|буддизм|восприятие|потенциальный|учение,потенциальный актуальный|актуальный буддизм|буддизм учение|учение восприятие,True
PRES_d01c9d783a,2010,2004-2010,Zograf Readings,2010-05-19,Wednesday,ethnography,contemporary,Значение и функции ритуала Пангху у племени ратхва,функция|ритуал|пангху|племя|ратхв,пангху|племя|ратхв|ритуал|функция,функция ритуал|ритуал пангху|пангху племя|племя ратхв,True
PRES_d49c9ef5f0,2010,2004-2010,Zograf Readings,2010-05-18,Tuesday,philosophy,medieval,Проблема уникальности природы человеческой души в философской системе Ямуначарьи,уникальность|природа|человеческий|душа|философия|система|ямуначарья,душа|природа|система|уникальность|философия|человеческий|ямуначарья,уникальность природа|природа человеческий|человеческий душа|душа философия|философия система|система ямуначарья,True
PRES_e04db7cf0d,2010,2004-2010,Zograf Readings,2010-05-17,Monday,religion,classical,«Археология» раннебуддийского доктринального текста на примере главы о буддхакшетрах («полях Будд») из Махавасту,археология|раннебуддийский|доктринальный|текст|глава|буддхакшетр|поле|будда|махаваста,археология|будда|буддхакшетр|глава|доктринальный|махаваста|поле|раннебуддийский|текст,археология раннебуддийский|раннебуддийский доктринальный|доктринальный текст|текст глава|глава буддхакшетр|буддхакшетр поле|поле будда|будда махаваста,True
PRES_e1b0ef7cfb,2010,2004-2010,Zograf Readings,2010-05-18,Tuesday,religion,medieval,"Дискуссия о четырех блаженствах: об одной стратегии для интерпретации истинной природы реальности в посвящении Хеваджра-тантры 15.00. СПбГУ, ВОСТОЧНЫЙ ФАКУЛЬТЕТ. Ауд. 175",дискуссия|четыре|блаженство|стратегия|истинный|природа|реальность|посвящение|хеваджр-тантра|спбгу|восточный|факультет|ауд,ауд|блаженство|восточный|дискуссия|истинный|посвящение|природа|реальность|спбгу|стратегия|факультет|хеваджр-тантра|четыре,дискуссия четыре|четыре блаженство|блаженство стратегия|стратегия истинный|истинный природа|природа реальность|реальность посвящение|посвящение хеваджр-тантра|хеваджр-тантра спбгу|спбгу восточный|восточный факультет|факультет ауд,True
PRES_f7c2f21e54,2010,2004-2010,Zograf Readings,2010-05-19,Wednesday,philosophy,classical,Концепция игры в индийской традиции (кридаяника в «Натьяшастре»),концепция|игра|индия|традиция|кридаяник|натьяшастр,игра|индия|концепция|кридаяник|натьяшастр|традиция,концепция игра|игра индия|индия традиция|традиция кридаяник|кридаяник натьяшастр,True
PRES_f94674cd5c,2010,2004-2010,Zograf Readings,2010-05-17,Monday,literature,classical,Царица в дворцовом парке 14.00. Там же,царица|дворцовый|парка|там,дворцовый|парка|там|царица,царица дворцовый|дворцовый парка|парка там,True
PRES_fbd84f6b96,2010,2004-2010,Zograf Readings,2010-05-19,Wednesday,religion,classical,Язык богини Кали. Я.В. Васильков. Эпические герои и боги (в «Махабхарате» и не только),язык|богиня|кали|васильков|эпический|герой|бог|махабхарат|только,бог|богиня|васильков|герой|кали|махабхарат|только|эпический|язык,язык богиня|богиня кали|кали васильков|васильков эпический|эпический герой|герой бог|бог махабхарат|махабхарат только,True
PRES_0b727f138c,2011,2011-2017,Zograf Readings,2011-05-24,Tuesday,literature,medieval,Словесные фигуры и принцип «непрямого высказывания» (вакрокти) в средневековой поэтике,словесный|фигура|принцип|непрямой|высказывание|вакрокть|средневековый|поэтика,вакрокть|высказывание|непрямой|поэтика|принцип|словесный|средневековый|фигура,словесный фигура|фигура принцип|принцип непрямой|непрямой высказывание|высказывание вакрокть|вакрокть средневековый|средневековый поэтика,True
PRES_216606ed4c,2011,2011-2017,Zograf Readings,2011-05-24,Tuesday,religion,medieval,Интерпретация учения об аватарах Вишну в «Девибхагавата-пуране»,учение|аватар|вишну|девибхагавата-пурана,аватар|вишну|девибхагавата-пурана|учение,учение аватар|аватар вишну|вишну девибхагавата-пурана,True
PRES_36278778ba,2011,2011-2017,Zograf Readings,2011-05-25,Wednesday,ethnography,unspecified,Мифологии северных мунда как источник для реконструкции сюжета создания человека у населения евразийских степей в эпоху бронзы C,мифология|северный|мунда|источник|реконструкция|сюжет|создание|человек|население|евразийский|степь|эпоха|бронза,бронза|евразийский|источник|мифология|мунда|население|реконструкция|северный|создание|степь|сюжет|человек|эпоха,мифология северный|северный мунда|мунда источник|источник реконструкция|реконструкция сюжет|сюжет создание|создание человек|человек население|население евразийский|евразийский степь|степь эпоха|эпоха бронза,True
PRES_37530fdf34,2011,2011-2017,Zograf Readings,2011-05-23,Monday,literature,classical,Тема весны в старой тамильской поэзии,весна|старый|тамильский|поэзия,весна|поэзия|старый|тамильский,весна старый|старый тамильский|тамильский поэзия,True
PRES_37ec1a3fd3,2011,2011-2017,Zograf Readings,2011-05-23,Monday,literature,classical,О композиции вступительных глав «Сказания о Шакунтале»,композиция|вступительный|глава|сказание|шакунтала,вступительный|глава|композиция|сказание|шакунтала,композиция вступительный|вступительный глава|глава сказание|сказание шакунтала,True
PRES_4f6dd44b06,2011,2011-2017,Zograf Readings,2011-05-24,Tuesday,literature,contemporary,«Будда из пригорода» Ханифа Курейши: иммигрантский текст индо-британской литературы,будда|пригород|ханиф|курейша|иммигрантский|текст|индо-британский|литература,будда|иммигрантский|индо-британский|курейша|литература|пригород|текст|ханиф,будда пригород|пригород ханиф|ханиф курейша|курейша иммигрантский|иммигрантский текст|текст индо-британский|индо-британский литература,True
PRES_5291787a3f,2011,2011-2017,Zograf Readings,2011-05-23,Monday,religion,classical,Прием почетного гостя-атитхи по материалам древнеиндийских ритуальных текстов,прием|почетный|гость-атитхи|древнеиндийский|ритуальный|текст,гость-атитхи|древнеиндийский|почетный|прием|ритуальный|текст,прием почетный|почетный гость-атитхи|гость-атитхи древнеиндийский|древнеиндийский ритуальный|ритуальный текст,True
PRES_5816bc342a,2011,2011-2017,Zograf Readings,2011-05-24,Tuesday,religion,medieval,Интерпретация символов ‘ом’ и ‘сиддхам’ в мангала-шлоках санскритских рукописей,символ|сиддхам|мангала-шлокаха|санскрит|рукопись,мангала-шлокаха|рукопись|санскрит|сиддхам|символ,символ сиддхам|сиддхам мангала-шлокаха|мангала-шлокаха санскрит|санскрит рукопись,True
PRES_59bc8c1ec8,2011,2011-2017,Zograf Readings,2011-05-23,Monday,literature,medieval,Индия в поэзии йафиитов (Южная Аравия),индия|поэзия|йафиит|южный|аравия,аравия|индия|йафиит|поэзия|южный,индия поэзия|поэзия йафиит|йафиит южный|южный аравия,True
PRES_5b9c7fa5b6,2011,2011-2017,Zograf Readings,2011-05-25,Wednesday,linguistics,modern,Санскритизация и философские проблемы языковой политики,санскритизация|философия|языковой|политика,политика|санскритизация|философия|языковой,санскритизация философия|философия языковой|языковой политика,True
PRES_5b9d992a66,2011,2011-2017,Zograf Readings,2011-05-25,Wednesday,philosophy,medieval,Некоторые аспекты полемического дискурса в индийских религиозно-философских традициях,полемический|дискурс|индия|религиозно-философский|традиция,дискурс|индия|полемический|религиозно-философский|традиция,полемический дискурс|дискурс индия|индия религиозно-философский|религиозно-философский традиция,True
PRES_5deb828215,2011,2011-2017,Zograf Readings,2011-05-23,Monday,philosophy,unspecified,Существует ли психофизическая проблема (mind-body problem) в буддизме?,существовать|психофизический|буддизм,буддизм|психофизический|существовать,существовать психофизический|психофизический буддизм,True
PRES_61eb101383,2011,2011-2017,Zograf Readings,2011-05-24,Tuesday,literature,medieval,Поэтические жанры индийской литературы в тибетском буддийском каноне,поэтический|жанр|индия|литература|тибет|буддизм|канон,буддизм|жанр|индия|канон|литература|поэтический|тибет,поэтический жанр|жанр индия|индия литература|литература тибет|тибет буддизм|буддизм канон,True
PRES_66b3645128,2011,2011-2017,Zograf Readings,2011-05-25,Wednesday,history,colonial,О первых христианских миссионерах в Индии,первый|христианский|миссионер|индия,индия|миссионер|первый|христианский,первый христианский|христианский миссионер|миссионер индия,True
PRES_6b5321239f,2011,2011-2017,Zograf Readings,2011-05-25,Wednesday,philosophy,classical,Концепт svadharma в кастовой идеологии,концепт|кастовый|идеология,идеология|кастовый|концепт,концепт кастовый|кастовый идеология,True
PRES_77ba89aeed,2011,2011-2017,Zograf Readings,2011-05-25,Wednesday,religion,modern,Буддизм и юнгианство,буддизм|юнгианство,буддизм|юнгианство,буддизм юнгианство,True
PRES_7a0616cdc7,2011,2011-2017,Zograf Readings,2011-05-24,Tuesday,literature,classical,Метафора в «Махабхарате»,метафора|махабхарат,махабхарат|метафора,метафора махабхарат,True
PRES_81e4f6fe0b,2011,2011-2017,Zograf Readings,2011-05-24,Tuesday,religion,classical,Об изучении четвертой главы «Абхисамая-аланкары»,четвертый|глава|абхисамай-аланкара,абхисамай-аланкара|глава|четвертый,четвертый глава|глава абхисамай-аланкара,True
PRES_9cc7f0b54c,2011,2011-2017,Zograf Readings,2011-05-25,Wednesday,religion,classical,Samarasa и svasamvedya в абхишека-патале Хеваджра-тантры согласно Муктавалихеваджрапаньджике Ратнакарашанти,абхишека-патале|хеваджр-тантра|согласно|муктавалихеваджрапаньджик|ратнакарашанти,абхишека-патале|муктавалихеваджрапаньджик|ратнакарашанти|согласно|хеваджр-тантра,абхишека-патале хеваджр-тантра|хеваджр-тантра согласно|согласно муктавалихеваджрапаньджик|муктавалихеваджрапаньджик ратнакарашанти,True
PRES_9ec34b2c0f,2011,2011-2017,Zograf Readings,2011-05-24,Tuesday,religion,classical,Строфы о бодхичитте во второй главе Гухьясамаджа тантры,строфа|бодхичитта|второй|глава|гухьясамадж|тантра,бодхичитта|второй|глава|гухьясамадж|строфа|тантра,строфа бодхичитта|бодхичитта второй|второй глава|глава гухьясамадж|гухьясамадж тантра,True
PRES_9f66f4e714,2011,2011-2017,Zograf Readings,2011-05-25,Wednesday,philosophy,modern,Энергийный прагматизм в тамильской культуре,энергийный|прагматизм|тамильский|культура,культура|прагматизм|тамильский|энергийный,энергийный прагматизм|прагматизм тамильский|тамильский культура,True
PRES_b9333b3423,2011,2011-2017,Zograf Readings,2011-05-24,Tuesday,literature,contemporary,«Ярость» Рушди,ярость|рушдить,рушдить|ярость,ярость рушдить,True
PRES_c511412335,2011,2011-2017,Zograf Readings,2011-05-25,Wednesday,history,colonial,Герасим Лебедев и британская элита колониальной Калькутты,герасим|лебедев|британский|элита|колониальный|калькутта,британский|герасим|калькутта|колониальный|лебедев|элита,герасим лебедев|лебедев британский|британский элита|элита колониальный|колониальный калькутта,True
PRES_cb03ffd1cc,2011,2011-2017,Zograf Readings,2011-05-25,Wednesday,history,vedic,Половозрастная стратификация общества в ведийских текстах,половозрастной|стратификация|общество|ведийский|текст,ведийский|общество|половозрастной|стратификация|текст,половозрастной стратификация|стратификация общество|общество ведийский|ведийский текст,True
PRES_d1ddc8c000,2011,2011-2017,Zograf Readings,2011-05-25,Wednesday,religion,classical,Следуя воле звезд: Индийская астрология и практика предсказаний стихийных бедствий,следовать|воля|звезда|индия|астрология|практика|предсказание|стихийный|бедствие,астрология|бедствие|воля|звезда|индия|практика|предсказание|следовать|стихийный,следовать воля|воля звезда|звезда индия|индия астрология|астрология практика|практика предсказание|предсказание стихийный|стихийный бедствие,True
PRES_d8c8a0e9b4,2011,2011-2017,Zograf Readings,2011-05-24,Tuesday,literature,classical,Драупади в Зале собрания (роль бога Дхармы),драупасть|зал|собрание|бог|дхарма,бог|драупасть|дхарма|зал|собрание,драупасть зал|зал собрание|собрание бог|бог дхарма,True
PRES_df563ac2ff,2011,2011-2017,Zograf Readings,2011-05-25,Wednesday,religion,classical,Проблема энергии в тантре,энергия|тантра,тантра|энергия,энергия тантра,True
PRES_e2d0ac8c94,2011,2011-2017,Zograf Readings,2011-05-23,Monday,linguistics,vedic,Категории описания священной речи в «Ригведапратишакхье»,категория|описание|священный|речь|ригведапратишакхья,категория|описание|речь|ригведапратишакхья|священный,категория описание|описание священный|священный речь|речь ригведапратишакхья,True
PRES_e7d3ba524e,2011,2011-2017,Zograf Readings,2011-05-24,Tuesday,religion,modern,RāmāyaNa’s Commentary Tradition in the Untouchable Rāmnāmī Community,,,,True
PRES_eaf7163393,2011,2011-2017,Zograf Readings,2011-05-24,Tuesday,literature,modern,Рабиндранат Тагор: уровни поэтического высказывания,рабиндранат|тагор|уровень|поэтический|высказывание,высказывание|поэтический|рабиндранат|тагор|уровень,рабиндранат тагор|тагор уровень|уровень поэтический|поэтический высказывание,True
PRES_ef02ed3c8e,2011,2011-2017,Zograf Readings,2011-05-25,Wednesday,art_archaeology,modern,Саттрия: рождение нового индийского классического танца в Ассаме Лаборатория «Театрика» (Москва – С.-Петербург). Видеоматериал по традиции чхоу,саттрия|рождение|новый|индия|классический|танец|ассам|лаборатория|театрик|москва|петербург|видеоматериал|традиция|чхоу,ассам|видеоматериал|индия|классический|лаборатория|москва|новый|петербург|рождение|саттрия|танец|театрик|традиция|чхоу,саттрия рождение|рождение новый|новый индия|индия классический|классический танец|танец ассам|ассам лаборатория|лаборатория театрик|театрик москва|москва петербург|петербург видеоматериал|видеоматериал традиция|традиция чхоу,True
PRES_f73706499b,2011,2011-2017,Zograf Readings,2011-05-25,Wednesday,history,colonial,"«Юные» в окружении царя Раджасинхи II—го (XVII век, Шри Ланка)",юный|окружение|царь|раджасинх|век|ланка,век|ланка|окружение|раджасинх|царь|юный,юный окружение|окружение царь|царь раджасинх|раджасинх век|век ланка,True
PRES_fb8b7f76bc,2011,2011-2017,Zograf Readings,2011-05-25,Wednesday,philosophy,modern,Другой в традиции индуизма и философии Бенгальского Возрождения: Опыт сопоставления,другой|традиция|индуизм|философия|бенгальский|возрождение|сопоставление,бенгальский|возрождение|другой|индуизм|сопоставление|традиция|философия,другой традиция|традиция индуизм|индуизм философия|философия бенгальский|бенгальский возрождение|возрождение сопоставление,True
PRES_fe38d39938,2011,2011-2017,Zograf Readings,2011-05-25,Wednesday,history,classical,Глава о надзирателе за архивом в «Артхашастре» Каутильи в контексте информации надписей времени Гуптов,глава|надзиратель|архив|артхашастр|каутилья|контекст|информация|надпись|время|гупт,артхашастр|архив|время|глава|гупт|информация|каутилья|контекст|надзиратель|надпись,глава надзиратель|надзиратель архив|архив артхашастр|артхашастр каутилья|каутилья контекст|контекст информация|информация надпись|надпись время|время гупт,True
PRES_05a25bcc84,2012,2011-2017,Roerich Readings,2012-12-09,Sunday,philosophy,classical,Непосредственное восприятие через слово. По «Веданта-парибхаше» Дхармараджи,непосредственный|восприятие|через|слово|веданта-парибхаш|дхармарадж,веданта-парибхаш|восприятие|дхармарадж|непосредственный|слово|через,непосредственный восприятие|восприятие через|через слово|слово веданта-парибхаш|веданта-парибхаш дхармарадж,True
PRES_1abd6d361e,2012,2011-2017,Roerich Readings,2012-12-09,Sunday,history,modern,Рерихи в Пекине в 1934—1935 гг,рерих|пекин,пекин|рерих,рерих пекин,True
PRES_1e1cbc95e7,2012,2011-2017,Roerich Readings,2012-12-09,Sunday,literature,modern,Бог и человек в поэзии Тагора. От «Иша-упанишады» до «Писем о России»,бог|человек|поэзия|тагор|иша-упанишад|письмо|россия,бог|иша-упанишад|письмо|поэзия|россия|тагор|человек,бог человек|человек поэзия|поэзия тагор|тагор иша-упанишад|иша-упанишад письмо|письмо россия,True
PRES_235b11e4e7,2012,2011-2017,Roerich Readings,2012-12-09,Sunday,tibetology,medieval,Летописный текст и феномен «изображение» в буддийской традиции Тибета,летописный|текст|изображение|буддизм|традиция|тибет,буддизм|изображение|летописный|текст|тибет|традиция,летописный текст|текст изображение|изображение буддизм|буддизм традиция|традиция тибет,True
PRES_2545b7a0c5,2012,2011-2017,Roerich Readings,2012-12-09,Sunday,art_archaeology,medieval,Танцовщица и покровитель: начни и расик восточных областей Индии. Контексты взаимоотношений,танцовщица|покровитель|начать|расик|восточный|область|индия|контекст|взаимоотношение,взаимоотношение|восточный|индия|контекст|начать|область|покровитель|расик|танцовщица,танцовщица покровитель|покровитель начать|начать расик|расик восточный|восточный область|область индия|индия контекст|контекст взаимоотношение,True
PRES_3c0208406b,2012,2011-2017,Roerich Readings,2012-12-09,Sunday,history,medieval,Актуализация информативной основы средневекового текста Центральной Азии в современном мире (на примере «Тарих-и Рашиди» Мирзы Хайдара Дуглата»),актуализация|информативный|основа|средневековый|текст|центральный|азия|современный|мир|тарих-и|рашидти|мирза|хайдар|дуглата,азия|актуализация|дуглата|информативный|мир|мирза|основа|рашидти|современный|средневековый|тарих-и|текст|хайдар|центральный,актуализация информативный|информативный основа|основа средневековый|средневековый текст|текст центральный|центральный азия|азия современный|современный мир|мир тарих-и|тарих-и рашидти|рашидти мирза|мирза хайдар|хайдар дуглата,True
PRES_3ddacc6fb6,2012,2011-2017,Roerich Readings,2012-12-09,Sunday,religion,medieval,Песенная техника проповеди Миры Баи: подступы к исследованию,песенный|техника|проповедь|мира_баи|подступ,мира_баи|песенный|подступ|проповедь|техника,песенный техника|техника проповедь|проповедь мира_баи|мира_баи подступ,True
PRES_3fe0ca1850,2012,2011-2017,Roerich Readings,2012-12-09,Sunday,philosophy,classical,Сновидение в древнеиндийских философских текстах,сновидение|древнеиндийский|философия|текст,древнеиндийский|сновидение|текст|философия,сновидение древнеиндийский|древнеиндийский философия|философия текст,True
PRES_42588a671c,2012,2011-2017,Roerich Readings,2012-12-09,Sunday,religion,modern,Ю. Рерих о роли буддизма в культурном единстве Азии,рерих|буддизм|культурный|единство|азия,азия|буддизм|единство|культурный|рерих,рерих буддизм|буддизм культурный|культурный единство|единство азия,True
PRES_517c404931,2012,2011-2017,Roerich Readings,2012-12-09,Sunday,history,medieval,Описание Индии в средневековых ирландских источниках,описание|индия|средневековый|ирландский|источник,индия|ирландский|источник|описание|средневековый,описание индия|индия средневековый|средневековый ирландский|ирландский источник,True
