series,term,early_df,late_df,early_title_share_pct,late_title_share_pct,log_odds_late_minus_early,z_score,trend
Zograf Readings,мотив,1,6,0.51,1.74,0.9093,1.004,late
Zograf Readings,рамаяна,2,8,1.03,2.32,0.6675,0.928,late
Zograf Readings,абхидхарма,0,3,0.0,0.87,1.3852,0.916,late
Zograf Readings,анна,0,3,0.0,0.87,1.3852,0.916,late
Zograf Readings,асанга,0,3,0.0,0.87,1.3852,0.916,late
Zograf Readings,вальмик,0,3,0.0,0.87,1.3852,0.916,late
Zograf Readings,вариант,0,3,0.0,0.87,1.3852,0.916,late
Zograf Readings,вода,0,3,0.0,0.87,1.3852,0.916,late
Zograf Readings,востоковед,0,3,0.0,0.87,1.3852,0.916,late
Zograf Readings,дипанкара,0,3,0.0,0.87,1.3852,0.916,late
Zograf Readings,дравидология,0,3,0.0,0.87,1.3852,0.916,late
Zograf Readings,западный,0,3,0.0,0.87,1.3852,0.916,late
Zograf Readings,индоевропейский,0,3,0.0,0.87,1.3852,0.916,late
Zograf Readings,инклюзивизм,0,3,0.0,0.87,1.3852,0.916,late
Zograf Readings,канонический,0,3,0.0,0.87,1.3852,0.916,late
Zograf Readings,когнитивный,0,3,0.0,0.87,1.3852,0.916,late
Zograf Readings,парибхаша,0,3,0.0,0.87,1.3852,0.916,late
Zograf Readings,письменность,0,3,0.0,0.87,1.3852,0.916,late
Zograf Readings,предание,0,3,0.0,0.87,1.3852,0.916,late
Zograf Readings,русский,0,3,0.0,0.87,1.3852,0.916,late
Zograf Readings,тантризм,0,3,0.0,0.87,1.3852,0.916,late
Zograf Readings,татьяна,0,3,0.0,0.87,1.3852,0.916,late
Zograf Readings,трактат,0,3,0.0,0.87,1.3852,0.916,late
Zograf Readings,труд,0,3,0.0,0.87,1.3852,0.916,late
Zograf Readings,храм,0,3,0.0,0.87,1.3852,0.916,late
Zograf Readings,художник,0,3,0.0,0.87,1.3852,0.916,late
Zograf Readings,бенгальский,7,8,3.59,2.32,-0.4573,-0.913,early
Zograf Readings,поэзия,9,11,4.62,3.19,-0.3932,-0.897,early
Zograf Readings,будда,4,4,2.05,1.16,-0.5785,-0.868,early
Zograf Readings,собрание,4,4,2.05,1.16,-0.5785,-0.868,early
Zograf Readings,коллекция,1,5,0.51,1.45,0.7393,0.803,late
Zograf Readings,лалитавистара,1,5,0.51,1.45,0.7393,0.803,late
Zograf Readings,прием,1,5,0.51,1.45,0.7393,0.803,late
Zograf Readings,теория,1,5,0.51,1.45,0.7393,0.803,late
Zograf Readings,терминология,1,5,0.51,1.45,0.7393,0.803,late
Zograf Readings,фольклор,1,5,0.51,1.45,0.7393,0.803,late
Zograf Readings,канон,3,3,1.54,0.87,-0.5762,-0.762,early
Zograf Readings,культура,3,3,1.54,0.87,-0.5762,-0.762,early
Zograf Readings,представление,3,3,1.54,0.87,-0.5762,-0.762,early
Zograf Readings,школа,3,3,1.54,0.87,-0.5762,-0.762,early
Zograf Readings,панини,2,7,1.03,2.03,0.5394,0.739,late
Zograf Readings,религия,2,7,1.03,2.03,0.5394,0.739,late
Zograf Readings,перевод,3,9,1.54,2.61,0.44,0.704,late
Zograf Readings,брахман,2,2,1.03,0.58,-0.5739,-0.642,early
Zograf Readings,британский,2,2,1.03,0.58,-0.5739,-0.642,early
Zograf Readings,время,2,2,1.03,0.58,-0.5739,-0.642,early
Zograf Readings,древний,2,2,1.03,0.58,-0.5739,-0.642,early
Zograf Readings,европейский,2,2,1.03,0.58,-0.5739,-0.642,early
Zograf Readings,колониальный,2,2,1.03,0.58,-0.5739,-0.642,early
Zograf Readings,мифология,2,2,1.03,0.58,-0.5739,-0.642,early
Zograf Readings,общество,2,2,1.03,0.58,-0.5739,-0.642,early
Zograf Readings,проза,2,2,1.03,0.58,-0.5739,-0.642,early
Zograf Readings,сутра,2,2,1.03,0.58,-0.5739,-0.642,early
Zograf Readings,форма,2,2,1.03,0.58,-0.5739,-0.642,early
Zograf Readings,формула,2,2,1.03,0.58,-0.5739,-0.642,early
Zograf Readings,бхагавадгита,1,4,0.51,1.16,0.5357,0.568,late
Zograf Readings,грамматика,1,4,0.51,1.16,0.5357,0.568,late
Zograf Readings,искусство,1,4,0.51,1.16,0.5357,0.568,late
Zograf Readings,книга,1,4,0.51,1.16,0.5357,0.568,late
Zograf Readings,маэ_ран,1,4,0.51,1.16,0.5357,0.568,late
Zograf Readings,обряд,1,4,0.51,1.16,0.5357,0.568,late
Zograf Readings,первый,1,4,0.51,1.16,0.5357,0.568,late
Zograf Readings,театр,1,4,0.51,1.16,0.5357,0.568,late
Zograf Readings,южный,1,4,0.51,1.16,0.5357,0.568,late
Zograf Readings,индуистский,2,6,1.03,1.74,0.3933,0.529,late
Zograf Readings,тагор,2,6,1.03,1.74,0.3933,0.529,late
Zograf Readings,новый,3,8,1.54,2.32,0.3258,0.513,late
Zograf Readings,сюжет,3,8,1.54,2.32,0.3258,0.513,late
Zograf Readings,древнеиндийский,5,7,2.56,2.03,-0.2647,-0.472,early
Zograf Readings,традиционный,5,7,2.56,2.03,-0.2647,-0.472,early
Zograf Readings,традиция,10,15,5.13,4.35,-0.1881,-0.471,early
Zograf Readings,бог,3,4,1.54,1.16,-0.3219,-0.452,early
Zograf Readings,два,3,4,1.54,1.16,-0.3219,-0.452,early
Zograf Readings,мир,3,4,1.54,1.16,-0.3219,-0.452,early
Zograf Readings,шанкара,3,4,1.54,1.16,-0.3219,-0.452,early
Zograf Readings,контекст,4,9,2.05,2.61,0.1835,0.321,late
Zograf Readings,ритуальный,3,7,1.54,2.03,0.1977,0.305,late
Zograf Readings,тантра,3,7,1.54,2.03,0.1977,0.305,late
Zograf Readings,эпос,2,5,1.03,1.45,0.2233,0.293,late
Zograf Readings,васубандх,1,3,0.51,0.87,0.2815,0.288,late
Zograf Readings,живой,1,3,0.51,0.87,0.2815,0.288,late
Zograf Readings,знание,1,3,0.51,0.87,0.2815,0.288,late
Zograf Readings,идея,1,3,0.51,0.87,0.2815,0.288,late
Zograf Readings,иконография,1,3,0.51,0.87,0.2815,0.288,late
Zograf Readings,категория,1,3,0.51,0.87,0.2815,0.288,late
Zograf Readings,лексика,1,3,0.51,0.87,0.2815,0.288,late
Zograf Readings,лингвистика,1,3,0.51,0.87,0.2815,0.288,late
Zograf Readings,мерварт,1,3,0.51,0.87,0.2815,0.288,late
Zograf Readings,мунда,1,3,0.51,0.87,0.2815,0.288,late
Zograf Readings,оберхаммер,1,3,0.51,0.87,0.2815,0.288,late
Zograf Readings,памятник,1,3,0.51,0.87,0.2815,0.288,late
Zograf Readings,почитание,1,3,0.51,0.87,0.2815,0.288,late
Zograf Readings,рушдить,1,3,0.51,0.87,0.2815,0.288,late
Zograf Readings,слово,1,3,0.51,0.87,0.2815,0.288,late
Zograf Readings,упанишад,1,3,0.51,0.87,0.2815,0.288,late
Zograf Readings,фонд,1,3,0.51,0.87,0.2815,0.288,late
Zograf Readings,абхинавагупта,2,3,1.03,0.87,-0.2345,-0.283,early
Zograf Readings,бенгалия,2,3,1.03,0.87,-0.2345,-0.283,early
Zograf Readings,игра,2,3,1.03,0.87,-0.2345,-0.283,early
Zograf Readings,классический,2,3,1.03,0.87,-0.2345,-0.283,early
Zograf Readings,махабхарат,2,3,1.03,0.87,-0.2345,-0.283,early
Zograf Readings,неварский,2,3,1.03,0.87,-0.2345,-0.283,early
Zograf Readings,непальский,2,3,1.03,0.87,-0.2345,-0.283,early
Zograf Readings,сказание,2,3,1.03,0.87,-0.2345,-0.283,early
Zograf Readings,сравнительный,2,3,1.03,0.87,-0.2345,-0.283,early
Zograf Readings,формирование,2,3,1.03,0.87,-0.2345,-0.283,early
Zograf Readings,шива,2,3,1.03,0.87,-0.2345,-0.283,early
Zograf Readings,санскрит,10,20,5.13,5.8,0.1067,0.281,late
Zograf Readings,буддизм,14,23,7.18,6.67,-0.092,-0.275,early
Zograf Readings,литература,8,13,4.1,3.77,-0.1102,-0.252,early
Zograf Readings,образ,6,10,3.08,2.9,-0.0917,-0.184,early
Zograf Readings,тамильский,6,10,3.08,2.9,-0.0917,-0.184,early
Zograf Readings,современный,6,12,3.08,3.48,0.0887,0.183,late
Zograf Readings,драма,3,5,1.54,1.45,-0.1183,-0.173,early
Zograf Readings,средневековый,3,5,1.54,1.45,-0.1183,-0.173,early
Zograf Readings,учение,5,10,2.56,2.9,0.0807,0.153,late
Zograf Readings,источник,4,7,2.05,2.03,-0.0588,-0.099,early
Zograf Readings,роман,4,7,2.05,2.03,-0.0588,-0.099,early
Zograf Readings,вакьяпадий,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,веданта,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,ведды,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,глаз,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,дхармакиртеть,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,культ,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,метафора,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,модель,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,натарадж,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,наука,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,непал,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,парадигма,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,произведение,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,рабиндранат,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,развитие,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,размер,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,раманудж,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,рельеф,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,речь,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,ригведа,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,священный,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,синтез,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,система,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,сказка,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,сознание,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,сотериологический,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,социальный,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,стихотворный,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,существование,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,схема,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,тантрический,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,третий,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,три,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,фольклорный,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,функция,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,центральный,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,шиваитский,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,эпистемология,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,эпический,1,2,0.51,0.58,-0.0579,-0.056,early
Zograf Readings,жизнь,2,4,1.03,1.16,0.0197,0.025,late
Zograf Readings,реконструкция,2,4,1.03,1.16,0.0197,0.025,late
Zograf Readings,семантика,2,4,1.03,1.16,0.0197,0.025,late
Roerich Readings,текст,18,16,14.52,6.93,-0.8192,-2.419,early
Roerich Readings,язык,12,8,9.68,3.46,-1.0721,-2.412,early
Roerich Readings,рамаяна,5,1,4.03,0.43,-1.9562,-2.124,early
Roerich Readings,сакральный,5,1,4.03,0.43,-1.9562,-2.124,early
Roerich Readings,изображение,6,3,4.84,1.3,-1.2757,-1.924,early
Roerich Readings,диалект,4,1,3.23,0.43,-1.7472,-1.853,early
Roerich Readings,танка,4,1,3.23,0.43,-1.7472,-1.853,early
Roerich Readings,буддизм,14,14,11.29,6.06,-0.6772,-1.823,early
Roerich Readings,кашмирский,3,0,2.42,0.0,-2.5906,-1.714,early
Roerich Readings,песня,3,0,2.42,0.0,-2.5906,-1.714,early
Roerich Readings,субъект,3,0,2.42,0.0,-2.5906,-1.714,early
Roerich Readings,литература,6,4,4.84,1.73,-1.02,-1.663,early
Roerich Readings,кабинет,4,2,3.23,0.87,-1.232,-1.562,early
Roerich Readings,концепция,3,1,2.42,0.43,-1.4876,-1.524,early
Roerich Readings,описание,3,1,2.42,0.43,-1.4876,-1.524,early
Roerich Readings,практика,3,1,2.42,0.43,-1.4876,-1.524,early
Roerich Readings,ритуальный,3,1,2.42,0.43,-1.4876,-1.524,early
Roerich Readings,санскрит,5,18,4.03,7.79,0.6327,1.303,late
Roerich Readings,перевод,4,3,3.23,1.3,-0.8912,-1.25,early
Roerich Readings,начало,0,5,0.0,2.16,1.7995,1.218,late
Roerich Readings,новый,0,5,0.0,2.16,1.7995,1.218,late
Roerich Readings,русский,0,5,0.0,2.16,1.7995,1.218,late
Roerich Readings,вастувидья,3,2,2.42,0.87,-0.9725,-1.174,early
Roerich Readings,ведийский,3,2,2.42,0.87,-0.9725,-1.174,early
Roerich Readings,могольский,3,2,2.42,0.87,-0.9725,-1.174,early
Roerich Readings,мотив,3,2,2.42,0.87,-0.9725,-1.174,early
Roerich Readings,бхакти,1,7,0.81,3.03,1.0118,1.131,late
Roerich Readings,антология,2,1,1.61,0.43,-1.143,-1.107,early
Roerich Readings,буддист,2,1,1.61,0.43,-1.143,-1.107,early
Roerich Readings,васубандх,2,1,1.61,0.43,-1.143,-1.107,early
Roerich Readings,война,2,1,1.61,0.43,-1.143,-1.107,early
Roerich Readings,воплощение,2,1,1.61,0.43,-1.143,-1.107,early
Roerich Readings,два,2,1,1.61,0.43,-1.143,-1.107,early
Roerich Readings,праджняпарамит,2,1,1.61,0.43,-1.143,-1.107,early
Roerich Readings,раннебуддийский,2,1,1.61,0.43,-1.143,-1.107,early
Roerich Readings,чтение,2,1,1.61,0.43,-1.143,-1.107,early
Roerich Readings,джатака,0,4,0.0,1.73,1.5944,1.07,late
Roerich Readings,идея,0,4,0.0,1.73,1.5944,1.07,late
Roerich Readings,имперский,0,4,0.0,1.73,1.5944,1.07,late
Roerich Readings,искусство,0,4,0.0,1.73,1.5944,1.07,late
Roerich Readings,классификация,0,4,0.0,1.73,1.5944,1.07,late
Roerich Readings,эпоха,0,4,0.0,1.73,1.5944,1.07,late
Roerich Readings,культура,2,9,1.61,3.9,0.7382,1.038,late
Roerich Readings,традиция,12,16,9.68,6.93,-0.3724,-0.993,early
Roerich Readings,монгольский,1,6,0.81,2.6,0.8643,0.954,late
Roerich Readings,религия,1,6,0.81,2.6,0.8643,0.954,late
Roerich Readings,китайский,4,4,3.23,1.73,-0.6355,-0.953,early
Roerich Readings,контекст,4,4,3.23,1.73,-0.6355,-0.953,early
Roerich Readings,собрание,4,4,3.23,1.73,-0.6355,-0.953,early
Roerich Readings,архитектура,0,3,0.0,1.3,1.3387,0.885,late
Roerich Readings,гималайский,0,3,0.0,1.3,1.3387,0.885,late
Roerich Readings,доклад,0,3,0.0,1.3,1.3387,0.885,late
Roerich Readings,замечание,0,3,0.0,1.3,1.3387,0.885,late
Roerich Readings,западный,0,3,0.0,1.3,1.3387,0.885,late
Roerich Readings,картина,0,3,0.0,1.3,1.3387,0.885,late
Roerich Readings,классический,0,3,0.0,1.3,1.3387,0.885,late
Roerich Readings,лалитавистара,0,3,0.0,1.3,1.3387,0.885,late
Roerich Readings,летопись,0,3,0.0,1.3,1.3387,0.885,late
Roerich Readings,минаев,0,3,0.0,1.3,1.3387,0.885,late
Roerich Readings,несколько,0,3,0.0,1.3,1.3387,0.885,late
Roerich Readings,отражение,0,3,0.0,1.3,1.3387,0.885,late
Roerich Readings,парадигма,0,3,0.0,1.3,1.3387,0.885,late
Roerich Readings,период,0,3,0.0,1.3,1.3387,0.885,late
Roerich Readings,поворот,0,3,0.0,1.3,1.3387,0.885,late
Roerich Readings,понятие,0,3,0.0,1.3,1.3387,0.885,late
Roerich Readings,путешествие,0,3,0.0,1.3,1.3387,0.885,late
Roerich Readings,рукопись,0,3,0.0,1.3,1.3387,0.885,late
Roerich Readings,тантрический,0,3,0.0,1.3,1.3387,0.885,late
Roerich Readings,формирование,0,3,0.0,1.3,1.3387,0.885,late
Roerich Readings,эволюция,0,3,0.0,1.3,1.3387,0.885,late
Roerich Readings,эпос,0,3,0.0,1.3,1.3387,0.885,late
Roerich Readings,южная_индия,0,3,0.0,1.3,1.3387,0.885,late
Roerich Readings,ранний,3,3,2.42,1.3,-0.6316,-0.836,early
Roerich Readings,тибет,7,9,5.65,3.9,-0.4021,-0.823,early
Roerich Readings,тамильский,5,6,4.03,2.6,-0.4679,-0.808,early
Roerich Readings,поэтический,1,5,0.81,2.16,0.6928,0.752,late
Roerich Readings,азия,2,2,1.61,0.87,-0.6278,-0.702,early
Roerich Readings,культурный,2,2,1.61,0.87,-0.6278,-0.702,early
Roerich Readings,между,2,2,1.61,0.87,-0.6278,-0.702,early
Roerich Readings,непал,2,2,1.61,0.87,-0.6278,-0.702,early
Roerich Readings,область,2,2,1.61,0.87,-0.6278,-0.702,early
Roerich Readings,поэма,2,2,1.61,0.87,-0.6278,-0.702,early
Roerich Readings,реконструкция,2,2,1.61,0.87,-0.6278,-0.702,early
Roerich Readings,сутра,2,2,1.61,0.87,-0.6278,-0.702,early
Roerich Readings,текстовый,2,2,1.61,0.87,-0.6278,-0.702,early
Roerich Readings,эпический,2,2,1.61,0.87,-0.6278,-0.702,early
Roerich Readings,японский,2,2,1.61,0.87,-0.6278,-0.702,early
Roerich Readings,индия,12,28,9.68,12.12,0.2315,0.682,late
Roerich Readings,канон,4,5,3.23,2.16,-0.4304,-0.677,early
Roerich Readings,рерих,4,5,3.23,2.16,-0.4304,-0.677,early
Roerich Readings,древнеиндийский,5,7,4.03,3.03,-0.3204,-0.571,early
Roerich Readings,драма,3,4,2.42,1.73,-0.3759,-0.527,early
Roerich Readings,трактат,3,4,2.42,1.73,-0.3759,-0.527,early
Roerich Readings,абхинавагупта,1,4,0.81,1.73,0.4877,0.517,late
Roerich Readings,представление,1,4,0.81,1.73,0.4877,0.517,late
Roerich Readings,происхождение,1,4,0.81,1.73,0.4877,0.517,late
Roerich Readings,священный,1,4,0.81,1.73,0.4877,0.517,late
Roerich Readings,шива,1,4,0.81,1.73,0.4877,0.517,late
Roerich Readings,история,6,9,4.84,3.9,-0.2505,-0.492,early
Roerich Readings,будда,4,6,3.23,2.6,-0.2589,-0.422,early
Roerich Readings,источник,4,6,3.23,2.6,-0.2589,-0.422,early
Roerich Readings,москва,2,3,1.61,1.3,-0.287,-0.347,early
Roerich Readings,обряд,2,3,1.61,1.3,-0.287,-0.347,early
Roerich Readings,семантика,2,3,1.61,1.3,-0.287,-0.347,early
Roerich Readings,теория,2,3,1.61,1.3,-0.287,-0.347,early
Roerich Readings,этимология,2,3,1.61,1.3,-0.287,-0.347,early
Roerich Readings,ив_ран,3,5,2.42,2.16,-0.1708,-0.25,early
Roerich Readings,храм,3,5,2.42,2.16,-0.1708,-0.25,early
Roerich Readings,время,1,3,0.81,1.3,0.232,0.238,late
Roerich Readings,джайнский,1,3,0.81,1.3,0.232,0.238,late
Roerich Readings,иконография,1,3,0.81,1.3,0.232,0.238,late
Roerich Readings,комментарий,1,3,0.81,1.3,0.232,0.238,late
Roerich Readings,натьяшастр,1,3,0.81,1.3,0.232,0.238,late
Roerich Readings,первый,1,3,0.81,1.3,0.232,0.238,late
Roerich Readings,принцип,1,3,0.81,1.3,0.232,0.238,late
Roerich Readings,скульптура,1,3,0.81,1.3,0.232,0.238,late
Roerich Readings,слово,1,3,0.81,1.3,0.232,0.238,late
Roerich Readings,смена,1,3,0.81,1.3,0.232,0.238,late
Roerich Readings,традиционный,1,3,0.81,1.3,0.232,0.238,late
Roerich Readings,центральный,1,3,0.81,1.3,0.232,0.238,late
Roerich Readings,япония,1,3,0.81,1.3,0.232,0.238,late
Roerich Readings,древний,4,9,3.23,3.9,0.1339,0.234,late
Roerich Readings,образ,4,9,3.23,3.9,0.1339,0.234,late
Roerich Readings,культ,3,7,2.42,3.03,0.1482,0.229,late
Roerich Readings,философия,3,7,2.42,3.03,0.1482,0.229,late
Roerich Readings,коллекция,2,5,1.61,2.16,0.1738,0.228,late
Roerich Readings,ритуал,2,5,1.61,2.16,0.1738,0.228,late
Roerich Readings,пураны,4,7,3.23,3.03,-0.1114,-0.187,early
Roerich Readings,пали,5,9,4.03,3.9,-0.0751,-0.14,early
Roerich Readings,поэзия,5,9,4.03,3.9,-0.0751,-0.14,early
Roerich Readings,средневековый,5,9,4.03,3.9,-0.0751,-0.14,early
Roerich Readings,артхашастр,1,2,0.81,0.87,-0.1088,-0.105,early
Roerich Readings,бог,1,2,0.81,0.87,-0.1088,-0.105,early
Roerich Readings,восточный,1,2,0.81,0.87,-0.1088,-0.105,early
Roerich Readings,датировка,1,2,0.81,0.87,-0.1088,-0.105,early
Roerich Readings,европейский,1,2,0.81,0.87,-0.1088,-0.105,early
Roerich Readings,жизнь,1,2,0.81,0.87,-0.1088,-0.105,early
Roerich Readings,зеркало,1,2,0.81,0.87,-0.1088,-0.105,early
Roerich Readings,игра,1,2,0.81,0.87,-0.1088,-0.105,early
Roerich Readings,код,1,2,0.81,0.87,-0.1088,-0.105,early
Roerich Readings,монастырь,1,2,0.81,0.87,-0.1088,-0.105,early
Roerich Readings,музыкальный,1,2,0.81,0.87,-0.1088,-0.105,early
Roerich Readings,надпись,1,2,0.81,0.87,-0.1088,-0.105,early
Roerich Readings,наука,1,2,0.81,0.87,-0.1088,-0.105,early
Roerich Readings,пещерный,1,2,0.81,0.87,-0.1088,-0.105,early
Roerich Readings,пространство,1,2,0.81,0.87,-0.1088,-0.105,early
Roerich Readings,речь,1,2,0.81,0.87,-0.1088,-0.105,early
Roerich Readings,символический,1,2,0.81,0.87,-0.1088,-0.105,early
Roerich Readings,система,1,2,0.81,0.87,-0.1088,-0.105,early
Roerich Readings,современный,1,2,0.81,0.87,-0.1088,-0.105,early
