person_id,total_talks,serialized_talks,serialization_pct,is_core_speaker
PERS_bc97fb65,6,0,0.0,yes
PERS_a84aedaa,6,0,0.0,yes
PERS_f19cd8a1,6,0,0.0,yes
PERS_9ad66151,6,0,0.0,yes
PERS_93e2effb,5,0,0.0,yes
PERS_0665f215,5,0,0.0,yes
PERS_22d87263,5,0,0.0,yes
PERS_088c4df7,5,1,20.0,yes
PERS_0c451d76,5,0,0.0,yes
PERS_dd7de77e,5,0,0.0,yes
PERS_f5b8b340,5,2,40.0,yes
PERS_92f293f8,5,0,0.0,yes
PERS_58b39545,5,0,0.0,yes
PERS_7eb0dc30,5,0,0.0,yes
PERS_c6bbcef3,5,0,0.0,yes
PERS_91b473b1,5,0,0.0,yes
PERS_7f908d49,4,0,0.0,no
PERS_5e2a5a5c,4,0,0.0,no
PERS_3c202afd,4,0,0.0,no
PERS_8108c314,4,0,0.0,no
PERS_06ee047f,4,0,0.0,no
PERS_554c138a,4,0,0.0,no
PERS_6e211759,4,0,0.0,no
PERS_3c7d41ac,4,0,0.0,no
PERS_db0a826b,4,0,0.0,no
PERS_45a76880,4,0,0.0,no
PERS_2a2e5602,4,0,0.0,no
PERS_ced3d7b4,3,0,0.0,no
PERS_b881461b,3,0,0.0,no
PERS_40375fef,3,0,0.0,no
PERS_4fff9d16,3,0,0.0,no
PERS_cb52ebc2,3,0,0.0,no
PERS_aebd34a2,3,1,33.3,no
PERS_69750b7c,3,0,0.0,no
PERS_28317057,3,1,33.3,no
PERS_f940c5b3,3,0,0.0,no
PERS_f56c5a7e,3,0,0.0,no
PERS_bcaec2d8,3,0,0.0,no
PERS_d218805b,3,0,0.0,no
PERS_ba81468a,3,0,0.0,no
PERS_6441d568,3,0,0.0,no
PERS_b2c121e9,3,1,33.3,no
PERS_8df3730a,3,0,0.0,no
PERS_01aafd44,3,0,0.0,no
PERS_0fd718a7,3,0,0.0,no
PERS_3d3b302d,3,0,0.0,no
PERS_50c46233,2,0,0.0,no
PERS_8df81b6d,2,0,0.0,no
PERS_10547db9,2,0,0.0,no
PERS_587b08ec,2,0,0.0,no
PERS_2c40b9b1,2,0,0.0,no
PERS_b76851a7,2,0,0.0,no
PERS_5f6fa17b,2,0,0.0,no
PERS_35c57654,2,0,0.0,no
PERS_9e9c9566,2,1,50.0,no
PERS_b62a9567,2,0,0.0,no
PERS_bf91d4b8,2,0,0.0,no
PERS_7da0afff,2,1,50.0,no
PERS_18fcab2a,2,0,0.0,no
PERS_d4c2cc5e,2,0,0.0,no
PERS_3074a8e5,2,0,0.0,no
PERS_6ae5c779,2,0,0.0,no
PERS_cdbd7a15,2,1,50.0,no
PERS_0a2e5f24,2,1,50.0,no
PERS_52d3f72c,2,0,0.0,no
PERS_e5a5ac24,2,0,0.0,no
PERS_cca8f93d,2,0,0.0,no
PERS_37d557c2,2,0,0.0,no
PERS_c31236d2,2,0,0.0,no
PERS_310b2911,2,0,0.0,no
PERS_2e00cb36,1,0,0.0,no
PERS_a0f3d86d,1,0,0.0,no
PERS_936e1165,1,0,0.0,no
PERS_bd77e495,1,0,0.0,no
PERS_e96139bd,1,0,0.0,no
PERS_92f41884,1,0,0.0,no
PERS_ce100d3f,1,0,0.0,no
PERS_f1a308b7,1,1,100.0,no
PERS_fc976255,1,0,0.0,no
PERS_9bf51055,1,0,0.0,no
PERS_3d4df70f,1,0,0.0,no
PERS_ee3448c3,1,0,0.0,no
PERS_9366fe2c,1,0,0.0,no
PERS_6b867946,1,0,0.0,no
PERS_fb73fb38,1,0,0.0,no
PERS_a1484b38,1,0,0.0,no
PERS_467d4dbb,1,0,0.0,no
PERS_26ce5ec1,1,0,0.0,no
PERS_856eb5c6,1,0,0.0,no
PERS_88e5311f,1,0,0.0,no
PERS_ecdfe667,1,0,0.0,no
PERS_e1d622e5,1,0,0.0,no
PERS_5bbfea37,1,0,0.0,no
PERS_180c5e5c,1,0,0.0,no
PERS_e4aab278,1,0,0.0,no
PERS_94f33410,1,0,0.0,no
PERS_6a165aa7,1,0,0.0,no
PERS_4a0de87e,1,0,0.0,no
PERS_2011b78d,1,0,0.0,no
PERS_7700f517,1,0,0.0,no
PERS_2095dc59,1,1,100.0,no
PERS_3195408b,1,0,0.0,no
PERS_47ad46f1,1,0,0.0,no
PERS_142b5c2b,1,0,0.0,no
PERS_51e0a171,1,0,0.0,no
PERS_de59a2bc,1,0,0.0,no
PERS_9ddf9210,1,0,0.0,no
PERS_44440578,1,0,0.0,no
PERS_51524b11,1,0,0.0,no
PERS_bdaaf440,1,0,0.0,no
PERS_874cbfb7,1,0,0.0,no
PERS_37bb2d43,1,0,0.0,no
PERS_ed83f502,1,0,0.0,no
PERS_3d22e8d4,1,0,0.0,no
PERS_42da4866,1,0,0.0,no
PERS_a8983673,1,0,0.0,no
PERS_d01427ca,1,0,0.0,no
PERS_dfaf6803,1,0,0.0,no
PERS_f1f2471d,1,0,0.0,no
PERS_26c3214a,1,0,0.0,no
PERS_f5a69b65,1,0,0.0,no
PERS_526da44f,1,0,0.0,no
PERS_96b8b195,1,0,0.0,no
PERS_30b54681,1,0,0.0,no
PERS_f619aeed,1,0,0.0,no
PERS_38c5f03f,1,0,0.0,no
PERS_cb967ae4,1,0,0.0,no
PERS_2c9b38ec,1,0,0.0,no
PERS_a638a4b3,1,0,0.0,no
PERS_35a30342,1,0,0.0,no
PERS_7d6f456c,1,0,0.0,no
PERS_07adc1e6,1,0,0.0,no
PERS_29607432,1,0,0.0,no
PERS_c2ffc606,1,0,0.0,no
PERS_168a3a8b,1,0,0.0,no
PERS_7efcddc6,1,0,0.0,no
PERS_4ebb20aa,1,0,0.0,no
PERS_6f89f9c1,1,0,0.0,no
PERS_fe03c926,1,0,0.0,no
PERS_34c0d384,1,0,0.0,no
PERS_f82b6a8e,1,0,0.0,no
PERS_1130c736,1,0,0.0,no
PERS_a901d460,1,0,0.0,no
PERS_147ab928,1,0,0.0,no
PERS_58e18506,1,0,0.0,no
PERS_23abae7d,1,0,0.0,no
PERS_05707a8e,1,0,0.0,no
PERS_cac87738,1,0,0.0,no
PERS_5f6689e8,1,0,0.0,no
PERS_b5dd77b1,1,0,0.0,no
PERS_40f75cf9,1,0,0.0,no
PERS_2b7ca933,1,0,0.0,no
PERS_e30ad8b7,1,0,0.0,no
PERS_900efc73,1,0,0.0,no
PERS_68270eaf,1,0,0.0,no
PERS_af811d47,1,0,0.0,no
PERS_3fd690ee,1,0,0.0,no
PERS_94aa5d0a,1,0,0.0,no
PERS_c582889e,1,0,0.0,no
PERS_5331196d,1,0,0.0,no
PERS_68e9019d,1,0,0.0,no
PERS_23f54085,1,0,0.0,no
PERS_00c3b0cc,1,0,0.0,no
PERS_2e2b9553,1,0,0.0,no
PERS_61de659d,1,0,0.0,no
PERS_3e38ff72,1,0,0.0,no
