network_type,source_author,target_author,topic,thread_count,evidence
co_participation,Paliath Narendran,cejka at praha1.ff.cuni.cz,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Paliath Narendran,Vidhyanath K. Rao,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Paliath Narendran,Sid Harth,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,J.B. Sharma,cejka at praha1.ff.cuni.cz,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,David Mellins,Nagaraj Paturi,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,David Mellins,John Brockington,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,David Mellins,Joanna Jurewicz,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,David Mellins,Girish Jha,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,David Mellins,Dániel Balogh,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Christian Ferstl,Stella Sandahl,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Christian Ferstl,John Brockington,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Christian Ferstl,Elliot Stern,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Christian Ferstl,David Mellins,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Andrew Ollett,John Brockington,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Andrew Ollett,Joanna Jurewicz,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,cejka at praha1.ff.cuni.cz,mhcrxlc at dir.mcc.ac.uk,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Elliot Stern,Stella Sandahl,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Elliot Stern,John Brockington,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Elliot Stern,Girish Jha,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Dániel Balogh,Stella Sandahl,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Dániel Balogh,John Brockington,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,David Mellins,Stella Sandahl,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,David Mellins,Roland Steiner,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Carlos Lopez,l.m.fosse at easteur-orient.uio.no,Bibliographic requests,1,authors appear in the same public archive threads
co_participation,jwoo at sas.upenn.edu,rrocher at sas.upenn.edu,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Vidhyanath K. Rao,cejka at praha1.ff.cuni.cz,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Srinivas Sunder,cejka at praha1.ff.cuni.cz,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Srinivas Sunder,Vidhyanath K. Rao,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Sid Harth,cejka at praha1.ff.cuni.cz,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Sid Harth,Vidhyanath K. Rao,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Sid Harth,Srinivas Sunder,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Geoffrey Samuel,Jonathan Duquette,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Geoffrey Samuel,James Hegarty,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Christophe Vielle,Jonathan Duquette,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,John Brockington,Walter Slaje,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,John Brockington,Stella Sandahl,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Joanna Jurewicz,Stella Sandahl,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Girish Jha,Stella Sandahl,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,J.B. Sharma,Sid Harth,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,J.B. Sharma,Paliath Narendran,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Anshuman Pandey,cejka at praha1.ff.cuni.cz,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Anshuman Pandey,Vidhyanath K. Rao,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Anshuman Pandey,Srinivas Sunder,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Anshuman Pandey,Sid Harth,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Anshuman Pandey,Paliath Narendran,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Anshuman Pandey,J.B. Sharma,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,cejka at praha1.ff.cuni.cz,s. kalyanaraman,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Aleix Ruiz Falqués,Christoph Emmrich,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Aleix Ruiz Falqués,"Brendan S. Gillon, Prof.",General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Olivelle, J P",Steve Farmer,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jonathan Duquette,"Witzel, Michael",General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jonathan Duquette,Steve Farmer,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jonathan Duquette,"Olivelle, J P",General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jonathan Duquette,Nagaraj Paturi,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Joanna Jurewicz,Jonathan Duquette,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,James Hegarty,"Witzel, Michael",General scholarly discussion,1,authors appear in the same public archive threads
co_participation,James Hegarty,Steve Farmer,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,James Hegarty,"Olivelle, J P",General scholarly discussion,1,authors appear in the same public archive threads
co_participation,James Hegarty,Jonathan Duquette,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,James Hegarty,Joanna Jurewicz,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Greg Bailey,"Witzel, Michael",General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Greg Bailey,Steve Farmer,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Greg Bailey,Jonathan Duquette,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Kellner,kellner at ue.ipc.hiroshima-u.ac.jp,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Kellner,Robin Kornman,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jim Hartzell,kellner at ue.ipc.hiroshima-u.ac.jp,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jim Hartzell,Kellner,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,David Magier,Kellner,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,s. kalyanaraman,vineet at bocaraton.ibm.com,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Robin Kornman,vineet at bocaraton.ibm.com,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jim Hartzell,vineet at bocaraton.ibm.com,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jim Hartzell,s. kalyanaraman,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Dominik Wujastyk,vineet at bocaraton.ibm.com,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Aleix Ruiz Falqués,Robert Zydenbos,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Aleix Ruiz Falqués,Oliver Fallon,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Aleix Ruiz Falqués,"Karttunen, Klaus J",General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Aleix Ruiz Falqués,Jesse Knutson,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Aleix Ruiz Falqués,Eli Franco,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Aleix Ruiz Falqués,Deven Patel,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Brendan S. Gillon, Prof.","Walser, Joseph",General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Brendan S. Gillon, Prof.",Robert Zydenbos,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Brendan S. Gillon, Prof.",Patricia Sauthoff,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Brendan S. Gillon, Prof.",Oliver Fallon,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Brendan S. Gillon, Prof.","Karttunen, Klaus J",General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Brendan S. Gillon, Prof.",Deven Patel,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Brendan S. Gillon, Prof.",Christoph Emmrich,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Aleix Ruiz Falqués,victor davella,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Aleix Ruiz Falqués,soni at staff.uni-marburg.de,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Aleix Ruiz Falqués,huet,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Aleix Ruiz Falqués,andra.kleb at gmail.com,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Aleix Ruiz Falqués,Will Sweetman,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Aleix Ruiz Falqués,Sven Sellmer,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,SILK at AC.GRIN.EDU,cejka at praha1.ff.cuni.cz,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Richard Salomon,cejka at praha1.ff.cuni.cz,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Robin Kornman,kellner at ue.ipc.hiroshima-u.ac.jp,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Christoph Emmrich,"Walser, Joseph",General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Christoph Emmrich,Sven Sellmer,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Christoph Emmrich,Robert Zydenbos,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Christoph Emmrich,Patricia Sauthoff,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Christoph Emmrich,Oliver Fallon,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Christoph Emmrich,"Karttunen, Klaus J",General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Christoph Emmrich,Jesse Knutson,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Christoph Emmrich,Jeffery Long,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Christoph Emmrich,James Hartzell,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Christoph Emmrich,Eli Franco,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Christoph Emmrich,Deven Patel,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Brendan S. Gillon, Prof.",victor davella,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Brendan S. Gillon, Prof.",soni at staff.uni-marburg.de,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Brendan S. Gillon, Prof.",huet,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Brendan S. Gillon, Prof.",andra.kleb at gmail.com,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Brendan S. Gillon, Prof.",Will Sweetman,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Deven Patel,Sven Sellmer,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Deven Patel,Robert Zydenbos,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Deven Patel,Patricia Sauthoff,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Deven Patel,Oliver Fallon,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Deven Patel,"Karttunen, Klaus J",General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Deven Patel,Jesse Knutson,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Deven Patel,Jeffery Long,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Deven Patel,James Hartzell,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Deven Patel,Eli Franco,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Christophe Vielle,Oliver Fallon,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Christophe Vielle,Deven Patel,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Christoph Emmrich,victor davella,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Christoph Emmrich,soni at staff.uni-marburg.de,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Christoph Emmrich,patrick mccartney,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Christoph Emmrich,andra.kleb at gmail.com,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Christoph Emmrich,Will Sweetman,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Pramit Bhasin,Richard Salomon,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Dominik Wujastyk,Sascha Mundstein,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Thomas Malten,pesch at indoger.unizh.ch,Announcements and events,1,authors appear in the same public archive threads
co_participation,Michael Shapiro,gor05,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jim Hartzell,hal_computer at earthlink.net,Veda and ritual,1,authors appear in the same public archive threads
co_participation,Anshuman Pandey,hal_computer at earthlink.net,Veda and ritual,1,authors appear in the same public archive threads
co_participation,S Jain,pslvax!sadhu at UCSD.EDU,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Eli Franco,Oliver Fallon,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Eli Franco,"Karttunen, Klaus J",General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Deven Patel,victor davella,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Deven Patel,soni at staff.uni-marburg.de,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Deven Patel,patrick mccartney,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Deven Patel,huet,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Deven Patel,andra.kleb at gmail.com,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Deven Patel,Will Sweetman,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Deven Patel,"Tieken, H.J.H.",General scholarly discussion,1,authors appear in the same public archive threads
co_participation,James Hartzell,huet,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,James Hartzell,"Walser, Joseph",General scholarly discussion,1,authors appear in the same public archive threads
co_participation,James Hartzell,"Tieken, H.J.H.",General scholarly discussion,1,authors appear in the same public archive threads
co_participation,James Hartzell,Patricia Sauthoff,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,James Hartzell,Oliver Fallon,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,James Hartzell,"Karttunen, Klaus J",General scholarly discussion,1,authors appear in the same public archive threads
co_participation,James Hartzell,Jesse Knutson,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Eli Franco,soni at staff.uni-marburg.de,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Eli Franco,andra.kleb at gmail.com,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Eli Franco,Will Sweetman,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Eli Franco,Sven Sellmer,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,John Brockington,Robin Kornman,Announcements and events,1,authors appear in the same public archive threads
co_participation,Sascha Mundstein,s. kalyanaraman,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Richard Salomon,Sascha Mundstein,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Pramit Bhasin,s. kalyanaraman,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Pramit Bhasin,Sascha Mundstein,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jonathan Silk,huet,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jesse Knutson,victor davella,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jesse Knutson,huet,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jesse Knutson,andra.kleb at gmail.com,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jesse Knutson,Will Sweetman,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jesse Knutson,"Walser, Joseph",General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jesse Knutson,Sven Sellmer,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jesse Knutson,Patricia Sauthoff,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jesse Knutson,Oliver Fallon,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jeffery Long,soni at staff.uni-marburg.de,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jeffery Long,huet,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jeffery Long,Will Sweetman,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jeffery Long,Sven Sellmer,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jeffery Long,Oliver Fallon,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jeffery Long,"Karttunen, Klaus J",General scholarly discussion,1,authors appear in the same public archive threads
co_participation,James Hartzell,patrick mccartney,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Oliver Fallon,Sven Sellmer,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Oliver Fallon,Robert Zydenbos,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Oliver Fallon,Patricia Sauthoff,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Madhav Deshpande,Will Sweetman,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Karttunen, Klaus J",victor davella,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Karttunen, Klaus J",soni at staff.uni-marburg.de,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Karttunen, Klaus J",patrick mccartney,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Karttunen, Klaus J",huet,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Karttunen, Klaus J",andra.kleb at gmail.com,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Karttunen, Klaus J","Walser, Joseph",General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Karttunen, Klaus J",Sven Sellmer,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Karttunen, Klaus J",Robert Zydenbos,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Karttunen, Klaus J",Patricia Sauthoff,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Karttunen, Klaus J",Oliver Fallon,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Karttunen, Klaus J",Madhav Deshpande,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jonathan Silk,soni at staff.uni-marburg.de,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Sven Sellmer,"Walser, Joseph",General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Sven Sellmer,"Tieken, H.J.H.",General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Robert Zydenbos,andra.kleb at gmail.com,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Robert Zydenbos,"Tieken, H.J.H.",General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Patricia Sauthoff,victor davella,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Patricia Sauthoff,soni at staff.uni-marburg.de,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Patricia Sauthoff,patrick mccartney,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Patricia Sauthoff,huet,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Patricia Sauthoff,andra.kleb at gmail.com,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Patricia Sauthoff,Will Sweetman,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Patricia Sauthoff,Sven Sellmer,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Oliver Fallon,soni at staff.uni-marburg.de,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Oliver Fallon,patrick mccartney,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Oliver Fallon,huet,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Oliver Fallon,Will Sweetman,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Oliver Fallon,"Walser, Joseph",General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Will Sweetman,soni at staff.uni-marburg.de,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Will Sweetman,patrick mccartney,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Will Sweetman,huet,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Will Sweetman,andra.kleb at gmail.com,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Walser, Joseph",victor davella,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Walser, Joseph",soni at staff.uni-marburg.de,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Walser, Joseph",patrick mccartney,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Walser, Joseph",huet,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Walser, Joseph",andra.kleb at gmail.com,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Walser, Joseph",Will Sweetman,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Tieken, H.J.H.",soni at staff.uni-marburg.de,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Tieken, H.J.H.",huet,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Tieken, H.J.H.",Will Sweetman,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Sven Sellmer,patrick mccartney,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Sven Sellmer,huet,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Sven Sellmer,Will Sweetman,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Robin Kornman,n.rao at rz.uni-sb.de,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,RABE at vaxd.sxu.edu,n.rao at rz.uni-sb.de,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,RABE at vaxd.sxu.edu,Robin Kornman,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jean-Luc.Chevillard at linguist.jussieu.fr,n.rao at rz.uni-sb.de,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jean-Luc.Chevillard at linguist.jussieu.fr,Robin Kornman,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jean-Luc.Chevillard at linguist.jussieu.fr,RABE at vaxd.sxu.edu,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,David Magier,n.rao at rz.uni-sb.de,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,David Magier,RABE at vaxd.sxu.edu,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,suresh at bocaraton.ibm.com,vidya at cco.caltech.edu,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,patrick mccartney,soni at staff.uni-marburg.de,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,huet,victor davella,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,huet,soni at staff.uni-marburg.de,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,andra.kleb at gmail.com,soni at staff.uni-marburg.de,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,andra.kleb at gmail.com,patrick mccartney,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,andra.kleb at gmail.com,huet,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Will Sweetman,victor davella,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Christian Ferstl,Dan Lusthaus,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Martin Straube,victor davella,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,John Lowe,victor davella,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,John Lowe,Matthew Kapstein,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Joanna Jurewicz,John Lowe,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Harry Spier,John Lowe,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Christophe Vielle,John Lowe,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Christian Ferstl,John Lowe,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Matthew Kapstein,rainer stuhrmann,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Jean-Luc Chevillard,rainer stuhrmann,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Hock, Hans Henrich",Krishnaprasad G,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Brendan S. Gillon, Prof.",Roland Steiner,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Mikael Aktor,rrocher at sas.upenn.edu,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,David Magier,rrocher at sas.upenn.edu,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,David Magier,Mikael Aktor,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,s. kalyanaraman,suresh at bocaraton.ibm.com,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,hal_computer at earthlink.net,mhcrxlc at dir.mcc.ac.uk,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,alfredo at sunny.mpimf-heidelberg.mpg.de,vidya at cco.caltech.edu,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,alfredo at sunny.mpimf-heidelberg.mpg.de,suresh at bocaraton.ibm.com,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,alfredo at sunny.mpimf-heidelberg.mpg.de,hal_computer at earthlink.net,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Srinivas Sunder,suresh at bocaraton.ibm.com,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Srinivas Sunder,mhcrxlc at dir.mcc.ac.uk,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Srinivas Sunder,hal_computer at earthlink.net,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Srinivas Sunder,alfredo at sunny.mpimf-heidelberg.mpg.de,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Richard Salomon,vidya at cco.caltech.edu,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Richard Salomon,suresh at bocaraton.ibm.com,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Alfred Hiltebeitel,Amba Kulkarni,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,"Witzel, Michael",andra.kleb at gmail.com,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Dominik Haas,andra.kleb at gmail.com,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Dominik Haas,"Witzel, Michael",General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Dominik Haas,Roland Steiner,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Christophe Vielle,Dominik Haas,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Amba Kulkarni,Joanna Jurewicz,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Amba Kulkarni,Girish Jha,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Amba Kulkarni,Dániel Balogh,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Amba Kulkarni,Christian Ferstl,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Alfred Hiltebeitel,Zoe Slatoff,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Alfred Hiltebeitel,Walter Slaje,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Alfred Hiltebeitel,Roland Steiner,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Alfred Hiltebeitel,Pramod Ranjan,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Alfred Hiltebeitel,Girish Jha,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Alfred Hiltebeitel,Dániel Balogh,General scholarly discussion,1,authors appear in the same public archive threads
co_participation,Alfred Hiltebeitel,Christian Ferstl,General scholarly discussion,1,authors appear in the same public archive threads
