thread_root_id,slug,year,month,thread_subject,message_count,author_count,primary_topic,authors
045964,2017-June,2017,6,Epigraphia Indica Vol. 39,2,1,General scholarly discussion,Fabrizio Ferrari
045966,2017-June,2017,6,Question regarding Ācāryaśāpa,12,7,General scholarly discussion,"Asko Parpola | Christophe Vielle | Heike Oberlin | Lubomír Ondračka | Madhav Deshpande | Olivelle, J P | Sudalaimuthu Palaniappan"
045967,2017-June,2017,6,"Sanskrit Position, Kathmandu University Centre for Buddhist Studies at Rangjung Yeshe Institute",1,1,Announcements and events,Ryan Damron
045968,2017-June,2017,6,{भारतीयविद्वत्परिषत्} Question regarding Ācāryaśāpa,2,2,General scholarly discussion,Asko Parpola | Nagaraj Paturi
045978,2017-June,2017,6,Ainslie Embree,1,1,General scholarly discussion,"Olivelle, J P"
045981,2017-June,2017,6,Issues with Sanskrit 2003 font,7,5,Digital resources and tools,"Dominik Wujastyk | Harry Spier | Madhav Deshpande | Olivelle, J P | Richard Mahoney | Indica et Buddhica"
045982,2017-June,2017,6,Pippalagrama of the Nikumbha king?,5,3,History and culture,Ashok Aklujkar | Madhav Deshpande | Martin Gansten
045984,2017-June,2017,6,Lingat article,2,1,General scholarly discussion,Donald R Davis
045986,2017-June,2017,6,PDF request (De Smet: The Theological Method of Śaṃkara),1,1,Bibliographic requests,Claude Newell-Lesslauer
045988,2017-June,2017,6,2018 World Sanskrit Conference Special Panel Proposals Due July 1,1,1,Announcements and events,Adheesh Sathaye
045996,2017-June,2017,6,Issues with Sanskrit 2003 font,3,2,Digital resources and tools,François Patte | Madhav Deshpande
045998,2017-June,2017,6,Kerala / Malayalam @ Tübingen in July / August 2017,1,1,General scholarly discussion,PD Dr. Heike Oberlin
046001,2017-June,2017,6,"Two positions, one PhD one post-doc: if you have a good candidate...",2,2,Announcements and events,Jonathan Silk | rrocher
046003,2017-June,2017,6,Pippalagrama of the Nikumbha king?,5,3,History and culture,Madhav Deshpande | Martin Gansten | Nagaraj Paturi
046009,2017-June,2017,6,Sarvadarśanasaṃgraha,4,3,General scholarly discussion,Allen Thrasher | Christophe Vielle | Johannes Bronkhorst
046012,2017-June,2017,6,Call For Papers: American Journal of Indic Studies,1,1,Announcements and events,George Cardona
046013,2017-June,2017,6,Mistake,1,1,General scholarly discussion,George Cardona
046014,2017-June,2017,6,A new Sanskrit Reader,13,10,General scholarly discussion,"Antonia Ruppel | Dagmar Wujastyk | Dominik Wujastyk | George Thompson | Hock, Hans Henrich | Jean-Michel Delire | Madhav Deshpande | Matthew Kapstein | Olivelle, J P | rrocher"
046021,2017-June,2017,6,A new Sanskrit Reader (Antonia Ruppel),2,2,General scholarly discussion,Herman Tull | Lavanya Vemsani
046024,2017-June,2017,6,Gommateshwara,2,2,General scholarly discussion,Andrew Ollett | Artur Karp
046025,2017-June,2017,6,"Major India event at Archive.org tomorrow, with live streaming",1,1,History and culture,Dominik Wujastyk
046031,2017-June,2017,6,My Sanskrit rendering of Goethe's poem on Shakuntala,9,6,General scholarly discussion,"Antonia Ruppel | Artur Karp | Jesse Knutson | Madhav Deshpande | Walter Slaje | Witzel, Michael"
046037,2017-June,2017,6,WSC2018,1,1,General scholarly discussion,François Patte
046042,2017-June,2017,6,Goethe,2,2,General scholarly discussion,Klaus Karttunen | Madhav Deshpande
046045,2017-June,2017,6,Andhra toponymy,6,3,General scholarly discussion,Arlo Griffiths | Dominik Wujastyk | Nagaraj Paturi
046046,2017-June,2017,6,kucchiroga / kukṣiroga,3,2,General scholarly discussion,David and Nancy Reigle | petra kieffer-puelz
046047,2017-June,2017,6,{भारतीयविद्वत्परिषत्} Re: Issues with Sanskrit 2003 font,3,2,Digital resources and tools,Dominik Wujastyk | Madhav Deshpande
046048,2017-June,2017,6,"Course ""Lived Sanskrit Cultures in Varanasi"" 19th Feb. to 16th Mar. 2018",1,1,Announcements and events,Jörg Gengnagel
046049,2017-June,2017,6,Sanskrit reader,12,7,General scholarly discussion,Antonia Ruppel | Antonio Ferreira-Jardim | Christophe Vielle | Dominik Wujastyk | Krishnaprasad G | Matthew Kapstein | patrick mccartney
046057,2017-June,2017,6,Bhaskara Brahmasutrabhasyam PDF,2,1,Bibliographic requests,Andrew Nicholson
046059,2017-June,2017,6,Sarvadarshan Samgraha,5,3,General scholarly discussion,Eli Franco | Matthew Kapstein | alakendu das
046060,2017-June,2017,6,BBC - Amish Tripathi: 'India's Tolkien' of Hindu mythology,1,1,History and culture,Elizabeth De Michelis
046061,2017-June,2017,6,Genetics Research and South Asian Pre-History,2,2,History and culture,"Sudalaimuthu Palaniappan | Witzel, Michael"
046063,2017-June,2017,6,Sanskrit Exhibition at Leiden,2,2,General scholarly discussion,"Clough, Bradley | Valerie Roebuck"
046066,2017-June,2017,6,"""How genetics is settling the Aryan migration debate""",3,3,General scholarly discussion,BG | Dean Michael Anderson | Dominik Wujastyk
046078,2017-June,2017,6,Journal Search,1,1,General scholarly discussion,Matthew Kapstein
046079,2017-June,2017,6,McCone article request,5,3,Bibliographic requests,Antonia Ruppel | Georges PINAULT | Jesse Knutson
046084,2017-June,2017,6,{भारतीयविद्वत्परिषत्} Re: Issues with Sanskrit 2003 font,1,1,Digital resources and tools,Dominik Wujastyk
046087,2017-June,2017,6,Abhijñānaśākuntala audio project,1,1,General scholarly discussion,McComas Taylor
046092,2017-June,2017,6,More Devanagari font samples,4,2,Digital resources and tools,Dominik Wujastyk | Madhav Deshpande
046095,2017-June,2017,6,translation query,2,2,Texts and philology,Matthew Kapstein | Z Y
046096,2017-June,2017,6,Warder Sanskrit Reader,17,8,General scholarly discussion,Ajay Rao | Antonia Ruppel | Antonio Ferreira-Jardim | David and Nancy Reigle | James Hegarty | Madhav Deshpande | Stella Sandahl | Valerie Roebuck
046109,2017-June,2017,6,"3. Warder Sanskrit Reader (James Hegarty) (Digest, Vol 53, Issue 21)",1,1,List administration,Gleb Sharygin
046111,2017-June,2017,6,Ślokavārttika,2,2,General scholarly discussion,"Dominik Wujastyk | Ram-Prasad, Chakravarthi"
046116,2017-June,2017,6,Mathematical Treasure: The Cambodian Zero,3,3,General scholarly discussion,Andrea Acri | Dominic Goodall | Dominik Wujastyk
046122,2017-June,2017,6,Release of Sanskrit Heritage Platform 3.0,2,2,General scholarly discussion,Dominik Wujastyk | Gérard Huet
046125,2017-June,2017,6,"Conf: ""Women and Power in Indian Tradition: Royalty, Renunciation, and Matriliny, "" Sept. 16, Dallas, TX",1,1,General scholarly discussion,"Lindquist, Steven"
046126,2017-June,2017,6,McGill University: Faculty Lecturer in Sanskrit (2-year position),1,1,Announcements and events,"Andrea Marion Pinkney, Prof"
046127,2017-June,2017,6,Dissertation of Margaret Trawick Egnor,4,3,General scholarly discussion,Asko Parpola | Herman Tull | Vitus Angermeier
046130,2017-June,2017,6,Patanjali in the Puranas?,1,1,General scholarly discussion,Christophe Vielle
046131,2017-June,2017,6,Trisvabhāvanirdeśa,1,1,General scholarly discussion,David and Nancy Reigle
046132,2017-June,2017,6,Sanskrit Readers: overview,29,18,General scholarly discussion,"Aleksandar Uskokov | Antonia Ruppel | Asko Parpola | BG | Buchta, David | Christophe Vielle | Erik Reenberg Sand | George Thompson | Georges PINAULT | Harry Spier | Herman Tull | Jan Filipský | Jesse Knutson | Klaus Karttunen | Matthew Kapstein | Rembert Lutjeharms | rrocher | tatiana.oranskaia"
046138,2017-June,2017,6,Dowry Murder: The Imperial Origins of a Cuttural Crime,2,2,General scholarly discussion,Howard Resnick | Matthew Kapstein
046139,2017-June,2017,6,article wanted,2,1,General scholarly discussion,John Brockington
046158,2017-June,2017,6,Help,2,2,General scholarly discussion,"Jesse Knutson | Olivelle, J P"
046159,2017-June,2017,6,"FINAL REMINDER: WSC2018 Special Panel Proposals Due July 1, 2018",1,1,General scholarly discussion,Adheesh Sathaye
046161,2017-June,2017,6,Sanskrit flash cards or lists of vocabulary to build a database?,5,5,Digital resources and tools,Adheesh Sathaye | Antonia Ruppel | Dean Michael Anderson | Kathleen Marie Longwaters | Walter Slaje
046164,2017-June,2017,6,MR Kale biodata,7,4,General scholarly discussion,Ashok Aklujkar | Jesse Knutson | Klaus Karttunen | Mrinal Kaul
046169,2017-June,2017,6,Goan-Konkani devanagari,4,4,General scholarly discussion,Allen Thrasher | Artur Karp | John Peterson | Matthew Kapstein
046175,2017-June,2017,6,Help with identification of an apparent grammatical sūtra,1,1,Grammar and linguistics,"Buchta, David"
046178,2017-June,2017,6,article in Jahrbücher für wissenschaftliche Kritik 1831.1,1,1,General scholarly discussion,rrocher
046186,2017-June,2017,6,"World Sanskrit Conference 2018, Special Call for Papers: Computational Sanskrit and Digital Humanities",1,1,Announcements and events,Adheesh Sathaye
046187,2017-June,2017,6,"Clarification on Panel Proposal Deadline, World Sanskrit Conference 2018",1,1,Announcements and events,Adheesh Sathaye
046188,2017-June,2017,6,Sanskrit idiom question,7,3,General scholarly discussion,Ashok Aklujkar | Balogh Dániel | Martin Gansten
046194,2017-June,2017,6,"'Kālidāsa: Date, Life and Works"" by V.V. Mirashi",3,2,General scholarly discussion,Madhav Deshpande | Mrinal Kaul
046197,2017-June,2017,6,Query,3,3,General scholarly discussion,"Christophe Vielle | Herman Tull | Olivelle, J P"
046200,2017-June,2017,6,DLI website status?,1,1,Digital resources and tools,Paul Hackett
046205,2017-June,2017,6,"New journal: ""South Asian Intellectual History""",1,1,History and culture,Andrew Ollett
046206,2017-June,2017,6,"Question on the word ""purapati""",2,2,General scholarly discussion,Lubomír Ondračka | luther obrock
046208,2017-July,2017,7,Sanskrit flash cards or lists of vocabulary to build a database?,5,3,Digital resources and tools,"Dean Michael Anderson | Hock, Hans Henrich | Walter Slaje"
046209,2017-July,2017,7,"Question on the word ""purapati""",2,2,General scholarly discussion,Walter Slaje | luther obrock
046212,2017-July,2017,7,chinese translation of Nāgārjuna's Prajñāmūlaśāstraṭīkā,4,3,Texts and philology,"Jonathan Silk | Matthew Kapstein | Tieken, H.J.H."
046215,2017-July,2017,7,prakrit kaḍa-patta,1,1,Buddhism and Jainism,Rolf Heinrich Koch
046220,2017-July,2017,7,Bridget Allchin,1,1,General scholarly discussion,"Tieken, H.J.H."
046221,2017-July,2017,7,Sarvadarshan Samgraha,1,1,General scholarly discussion,alakendu das
046222,2017-July,2017,7,article in Jahrbücher für wissenschaftliche Kritik 1831.1,1,1,General scholarly discussion,rrocher
046223,2017-July,2017,7,"Errors in Tamil Script Learners Manual of UT, Austin",2,1,General scholarly discussion,Sudalaimuthu Palaniappan
046225,2017-July,2017,7,query,1,1,General scholarly discussion,Matthew Kapstein
046226,2017-July,2017,7,request: Śṛṅgāratilaka traditionally ascribed to Kālidāsa,1,1,Bibliographic requests,Jesse Knutson
046227,2017-July,2017,7,SRK - Dharmakirti,2,2,General scholarly discussion,Hartmut Buescher | mkapstei
046229,2017-July,2017,7,Śṛṅgāratilaka,1,1,General scholarly discussion,Jesse Knutson
046230,2017-July,2017,7,BEFEO 102,1,1,General scholarly discussion,Arlo Griffiths
046231,2017-July,2017,7,Sanskrit Readers: compiled list,5,4,General scholarly discussion,Antonia Ruppel | Krishnaprasad G | Stella Sandahl | rrocher
046234,2017-July,2017,7,Madanaketucarita,1,1,General scholarly discussion,David Pierdominici
046236,2017-July,2017,7,Wackernagel: Nominalsuffixe,1,1,General scholarly discussion,hellwig7 at gmx.de
046237,2017-July,2017,7,Wackernagel + thanks,1,1,General scholarly discussion,hellwig7 at gmx.de
046238,2017-July,2017,7,GRETIL update #482,1,1,Digital resources and tools,"Mehner, Maximilian | GRETIL"
046239,2017-July,2017,7,question regarding Sanskrit Gana,6,5,General scholarly discussion,"Eric Gurevitch | Geoffrey Samuel | Harry Spier | Olivelle, J P | Thomas Kintaert"
046243,2017-July,2017,7,Dates of Shāh Shujāʿ,1,1,General scholarly discussion,Martin Gansten
046245,2017-July,2017,7,Article Copies,3,3,General scholarly discussion,"Loriliai Biernacki | Madhav Deshpande | Olivelle, J P"
046248,2017-July,2017,7,Hypermetrical upajāti,4,2,General scholarly discussion,Bill Mak | Seishi Karashima
046252,2017-July,2017,7,DLI website status?,1,1,Digital resources and tools,Dominik Wujastyk
046253,2017-July,2017,7,"New journal: ""South Asian Intellectual History""",4,3,History and culture,Andrew Ollett | Audrey Truschke | Dominik Wujastyk
046254,2017-July,2017,7,Ayur Veda Question,3,3,Veda and ritual,Eric Gurevitch | Greg Bailey | Kathleen Marie Longwaters
046257,2017-July,2017,7,Sampradāya Kalpadruma,1,1,General scholarly discussion,Santosh Gokhale
046258,2017-July,2017,7,Date of Publication,1,1,General scholarly discussion,Jarosław Zapart
046260,2017-July,2017,7,Buddhism and removal of dirt,5,2,General scholarly discussion,Artur Karp | Christopher Handy
046265,2017-July,2017,7,PDF request,1,1,Bibliographic requests,Isabelle Ratie
046266,2017-July,2017,7,LORD BUDDHA AND SRI LANAK,1,1,General scholarly discussion,alakendu das
046267,2017-July,2017,7,LORD BUDDH AND SRI LANKA,1,1,Buddhism and Jainism,alakendu das
046269,2017-July,2017,7,Kṛṣṇa / Śukla YV,1,1,General scholarly discussion,CHRISTOPHER GIBBONS
046270,2017-July,2017,7,List,1,1,General scholarly discussion,R. P. Jain
046271,2017-July,2017,7,email id of Prof. Raffaele Torella,1,1,General scholarly discussion,Hartmut Buescher
046272,2017-July,2017,7,"Images of a rakshasa, vetala or similar",4,2,General scholarly discussion,Dagmar Wujastyk | Nagaraj Paturi
046275,2017-July,2017,7,Kṛṣṇa / Śukla YV,8,7,General scholarly discussion,"CHRISTOPHER GIBBONS | Harry Spier | James Hartzell | Lubomír Ondračka | Madhav Deshpande | Walter Slaje | Witzel, Michael"
046277,2017-July,2017,7,Szemerényi article,3,2,General scholarly discussion,Marco Franceschini | Robert Leach
046284,2017-July,2017,7,article request,1,1,Bibliographic requests,Vanessa Sasson
046287,2017-July,2017,7,BHAMATI,2,1,General scholarly discussion,alakendu das
046288,2017-July,2017,7,change of address,1,1,General scholarly discussion,Madhav Deshpande
046290,2017-July,2017,7,article found,1,1,General scholarly discussion,Vanessa Sasson
046291,2017-July,2017,7,Kamasutra,2,2,General scholarly discussion,Dominik Wujastyk | Kenneth Gregory Zysk
046292,2017-July,2017,7,archaeological survey of western India vol 5- Naneghat Inscription,2,2,Manuscripts and epigraphy,Andrew Ollett | Dr. Rupali Mokashi
046295,2017-July,2017,7,BHAMATI,6,4,General scholarly discussion,"Adheesh Sathaye | Matthew Kapstein | Tieken, H.J.H. | alakendu das"
046298,2017-July,2017,7,conference announcement,1,1,Announcements and events,Dagmar Wujastyk
046299,2017-July,2017,7,André Padoux,7,5,General scholarly discussion,Isabelle Ratie | Jan E.M. Houben | Lyne Bansat-Boudon | Matthew Kapstein | Raffaele Torella
046301,2017-July,2017,7,"31.7. – 4.8.2017, Tübingen University: Cultural diversity of Kerala",1,1,General scholarly discussion,PD Dr. Heike Oberlin
046304,2017-July,2017,7,Govt. Panchagavya investigation,1,1,General scholarly discussion,Dominik Wujastyk
046308,2017-July,2017,7,Help locating two Sanskrit scholars (c. 1750),1,1,General scholarly discussion,Samuel Wright
046312,2017-July,2017,7,(no subject),1,1,General scholarly discussion,R. P. Jain
046316,2017-July,2017,7,The Mythology of Brahma / Greg Bailey.,4,4,General scholarly discussion,Dominik Wujastyk | Jean-Luc Chevillard | R. P. Jain | Stella Sandahl
046319,2017-July,2017,7,"Patañjali's Vyākaraṇa-Mahābhāṣya, Āhnikas 1-3",2,2,Grammar and linguistics,Madhav Deshpande | Martin Gluckman
046321,2017-July,2017,7,Oxford Workshop: The Building of Vrndavana (2-3 September),1,1,Announcements and events,Rembert Lutjeharms
046322,2017-July,2017,7,Kṛtyacintāmaṇi,1,1,General scholarly discussion,Fabrizio Ferrari
046323,2017-July,2017,7,Vasavadatta Manuscript Details from NCC at Oxford,3,2,Manuscripts and epigraphy,Camillo Formigatti | Krishnaprasad G
046324,2017-July,2017,7,New publications by Michel Angot,1,1,General scholarly discussion,Elizabeth De Michelis
046325,2017-July,2017,7,"24th conference of the European Association for South Asian Archaeology and Art (Naples, July 6-8, 2018)",1,1,Announcements and events,Florinda De Simini
046326,2017-July,2017,7,"Applications invited for Research Professorship ""Digital and Computational Humanities applied to Ancient Writing"" (EPHE, Paris)",1,1,Digital resources and tools,Jan E.M. Houben
046329,2017-July,2017,7,URL for Śikṣā literature,1,1,General scholarly discussion,Madhav Deshpande
046330,2017-July,2017,7,Digitization of Rare books at the BORI,3,2,General scholarly discussion,Dominik Wujastyk | Madhav Deshpande
