source_author,target_author,confidence,weight
Alberto Pelissero,Claudine Picron,thread_inferred,1
Madhav Deshpande,lgriff at po-box.mcgill.ca,thread_inferred,1
Madhav Deshpande,mail07464 at pop.net,thread_inferred,1
Madhav Deshpande,mbroo at abo.fi,exact_in_reply_to,1
Madhav Deshpande,mgansten at sbbs.se,thread_inferred,1
Madhav Deshpande,mhcrxlc at dir.mcc.ac.uk,thread_inferred,1
Alberto Pelissero,Dean Anderson,thread_inferred,1
Madhav Deshpande,nas_ng at lms420.jsc.nasa.gov,thread_inferred,1
Madhav Deshpande,palaniappa at aol.com,exact_in_reply_to,1
Alberto Pelissero,Gabriela Nik. Ilieva,thread_inferred,1
Alberto Pelissero,John Smith,thread_inferred,1
Madhav Deshpande,rrocher,exact_in_reply_to,1
Madhav Deshpande,rrocher at sas.upenn.edu,thread_inferred,1
Madhav Deshpande,tatiana.oranskaia,exact_in_reply_to,1
Alberto Pelissero,K. S. Arjunwadkar,thread_inferred,1
Madhav Deshpande,thompson at jlc.net,thread_inferred,1
Alberto Pelissero,Patrick Olivelle,thread_inferred,1
Madhav Deshpande,wfsands at mum.edu,thread_inferred,1
Alberto Pelissero,Rasik Vihari Joshi Tripathi,thread_inferred,1
Madhav Deshpande,x kiepue,exact_in_reply_to,1
Madhav Deshpande,zydenbos at flevoland.xs4all.nl,thread_inferred,1
Alec McAllister,Anshuman Pandey,thread_inferred,1
Madhav M. Deshpande,Fred Smith,thread_inferred,1
Alec McAllister,David Magier,thread_inferred,1
Madhav M. Deshpande,George Thompson,thread_inferred,1
Madhav M. Deshpande,John C. Huntington,thread_inferred,1
Madhav M. Deshpande,Madhav Deshpande,thread_inferred,1
Madhav M. Deshpande,Richard B Mahoney,thread_inferred,1
Alec McAllister,Dominik Wujastyk,thread_inferred,1
Magnone Paolo,Arnaud Fournet,exact_in_reply_to,1
"Mahadevan, Thennilapuram",Arlo Griffiths,thread_inferred,1
"Mahadevan, Thennilapuram",Gary Tubb,thread_inferred,1
"Mahadevan, Thennilapuram",George Thompson,thread_inferred,1
Alec McAllister,J. Kingston Cowart,thread_inferred,1
"Mahadevan, Thennilapuram",Michael Witzel,thread_inferred,1
"Mahadevan, Thennilapuram",Richard Salomon,thread_inferred,1
"Mahadevan, Thennilapuram",Robert Goldman,thread_inferred,1
"Mahadevan, Thennilapuram",Stella Sandahl,thread_inferred,1
Alec McAllister,Jan.Dvorak at ff.cuni.cz,thread_inferred,1
Mahendra Jain,Prasad Velusamy,thread_inferred,1
Mahendra Kumar Mishra,Benjamin Fleming,thread_inferred,1
Mahendra Kumar Mishra,David Magier,thread_inferred,1
Mahendra Kumar Mishra,"Deshpande, Madhav",thread_inferred,1
Mahendra Kumar Mishra,Esther Bloch,thread_inferred,1
Mahendra Kumar Mishra,George Hart,thread_inferred,1
Alec McAllister,Peter D Banos,thread_inferred,1
Mahendra Kumar Mishra,Girish Jha,thread_inferred,1
Mahendra Kumar Mishra,"Gruenendahl, Reinhold",thread_inferred,1
Mahendra Kumar Mishra,Harsha Dehejia,thread_inferred,1
Alec McAllister,S Jain,thread_inferred,1
Mahendra Kumar Mishra,Kengo Harimoto,thread_inferred,1
Mahendra Kumar Mishra,McComas Taylor,thread_inferred,1
Mahendra Kumar Mishra,Pankaj Jain,thread_inferred,1
Mahendra Kumar Mishra,Rasik Vihari Joshi Tripathi,thread_inferred,1
Aleix Ruiz Falqués,Aleix Ruiz Falqués,exact_in_reply_to,1
Aleix Ruiz Falqués,Antonia Ruppel,exact_in_reply_to,1
Aleix Ruiz Falqués,Antonio Ferreira-Jardim,exact_in_reply_to,1
Mahendra Kumar Mishra,Veeranarayana Pandurangi,thread_inferred,1
Mahendra Verma,Mahendra Verma,thread_inferred,1
Mahendra Verma,S. Kalyanaraman,thread_inferred,1
Mahendra Verma,marcinl at hum.amu.edu.pl,thread_inferred,1
Mahendra Verma,thompson at jlc.net,thread_inferred,1
Mahes Raj Pant,Allen W Thrasher,thread_inferred,1
Mahes Raj Pant,Dominik Wujastyk,thread_inferred,1
Mahes Raj Pant,Elliot M. Stern,thread_inferred,1
Aleix Ruiz Falqués,Audrey Truschke,exact_in_reply_to,1
Mahes Raj Pant,John C. Huntington,thread_inferred,1
Aleix Ruiz Falqués,Christoph Emmrich,exact_in_reply_to,1
Aleix Ruiz Falqués,"Clarke, Shayne",exact_in_reply_to,1
Mahes Raj Pant,Richard Salomon,thread_inferred,1
Mahesh,Lance Nelson,thread_inferred,1
Mahesh,Mahesh,thread_inferred,1
Maheswaran Nair,Alexandra Vandergeer,thread_inferred,1
Maheswaran Nair,Alfred Collins,thread_inferred,1
Aleix Ruiz Falqués,Jon Skarpeid,exact_in_reply_to,1
Aleix Ruiz Falqués,Madhav Deshpande,exact_in_reply_to,1
Maheswaran Nair,Axel Michaels,thread_inferred,1
Maheswaran Nair,Christophe Vielle,thread_inferred,1
Maheswaran Nair,David Fiordalis,thread_inferred,1
Maheswaran Nair,"Deshpande, Madhav",thread_inferred,1
Aleix Ruiz Falqués,Malcolm Keating,exact_in_reply_to,1
Maheswaran Nair,Ferenc Ruzsa,thread_inferred,1
Maheswaran Nair,George Hart,thread_inferred,1
Maheswaran Nair,George Thompson,thread_inferred,1
Maheswaran Nair,Harsha Dehejia,thread_inferred,1
Aleix Ruiz Falqués,Nagaraj Paturi,exact_in_reply_to,1
Maheswaran Nair,Jonathan Edelmann,thread_inferred,1
Maheswaran Nair,Julia Leslie,thread_inferred,1
Maheswaran Nair,Madhav Deshpande,thread_inferred,1
Maheswaran Nair,Maheswaran Nair,thread_inferred,1
Maheswaran Nair,McComas Taylor,thread_inferred,1
Aleix Ruiz Falqués,Shihong Zhao,exact_in_reply_to,1
Maheswaran Nair,Ute Huesken,thread_inferred,1
Aleix Ruiz Falqués,"Tieken, H.J.H. (Herman)",exact_in_reply_to,1
Maheswaran Nair,Whitney Cox,thread_inferred,1
Aleix Ruiz Falqués,patrick mccartney,exact_in_reply_to,1
Maheswaran Nair,rajam,thread_inferred,1
Mahinda Palihawadana,Nobumi Iyanaga,thread_inferred,1
Mahinda Palihawadana,Steve Farmer,thread_inferred,1
"Mahoney, Richard B",Birgit Kellner,thread_inferred,1
"Mahoney, Richard B",nanda chandran,thread_inferred,1
"Mahoney, Richard B.",Timothy C. Cahill,thread_inferred,1
"Mahony, Bill",Archana Venkatesan,exact_in_reply_to,1
"Mahony, Bill",Asko Parpola,thread_inferred,1
"Mahony, Bill",Madhav Deshpande,exact_in_reply_to,1
"Mahony, Bill","Witzel, Michael",exact_in_reply_to,1
Mak P Makielan,Georg von Simson,thread_inferred,1
Makoto FUSHIMI,Narahari Achar,thread_inferred,1
Malay K. Bagchi,Dominik Wujastyk,thread_inferred,1
Malcolm Keating,Audrey Truschke,thread_inferred,1
Malcolm Keating,"Lubin, Tim",exact_in_reply_to,1
Malcolm Keating,Madhav Deshpande,exact_in_reply_to,1
Aleix Ruiz-Falqués,Arlo Griffiths,exact_in_reply_to,1
Aleix Ruiz-Falqués,"Tieken, H.J.H. (Herman)",exact_in_reply_to,1
Malgorzata Wielinska-Soltwedel,Andrew Ollett,exact_in_reply_to,1
Malgorzata Wielinska-Soltwedel,Dominik Wujastyk,exact_in_reply_to,1
Malhar Arvind Kulkarni,"Brendan S. Gillon, Prof.",exact_in_reply_to,1
Malhar Arvind Kulkarni,Dhaval Patel,exact_in_reply_to,1
Malhar Arvind Kulkarni,Dhaval Patel,thread_inferred,1
Malhar Arvind Kulkarni,Dominik Wujastyk,thread_inferred,1
Malhar Arvind Kulkarni,George Cardona,exact_in_reply_to,1
Malhar Arvind Kulkarni,Jan E.M. Houben,exact_in_reply_to,1
Malhar Arvind Kulkarni,Michael Hahn,exact_in_reply_to,1
Malhar Arvind Kulkarni,"Rastelli, Marion",thread_inferred,1
Malhar Kulkarni,KORN Agnes,exact_in_reply_to,1
Malhar Kulkarni,KORN Agnes,references_chain,1
Malhar Kulkarni,Malhar Kulkarni,thread_inferred,1
Malhar Kulkarni,Matthew Kapstein,exact_in_reply_to,1
Malhar Kulkarni,Valerie Roebuck,exact_in_reply_to,1
Mandakranta Bose,A.Raman at massey.ac.nz,thread_inferred,1
Mandakranta Bose,Dominik Wujastyk,thread_inferred,1
Mandakranta Bose,Frank Conlon,thread_inferred,1
Mandakranta Bose,Inst. Of Asian Cultures,thread_inferred,1
Aleksandar Uskokov,Antonia Ruppel,exact_in_reply_to,1
Mandakranta Bose,Lance Nelson,thread_inferred,1
Mandakranta Bose,Venkatraman Iyer,thread_inferred,1
Mandakranta Bose,WILLIAM G WALL,thread_inferred,1
Mandakranta Bose,aklujkar at unixg.ubc.ca,thread_inferred,1
Mandakranta Bose,jacob.baltuch at euronet.be,thread_inferred,1
Mandakranta Bose,nas_ng at lms420.jsc.nasa.gov,thread_inferred,1
Mandakranta Bose,seanhud at europa.com,thread_inferred,1
Mandakranta Bose,svagah at sb.su.se,thread_inferred,1
Mani Varadarajan,AmitaSarin at aol.com,thread_inferred,1
Mani Varadarajan,Anand Nayak,thread_inferred,1
Mani Varadarajan,Ashish Chandra,thread_inferred,1
Aleksandar Uskokov,Audrey Truschke,exact_in_reply_to,1
Aleksandar Uskokov,Danilov Dmitry,exact_in_reply_to,1
Mani Varadarajan,Dominik Wujastyk,thread_inferred,1
Mani Varadarajan,Elliot Stern,thread_inferred,1
Aleksandar Uskokov,Dominik Wujastyk,exact_in_reply_to,1
Mani Varadarajan,Harry Spier,thread_inferred,1
Mani Varadarajan,Katja Hofmann,thread_inferred,1
Aleksandar Uskokov,"Gruenendahl, Reinhold",exact_in_reply_to,1
Aleksandar Uskokov,HR,exact_in_reply_to,1
Aleksandar Uskokov,Harry Spier,exact_in_reply_to,1
Aleksandar Uskokov,Harsha Dehejia,exact_in_reply_to,1
Mani Varadarajan,Narayan S. Raja,thread_inferred,1
Mani Varadarajan,Nicholas Bedworth,thread_inferred,1
Mani Varadarajan,Partha Banerjee,thread_inferred,1
Mani Varadarajan,Peter J. Claus,thread_inferred,1
Mani Varadarajan,Richard Barz,thread_inferred,1
Mani Varadarajan,Robert Zydenbos,thread_inferred,1
Mani Varadarajan,S Krishna,thread_inferred,1
Mani Varadarajan,Shrinivas Tilak,thread_inferred,1
Aleksandar Uskokov,"Hock, Hans Henrich",exact_in_reply_to,1
Mani Varadarajan,Swaminathan Madhuresan,thread_inferred,1
Mani Varadarajan,Velu at relhist.uu.se,thread_inferred,1
Mani Varadarajan,Venkatraman Iyer,thread_inferred,1
Aleksandar Uskokov,James Hegarty,exact_in_reply_to,1
Mani Varadarajan,l.m.fosse at easteur-orient.uio.no,thread_inferred,1
Mani Varadarajan,n.rao at rz.uni-sb.de,thread_inferred,1
Aleksandar Uskokov,"Lindquist, Steven",exact_in_reply_to,1
Mani Varadarajan,thrapp at helios.nosc.mil,thread_inferred,1
Maniambalam Arasu,Venkatraman Iyer,thread_inferred,1
Manish Rajan Walvekar,Dominik Wujastyk,exact_in_reply_to,1
Manish Rajan Walvekar,Evgeniya Desnitskaya,exact_in_reply_to,1
Manish Rajan Walvekar,Lubomír Ondračka,exact_in_reply_to,1
Manish Rajan Walvekar,Madhav Deshpande,exact_in_reply_to,1
Aleksandar Uskokov,Madhav Deshpande,exact_in_reply_to,1
Manish Rajan Walvekar,Oliver Hellwig,exact_in_reply_to,1
Manisha Singal,Francois Quiviger,thread_inferred,1
Manisha Singal,Jim Hartzell,thread_inferred,1
Manoj Kumar Mishra,Ruth Laila Schmidt,thread_inferred,1
"Manring, Rebecca",Axel Michaels,thread_inferred,1
"Manring, Rebecca",Frank Conlon,thread_inferred,1
"Manring, Rebecca",Hans Henrich Hock,thread_inferred,1
"Manring, Rebecca",Jan E.M. Houben,thread_inferred,1
"Manring, Rebecca",Pankaj Jain,thread_inferred,1
"Manring, Rebecca",Timothy C. Cahill,thread_inferred,1
Mantra Corporation,l.m.fosse at easteur-orient.uio.no,thread_inferred,1
Mantra Corporation,raja at galileo.IFA.Hawaii.Edu,thread_inferred,1
Manu Francis,Alessandro Battistini,exact_in_reply_to,1
Manu Francis,Andrew Ollett,exact_in_reply_to,1
Manu Francis,Antonia Ruppel,exact_in_reply_to,1
Manu Francis,Artur Karp,exact_in_reply_to,1
Manu Francis,Bill Mak,exact_in_reply_to,1
Manu Francis,Bill Mak,thread_inferred,1
Aleksandar Uskokov,Nagaraj Paturi,exact_in_reply_to,1
Manu Francis,Dominik Wujastyk,exact_in_reply_to,1
Manu Francis,Dominik Wujastyk,thread_inferred,1
Manu Francis,Donald R Davis,exact_in_reply_to,1
Aleksandar Uskokov,Paolo Magnone,exact_in_reply_to,1
Aleksandar Uskokov,"Tieken, H.J.H.",exact_in_reply_to,1
Aleksandar Uskokov,Tyler Williams,exact_in_reply_to,1
Manu Francis,Jean-Michel Delire,thread_inferred,1
Aleksandar Uskokov,hellwig7 at gmx.de,exact_in_reply_to,1
Aleksandar Uskokov,patrick mccartney,exact_in_reply_to,1
Manu Francis,Jürgen Neuss,exact_in_reply_to,1
Aleksandra Restifo,Greg Bailey,exact_in_reply_to,1
Manu Francis,Kenneth Zysk,thread_inferred,1
Manu Francis,"Lubin, Tim",exact_in_reply_to,1
Aleksandre Yellizariev,tat at quel.stu.neva.ru,thread_inferred,1
Ales Petrocchi,Donald R Davis,exact_in_reply_to,1
Ales Petrocchi,Patrick Olivelle,exact_in_reply_to,1
Manu Francis,Martin Gansten,exact_in_reply_to,1
Ales Petrocchi,"Tieken, H.J.H.",exact_in_reply_to,1
Alessandra Petrocchi,Jesse Knutson,exact_in_reply_to,1
Manu Francis,Nathan McGovern,exact_in_reply_to,1
Manu Francis,Omar Abu Dbei,exact_in_reply_to,1
Manu Francis,Peter Wyzlic,thread_inferred,1
Manu Francis,R. P. Jain,exact_in_reply_to,1
Manu Francis,Rajam Ramamurti,exact_in_reply_to,1
Manu Francis,Samuel Wright,exact_in_reply_to,1
Manu Francis,Satyanad Kichenassamy,exact_in_reply_to,1
Manu Francis,Sudalaimuthu Palaniappan,exact_in_reply_to,1
Alessandro Battistini,Andrey Klebanov,exact_in_reply_to,1
Alessandro Battistini,Arlo Griffiths,exact_in_reply_to,1
Manu Francis,"Tieken, H.J.H. (Herman)",exact_in_reply_to,1
Manu Francis,Tyler Neill,exact_in_reply_to,1
Manu Francis,"Walser, Joseph",exact_in_reply_to,1
Manu Francis,"Witzel, Michael",exact_in_reply_to,1
Manu Francis,dermot at grevatt.force9.co.uk,exact_in_reply_to,1
Manu Francis,diwakar acharya,exact_in_reply_to,1
Alessandro Battistini,Camillo Formigatti,exact_in_reply_to,1
Manu Francis,patrick mccartney,exact_in_reply_to,1
Manu Francis,petra kieffer-Pülz,exact_in_reply_to,1
Manu Francis,rajam,exact_in_reply_to,1
Manu Francis,rrocher,exact_in_reply_to,1
Alessandro Battistini,Christophe Vielle,exact_in_reply_to,1
Maran Kathirchelvan,Rajarshi Banerjee,thread_inferred,1
Alessandro Battistini,George Thompson,exact_in_reply_to,1
Marcis Gasuns,John Brockington,exact_in_reply_to,1
Marco Ferrante,Christophe Vielle,exact_in_reply_to,1
Marco Ferrante,Dominik Wujastyk,thread_inferred,1
Marco Ferrante,Lyne Bansat-Boudon,exact_in_reply_to,1
Marco Franceschini,Alessandro Battistini,exact_in_reply_to,1
Marco Franceschini,Andrew Ollett,exact_in_reply_to,1
Marco Franceschini,Arlo Griffiths,exact_in_reply_to,1
Marco Franceschini,Ashok Aklujkar,exact_in_reply_to,1
Marco Franceschini,Audrey Truschke,exact_in_reply_to,1
Marco Franceschini,Birgit Kellner,exact_in_reply_to,1
Marco Franceschini,Charles DiSimone,exact_in_reply_to,1
Alessandro Battistini,Justin Fifield,exact_in_reply_to,1
Alessandro Battistini,Walter Slaje,exact_in_reply_to,1
Marco Franceschini,Dan Lusthaus,exact_in_reply_to,1
Marco Franceschini,Dominic Goodall,thread_inferred,1
Alessandro Battistini,alakendu das,thread_inferred,1
Marco Franceschini,Finn Moore Gerety,exact_in_reply_to,1
Marco Franceschini,Harry Spier,exact_in_reply_to,1
Marco Franceschini,Herman Tull,thread_inferred,1
Marco Franceschini,James Hegarty,exact_in_reply_to,1
Marco Franceschini,Jean-Luc Chevillard,exact_in_reply_to,1
Alex Passi,Adheesh Sathaye,thread_inferred,1
Marco Franceschini,KORN Agnes,thread_inferred,1
Marco Franceschini,Kenneth Gregory Zysk,exact_in_reply_to,1
Marco Franceschini,Kenneth Johnson,exact_in_reply_to,1
Marco Franceschini,Lubomír Ondračka,exact_in_reply_to,1
Alex Passi,Ashok Aklujkar,thread_inferred,1
Alex Passi,"Deshpande, Madhav",thread_inferred,1
Marco Franceschini,Marco Franceschini,references_chain,1
Marco Franceschini,Marco Franceschini,thread_inferred,1
Marco Franceschini,Martin Straube,exact_in_reply_to,1
Alex Passi,Lance Nelson,thread_inferred,1
Marco Franceschini,McComas Taylor,exact_in_reply_to,1
Marco Franceschini,Michael Slouber,exact_in_reply_to,1
Marco Franceschini,Nagaraj Paturi,exact_in_reply_to,1
Marco Franceschini,Nityanand Misra,exact_in_reply_to,1
Marco Franceschini,Patrick Olivelle,thread_inferred,1
Marco Franceschini,Peter Scharf,exact_in_reply_to,1
Marco Franceschini,Philipp Maas,exact_in_reply_to,1
Marco Franceschini,Péter-Dániel Szántó,exact_in_reply_to,1
Marco Franceschini,Robert Leach,exact_in_reply_to,1
Marco Franceschini,Roland Steiner,thread_inferred,1
Marco Franceschini,Rupert Gethin,exact_in_reply_to,1
Marco Franceschini,"Shaw, Julia",exact_in_reply_to,1
Marco Franceschini,"Tieken, H.J.H.",exact_in_reply_to,1
Marco Franceschini,"Tieken, H.J.H. (Herman)",exact_in_reply_to,1
Marco Franceschini,Tyler Williams,exact_in_reply_to,1
Marco Franceschini,Vitus Angermeier,exact_in_reply_to,1
Marco Franceschini,asko.parpola at helsinki.fi,exact_in_reply_to,1
Marco Franceschini,gthomgt at COMCAST.NET,thread_inferred,1
Mariana Caixeiro,ARB,thread_inferred,1
Alex Passi,Matthew Kapstein,thread_inferred,1
Alex Passi,Patrick Olivelle,thread_inferred,1
Mariana Caixeiro,Dr Aloka Parasher-Sen,thread_inferred,1
Mariana Caixeiro,Edeltraud Harzer Clear,thread_inferred,1
Mariana Caixeiro,John A Grimes,thread_inferred,1
Mariana Caixeiro,John Smith,thread_inferred,1
Alex Passi,Richard Gombrich,thread_inferred,1
Mariana Caixeiro,Mariana Caixeiro,thread_inferred,1
Alex Passi,Walter Slaje,thread_inferred,1
Mariana Caixeiro,Rolf Heinrich Koch,thread_inferred,1
Mariana Caixeiro,Vidyasankar Sundaresan,thread_inferred,1
Marianna Kropf,Juergen Neuss,thread_inferred,1
Marianna Kropf,"Raven, E.M.",thread_inferred,1
Marianna Kropf,Sree Chaitanya Gaudiya Math,thread_inferred,1
Marie Genevieve Guesdon,Kristen Anne Hardy,thread_inferred,1
Alex Passi,humanidades India,thread_inferred,1
Alex Watson,Alfred Collins,thread_inferred,1
Marie-Hélène Gorisse,Matthew Kapstein,exact_in_reply_to,1
Marie-Hélène Gorisse,Patricia Sauthoff,exact_in_reply_to,1
Marilyn L. Sarelas,george9252,thread_inferred,1
Marion Rastelli,Marion Rastelli,thread_inferred,1
Marion Rastelli,Peter Flugel,thread_inferred,1
Marion Rastelli,Vielle Christophe,thread_inferred,1
Alex Watson,Andrew Ollett,exact_in_reply_to,1
Mark Allon,Andrew Ollett,exact_in_reply_to,1
Mark Allon,Antonia Ruppel,exact_in_reply_to,1
Alex Watson,Artur Karp,thread_inferred,1
Mark Allon,Bindu Bhatt,thread_inferred,1
Mark Allon,Charles DiSimone,exact_in_reply_to,1
Mark Allon,DIEGO LOUKOTA SANCLEMENTE,exact_in_reply_to,1
Mark Allon,"Deshpande, Madhav",thread_inferred,1
Mark Allon,Dominik Wujastyk,exact_in_reply_to,1
Mark Allon,James Hartzell,exact_in_reply_to,1
Mark Allon,Jonathan Silk,thread_inferred,1
Mark Allon,Kenneth Gregory Zysk,exact_in_reply_to,1
Mark Allon,Lars Martin Fosse,thread_inferred,1
Mark Allon,Madhav Deshpande,exact_in_reply_to,1
Alex Watson,Dan Lusthaus,exact_in_reply_to,1
Alex Watson,Dean Michael Anderson,exact_in_reply_to,1
Mark Allon,Michael Hahn,thread_inferred,1
Alex Watson,Dominik Wujastyk,thread_inferred,1
Mark Allon,Peter Scharf,thread_inferred,1
Mark Allon,Peter Wyzlic,thread_inferred,1
Mark Allon,Richard G Salomon,thread_inferred,1
Mark Allon,Rolf Heiner Koch,thread_inferred,1
Alex Watson,Eli Franco,exact_in_reply_to,1
Mark Allon,Stefan Baums,thread_inferred,1
Mark Allon,Whitney Cox,thread_inferred,1
Mark Allon,jkirk,thread_inferred,1
Mark F. Tritsch,Emil HERSAK,thread_inferred,1
Alex Watson,Elliot M. Stern,thread_inferred,1
Mark F. Tritsch,GANESANS at cl.uh.edu,thread_inferred,1
Mark F. Tritsch,Narayan S. Raja,thread_inferred,1
Mark F. Tritsch,SStephen,thread_inferred,1
Mark F. Tritsch,mani at srirangam.esd.sgi.com,thread_inferred,1
Mark Froelich,Allen W Thrasher,thread_inferred,1
Mark Froelich,Rustam Masalewala,thread_inferred,1
Mark McClish,Arlo Griffiths,exact_in_reply_to,1
Mark McClish,Ashok Aklujkar,exact_in_reply_to,1
Mark McClish,Christophe Vielle,exact_in_reply_to,1
Mark McClish,Dean Michael Anderson,exact_in_reply_to,1
Mark McClish,Deven Patel,exact_in_reply_to,1
Mark McClish,Mark McClish,exact_in_reply_to,1
Alex Watson,Ferenc Ruzsa,thread_inferred,1
Mark McClish,Niranjan Saha,exact_in_reply_to,1
Mark McClish,Raffaele Torella,exact_in_reply_to,1
Mark McClish,Roland Steiner,exact_in_reply_to,1
Mark McClish,Rolf Heinrich Koch,exact_in_reply_to,1
Mark McLaughlin,Finnian Moore-Gerety,exact_in_reply_to,1
Mark McLaughlin,Lucy May Constantini,exact_in_reply_to,1
Alex Watson,Harry Spier,thread_inferred,1
Mark McLaughlin,Mark McLaughlin,thread_inferred,1
Mark McLaughlin,Matthew Kapstein,exact_in_reply_to,1
Mark Phillips,Koenraad Elst,thread_inferred,1
Mark Singleton,Dipak Durgamohan Bhattacharya,exact_in_reply_to,1
Mark Singleton,Herman Tull,thread_inferred,1
Mark Singleton,Johannes Bronkhorst,exact_in_reply_to,1
Mark Singleton,Jonathan Edelmann,exact_in_reply_to,1
Mark Singleton,Michael Slouber,exact_in_reply_to,1
Alex Watson,Howard Resnick,exact_in_reply_to,1
Martin Bemmann,Dominik Wujastyk,thread_inferred,1
Martin Bemmann,Jaap Pranger,thread_inferred,1
Martin Bemmann,John Smith,thread_inferred,1
Martin Bemmann,Jonathan Silk,thread_inferred,1
Martin Bemmann,Lars Martin Fosse,thread_inferred,1
Martin Bemmann,Richard D. Saran,thread_inferred,1
Alex Watson,Jan Kučera,exact_in_reply_to,1
Martin Bemmann,Sn. Subrahmanya,thread_inferred,1
Alex Watson,Karin.Preisendanz,exact_in_reply_to,1
Alex Watson,McComas Taylor,exact_in_reply_to,1
Martin Delhey,Narayan R.Joshi,thread_inferred,1
Martin Delhey,Richard B Mahoney,thread_inferred,1
Martin Delhey,Sara McClintock,thread_inferred,1
Martin Delhey,rohan.oberoi at CORNELL.EDU,thread_inferred,1
Alex Watson,Nagaraj Paturi,thread_inferred,1
Martin Gansten,APPLETON Naomi,exact_in_reply_to,1
Martin Gansten,Ajit Gargeshwari,exact_in_reply_to,1
Martin Gansten,Alex Watson,exact_in_reply_to,1
Martin Gansten,Alfred Collins,thread_inferred,1
Alex Watson,"Nemec, John William (jwn3y)",exact_in_reply_to,1
Martin Gansten,Andrew Nicholson,exact_in_reply_to,1
Martin Gansten,Andrew Ollett,exact_in_reply_to,1
Alex Watson,Ołena Łucyszyna,exact_in_reply_to,1
Alex Watson,Periannan Chandrasekaran,thread_inferred,1
Alex Watson,"Professor Pankaj Jain पंकज जैन, Ph.D.",exact_in_reply_to,1
Martin Gansten,Asko Parpola,exact_in_reply_to,1
Martin Gansten,Avinash Sathaye,thread_inferred,1
Alex Watson,Toke Knudsen,thread_inferred,1
Alex Watson,"Uskokov, Aleksandar",exact_in_reply_to,1
Alex Watson,alakendu das,thread_inferred,1
Alexander A. Stolyarov,Whitney Cox,thread_inferred,1
Alexander Stolyarov,Alexander Stolyarov,thread_inferred,1
Martin Gansten,Charles DiSimone,exact_in_reply_to,1
Martin Gansten,Christian Ferstl,exact_in_reply_to,1
Alexander Stolyarov,Dominik Wujastyk,exact_in_reply_to,1
Martin Gansten,Christopher Wallis,exact_in_reply_to,1
Martin Gansten,Dagmar Wujastyk,exact_in_reply_to,1
Alexander Stolyarov,Jonathan Silk,thread_inferred,1
Martin Gansten,Daniel Stender,thread_inferred,1
Martin Gansten,David Magier,thread_inferred,1
Martin Gansten,David and Nancy Reigle,exact_in_reply_to,1
Alexander Stolyarov,Nataliya Yanchevskaya,exact_in_reply_to,1
Alexander v. Rospatt,Frits Staal,thread_inferred,1
Alexander von Rospatt,Harsha Dehejia,exact_in_reply_to,1
Alexander von Rospatt,Matthew Kapstein,exact_in_reply_to,1
Alexander von Rospatt,Peter Wyzlic,thread_inferred,1
Martin Gansten,Dr. Chlodwig H. Werba,exact_in_reply_to,1
Martin Gansten,Dániel Balogh,exact_in_reply_to,1
Alexandra Vandergeer,JKirkpatrick,thread_inferred,1
Martin Gansten,Eli Franco,exact_in_reply_to,1
Martin Gansten,Frits Staal,thread_inferred,1
Martin Gansten,Gary Tubb,thread_inferred,1
Martin Gansten,Georg von Simson,thread_inferred,1
Martin Gansten,George Thompson,exact_in_reply_to,1
Martin Gansten,George Thompson,thread_inferred,1
Martin Gansten,Gleb Sharygin,exact_in_reply_to,1
Martin Gansten,Haridas C,thread_inferred,1
Alexandra Vandergeer,Jan Houben,thread_inferred,1
Martin Gansten,Harry Spier,thread_inferred,1
Martin Gansten,Harsha Dehejia,exact_in_reply_to,1
Martin Gansten,"Hock, Hans Henrich",exact_in_reply_to,1
Martin Gansten,James Hartzell,thread_inferred,1
Martin Gansten,James Hegarty,exact_in_reply_to,1
Alexandra Vandergeer,Peter Scharf,thread_inferred,1
Martin Gansten,Jean Fezas,thread_inferred,1
Martin Gansten,Jean-Luc Chevillard,exact_in_reply_to,1
Martin Gansten,Jeffery Long,exact_in_reply_to,1
Martin Gansten,Jessie Pons,exact_in_reply_to,1
Alexandra Vandergeer,Veeranarayana Pandurangi,thread_inferred,1
Martin Gansten,Joseph Walser,thread_inferred,1
Martin Gansten,K S Arjunwadkar,thread_inferred,1
Martin Gansten,Kenneth Zysk,thread_inferred,1
Martin Gansten,L. Suresh Kumar-LSK,thread_inferred,1
Martin Gansten,"Lubin, Tim",thread_inferred,1
Alexandra Vandergeer,mkapstei at UCHICAGO.EDU,thread_inferred,1
Alexandra van der Geer,George Hart,thread_inferred,1
Martin Gansten,Madhav Deshpande,thread_inferred,1
Alexandre V. Elizariev,Alexandre V. Elizariev,thread_inferred,1
Alexandre V. Elizariev,Elliot Stern,thread_inferred,1
Martin Gansten,Martin Gluckman,exact_in_reply_to,1
Martin Gansten,Mathieu Latapy,thread_inferred,1
Alexandre V. Elizariev,Juergen Neuss,thread_inferred,1
Alf Hiltebeitel,Chris Beetle,thread_inferred,1
Martin Gansten,McComas Taylor,thread_inferred,1
Martin Gansten,Michael Witzel,exact_in_reply_to,1
Martin Gansten,Michael Witzel,thread_inferred,1
Alf Hiltebeitel,Harry Falk,thread_inferred,1
Alf Hiltebeitel,Jonathan Silk,thread_inferred,1
Martin Gansten,N. Ganesan,thread_inferred,1
Alf Hiltebeitel,"Kambhampaty, Krishna",thread_inferred,1
Alf Hiltebeitel,Lance Nelson,thread_inferred,1
