source_author,target_author,confidence,weight
Birgit Kellner,Satya Upadhya,thread_inferred,7
Nagaraj Paturi,Jan E.M. Houben,exact_in_reply_to,7
Nagaraj Paturi,Jan E.M. Houben,thread_inferred,7
Valerie Roebuck,Matthew Kapstein,exact_in_reply_to,7
Roland Steiner,Roland Steiner,exact_in_reply_to,7
"Gruenendahl, Reinhold",Dominik Wujastyk,thread_inferred,7
Dominik Wujastyk,George Thompson,thread_inferred,7
DEVARAKONDA VENKATA NARAYANA SARMA,S Krishna,thread_inferred,7
Dan Lusthaus,Walter Slaje,exact_in_reply_to,7
"Uskokov, Aleksandar",Walter Slaje,exact_in_reply_to,7
"Uskokov, Aleksandar",Matthew Kapstein,exact_in_reply_to,7
Lars Martin Fosse,Michael Witzel,thread_inferred,7
Dominik Wujastyk,Christopher Wallis,exact_in_reply_to,7
James Hartzell,James Hartzell,thread_inferred,7
Madhav Deshpande,Rolf Heinrich Koch,exact_in_reply_to,7
Roland Steiner,N. Ganesan,thread_inferred,7
Nagaraj Paturi,Tyler Williams,exact_in_reply_to,7
Dominik Wujastyk,Jan E.M. Houben,exact_in_reply_to,7
"Deshpande, Madhav",Dominik Wujastyk,thread_inferred,7
Dominik Wujastyk,Stephen Hodge,thread_inferred,7
Petr Mares,Petr Mares,thread_inferred,7
Dominik Wujastyk,Dan Lusthaus,thread_inferred,7
Dominik Wujastyk,Sudalaimuthu Palaniappan,exact_in_reply_to,7
Dominik Wujastyk,Sudalaimuthu Palaniappan,thread_inferred,7
"Tieken, H.J.H.",Artur Karp,exact_in_reply_to,7
Lars Martin Fosse,Toke Lindegaard Knudsen,thread_inferred,7
Jonathan Silk,Christophe Vielle,exact_in_reply_to,7
Dipak Bhattacharya,Walter Slaje,thread_inferred,7
Dominik Wujastyk,David and Nancy Reigle,exact_in_reply_to,7
Dipak Bhattacharya,Madhav Deshpande,exact_in_reply_to,7
Phillip Ernest,Phillip Ernest,thread_inferred,7
Swaminathan Madhuresan,Shrinivas Tilak,thread_inferred,7
Nityanand Misra,Artur Karp,exact_in_reply_to,7
zydenbos at flevoland.xs4all.nl,Madhav Deshpande,thread_inferred,7
George Thompson,Jan E.M. Houben,thread_inferred,7
winnie,Stephen Dubin,thread_inferred,7
Nityanand Misra,Nityanand Misra,exact_in_reply_to,7
DEVARAKONDA VENKATA NARAYANA SARMA,Dominique.Thillaud,thread_inferred,7
Girish Jha,Girish Jha,thread_inferred,7
"Olivelle, J P",Dominik Wujastyk,exact_in_reply_to,7
Herman Tull,Herman Tull,thread_inferred,7
Bhadraiah Mallampalli,V.V. Raman,thread_inferred,7
Lars Martin Fosse,Swaminathan Madhuresan,thread_inferred,7
Christophe Vielle,Nagaraj Paturi,exact_in_reply_to,7
Sudalaimuthu Palaniappan,Venkatraman Iyer,thread_inferred,7
Dominique.Thillaud,Jacob Baltuch,thread_inferred,7
Robert Zydenbos,Steve Farmer,thread_inferred,7
Dominik Wujastyk,Kenneth G. Zysk,thread_inferred,7
Madhav Deshpande,Jonathan Silk,exact_in_reply_to,7
rajam,"Tieken, H.J.H. (Herman)",exact_in_reply_to,7
"Olivelle, J P",Krishnaprasad G,exact_in_reply_to,7
Oliver Fallon,Oliver Fallon,thread_inferred,7
Alexandra Vandergeer,Alexandra Vandergeer,thread_inferred,7
Mani Varadarajan,Mani Varadarajan,thread_inferred,7
George Thompson,Erik Seldeslachts,thread_inferred,7
Alfred Collins,Alfred Collins,thread_inferred,7
Michael Rabe,Michael Rabe,thread_inferred,7
palaniappa at aol.com,palaniappa at aol.com,exact_in_reply_to,7
Robert Zydenbos,Harry Spier,thread_inferred,7
Stephens,Richard Barz,thread_inferred,7
RAJAGOPALANM at HARPO.TNSTATE.EDU,jdwhite at unccvm.uncc.edu,thread_inferred,7
Bh. Krishnamurti,N. Ganesan,thread_inferred,7
Jonathan Silk,N. Ganesan,thread_inferred,7
Patricia Sauthoff,Patricia Sauthoff,exact_in_reply_to,7
Stephen Hodge,Satya Upadhya,thread_inferred,7
David and Nancy Reigle,David and Nancy Reigle,thread_inferred,7
James Hartzell,Matthew Kapstein,exact_in_reply_to,7
Patrick Olivelle,Jonathan Silk,thread_inferred,7
Madhav Deshpande,Walter Slaje,exact_in_reply_to,7
Stella Sandahl,Stella Sandahl,thread_inferred,7
Stella Sandahl,Dominik Wujastyk,exact_in_reply_to,7
Dipak Bhattacharya,Alexandra Vandergeer,thread_inferred,7
Dr Shivamurthy Swamiji,S Krishna,thread_inferred,7
Allen Thrasher,Dominik Wujastyk,thread_inferred,7
jkirk,Michael Witzel,thread_inferred,7
Allen Thrasher,Dominique.Thillaud,thread_inferred,7
Sn. Subrahmanya,SStephen,thread_inferred,7
Lars Martin Fosse,Venkatraman Iyer,thread_inferred,7
Dominik Wujastyk,jacob at fabularasa.dk,exact_in_reply_to,7
Matthew Kapstein,"Tieken, H.J.H.",exact_in_reply_to,7
jacob.baltuch at infoboard.be,Srinivasan Pichumani,thread_inferred,7
James Hartzell,Dominik Wujastyk,exact_in_reply_to,7
gruenendahl,gruenendahl,thread_inferred,7
Matthew Kapstein,Patrick Olivelle,exact_in_reply_to,7
DKumar6248 at aol.com,Narayan S. Raja,thread_inferred,7
Harry Spier,Roland Steiner,exact_in_reply_to,7
Howard Resnick,Madhav Deshpande,exact_in_reply_to,7
Dipak Bhattacharya,Harry Spier,exact_in_reply_to,7
Rajarshi Banerjee,Vishal Agarwal,thread_inferred,7
Bijoy Misra,Partha Banerjee,thread_inferred,7
Walter Slaje,Walter Slaje,exact_in_reply_to,7
Walter Slaje,Nagaraj Paturi,exact_in_reply_to,7
gail at utxvms.cc.utexas.edu,Narayan S. Raja,thread_inferred,7
zydenbos at flevoland.xs4all.nl,thompson at handel.jlc.net,thread_inferred,7
Walter Slaje,Madhav Deshpande,exact_in_reply_to,7
Dominik Wujastyk,Antonia Ruppel,exact_in_reply_to,7
Madhav Deshpande,Artur Karp,exact_in_reply_to,7
Arun Gupta,N. Ganesan,thread_inferred,7
Bijoy Misra,Michael Witzel,thread_inferred,7
Martin Gansten,Ashok Aklujkar,exact_in_reply_to,7
S Krishna,S Krishna,thread_inferred,7
"Walser, Joseph","Walser, Joseph",exact_in_reply_to,7
Balaji Hebbar,Swaminathan Madhuresan,thread_inferred,7
Elliot Stern,Elliot Stern,thread_inferred,7
Dominik Wujastyk,Elliot Stern,exact_in_reply_to,7
Dominik Wujastyk,vineet at hotseat.att.com,thread_inferred,7
Matthew Kapstein,Jonathan Silk,thread_inferred,7
Dominik Wujastyk,Howard Resnick,exact_in_reply_to,7
Allen W Thrasher,Anna A. Slaczka,thread_inferred,7
"Blinderman, Radha","Blinderman, Radha",exact_in_reply_to,7
Vishal Agarwal,Shrinivas Tilak,thread_inferred,7
Lars Martin Fosse,Sn. Subrahmanya,thread_inferred,7
Christophe Vielle,Arlo Griffiths,exact_in_reply_to,6
Christophe Vielle,Antonia Ruppel,exact_in_reply_to,6
Nagaraj Paturi,Nagaraj Paturi,thread_inferred,6
Robert Zydenbos,Michael Witzel,thread_inferred,6
Matthew Kapstein,Allen W Thrasher,thread_inferred,6
"Chandrasekaran, Periannan",Mani Varadarajan,thread_inferred,6
Jonathan Silk,Dominik Wujastyk,thread_inferred,6
Paul Kekai Manansala,Vijay Shankar,thread_inferred,6
Ulrich T. Kragh,Ulrich T. Kragh,thread_inferred,6
Harry Spier,Walter Slaje,exact_in_reply_to,6
Peter Wyzlic,Jonathan Silk,thread_inferred,6
Harry Spier,Elliot Stern,exact_in_reply_to,6
Lars Martin Fosse,Peter J. Claus,thread_inferred,6
Jonathan Silk,Madhav Deshpande,exact_in_reply_to,6
"Uskokov, Aleksandar",Madhav Deshpande,exact_in_reply_to,6
Dipak Bhattacharya,mkapstei at UCHICAGO.EDU,thread_inferred,6
Dominik Wujastyk,S.Kalyanaraman,thread_inferred,6
Dipak Bhattacharya,George Thompson,exact_in_reply_to,6
Jan E.M. Houben,Walter Slaje,exact_in_reply_to,6
Avinash Sathaye,Harry Spier,thread_inferred,6
Narayan S. Raja,Swaminathan Madhuresan,thread_inferred,6
Dipak Bhattacharya,Oliver Fallon,thread_inferred,6
Nagaraj Paturi,Jonathan Silk,exact_in_reply_to,6
George Thompson,Dipak Bhattacharya,exact_in_reply_to,6
Asko Parpola,Madhav Deshpande,exact_in_reply_to,6
Luis Gonzalez-Reimann,Dominique.Thillaud,thread_inferred,6
Madhav Deshpande,Dipak Bhattacharya,exact_in_reply_to,6
Dan Lusthaus,Dominik Wujastyk,thread_inferred,6
Nagaraj Paturi,Jesse Knutson,exact_in_reply_to,6
Dan Lusthaus,Dominik Wujastyk,exact_in_reply_to,6
Narayan S. Raja,Sudalaimuthu Palaniappan,thread_inferred,6
Bh. Krishnamurti,Palaniappa,thread_inferred,6
Allen W Thrasher,N. Ganesan,thread_inferred,6
George Thompson,Dean Michael Anderson,thread_inferred,6
Eli Franco,Eli Franco,exact_in_reply_to,6
Lars Martin Fosse,Shauna Singh Baldwin,thread_inferred,6
Valerie Roebuck,alakendu das,exact_in_reply_to,6
Roland Steiner,Walter Slaje,exact_in_reply_to,6
N. Ganesan,Luis Gonzalez-Reimann,thread_inferred,6
Swaminathan Madhuresan,Ven. Tantra,thread_inferred,6
N. Ganesan,Harsha V. Dehejia,thread_inferred,6
Jarrod Whitaker,Jarrod Whitaker,exact_in_reply_to,6
Rolf Heiner Koch,Jacob Baltuch,thread_inferred,6
N. Ganesan,Erik Seldeslachts,thread_inferred,6
Stephen Hodge,Ulrich T. Kragh,thread_inferred,6
Ashok Aklujkar,Patrick Olivelle,exact_in_reply_to,6
N. Ganesan,Dominic Goodall,thread_inferred,6
Vanbakkam Vijayaraghavan,Narayan R. Joshi,thread_inferred,6
Veeranarayana Pandurangi,Dominik Wujastyk,thread_inferred,6
Stephen Hodge,Stefan Baums,thread_inferred,6
Christophe Vielle,Jan E.M. Houben,exact_in_reply_to,6
Madhav Deshpande,Dan Lusthaus,exact_in_reply_to,6
Roland Steiner,Dominik Wujastyk,exact_in_reply_to,6
"Lubin, Tim",Dominik Wujastyk,exact_in_reply_to,6
DEVARAKONDA VENKATA NARAYANA SARMA,Anshuman Pandey,thread_inferred,6
Arlo Griffiths,"Lubin, Tim",exact_in_reply_to,6
Ashok Aklujkar,Jonathan Silk,thread_inferred,6
Dominik Wujastyk,Christophe Vielle,thread_inferred,6
Stephen Hodge,Luis Gonzalez-Reimann,thread_inferred,6
Miguel Carrasquer Vidal,Vidhyanath Rao,thread_inferred,6
Christophe Vielle,David and Nancy Reigle,exact_in_reply_to,6
Dominik Wujastyk,Claudius Teodorescu,exact_in_reply_to,6
"Aditya, the ]-[indu $kepti¢",Harry Spier,thread_inferred,6
Venkatraman Iyer,nanda chandran,thread_inferred,6
Christopher Wallis,Dominik Wujastyk,exact_in_reply_to,6
Stephen Hodge,Dominik Wujastyk,thread_inferred,6
Richard MAHONEY,Dominik Wujastyk,thread_inferred,6
Nagaraj Paturi,Dipak Bhattacharya,exact_in_reply_to,6
Evgeniya Desnitskaya,Evgeniya Desnitskaya,exact_in_reply_to,6
Miguel Carrasquer Vidal,Miguel Carrasquer Vidal,thread_inferred,6
"Aditya, the Hindu Skeptic",Shrinivas Tilak,thread_inferred,6
Vidyasankar Sundaresan,Dmitri,thread_inferred,6
Robert Zydenbos,S Krishna,thread_inferred,6
Girish Beeharry,nas_ng at lms420.jsc.nasa.gov,thread_inferred,6
Antonia Ruppel,Antonia Ruppel,exact_in_reply_to,6
Rajarshi Banerjee,Artur Karp,thread_inferred,6
Christophe Vielle,Matthew Kapstein,exact_in_reply_to,6
Vidyasankar Sundaresan,Lars Martin Fosse,thread_inferred,6
"Aditya, the Hindu Skeptic","Aditya, the Hindu Skeptic",thread_inferred,6
Swaminathan Madhuresan,Vidyasankar Sundaresan,thread_inferred,6
Dominik Wujastyk,Dean Michael Anderson,exact_in_reply_to,6
Vidyasankar Sundaresan,Martin Gansten,thread_inferred,6
Stefan Baums,Stefan Baums,exact_in_reply_to,6
Madhav Deshpande,"Tieken, H.J.H.",exact_in_reply_to,6
Stefan Baums,Jonathan Silk,thread_inferred,6
Dominik Wujastyk,Dhaval Patel,exact_in_reply_to,6
Jean-Luc Chevillard,"Tieken, H.J.H.",exact_in_reply_to,6
Ashok Aklujkar,Dominik Wujastyk,exact_in_reply_to,6
Lakshmi Srinivas,nanda chandran,thread_inferred,6
Nagaraj Paturi,Arlo Griffiths,exact_in_reply_to,6
Jean-Luc Chevillard,Dominik Wujastyk,thread_inferred,6
Antonia Ruppel,Dominik Wujastyk,exact_in_reply_to,6
victor van Bijlert,Alexandra Vandergeer,thread_inferred,6
Arlo Griffiths,Jonathan Silk,exact_in_reply_to,6
George Thompson,Vishal Agarwal,thread_inferred,6
"Lubin, Tim",Arlo Griffiths,exact_in_reply_to,6
Girish Jha,Madhav Deshpande,exact_in_reply_to,6
victor davella,Dominik Wujastyk,exact_in_reply_to,6
Dominik Wujastyk,Dipak Bhattacharya,thread_inferred,6
Herman Tull,Dominik Wujastyk,thread_inferred,6
Jean-Luc Chevillard,rajam,exact_in_reply_to,6
Ashok Aklujkar,Allen W Thrasher,thread_inferred,6
tantrapl at hektor.umcs.lublin.pl,tantrapl at hektor.umcs.lublin.pl,thread_inferred,6
"Lubin, Tim","Lubin, Tim",thread_inferred,6
Vidyasankar Sundaresan,Shrinivas Tilak,thread_inferred,6
Dean Michael Anderson,Dean Michael Anderson,exact_in_reply_to,6
Edwin Bryant,George Thompson,thread_inferred,6
rajam,rajam,exact_in_reply_to,6
rajam,palaniappa at aol.com,thread_inferred,6
Narayan S. Raja,Partha Banerjee,thread_inferred,6
Madhav Deshpande,Martin Gansten,exact_in_reply_to,6
Lars Martin Fosse,Shrinivas Tilak,thread_inferred,6
Sn. Subrahmanya,Michael Witzel,thread_inferred,6
"Lubin, Tim",Matthew Kapstein,exact_in_reply_to,6
Paul Kekai Manansala,Dr. Nupam Mahajan,thread_inferred,6
Sudalaimuthu Palaniappan,Kumar Kumarappan,thread_inferred,6
Viktoria Lyssenko,Viktoria Lyssenko,thread_inferred,6
Madhav Deshpande,victor davella,exact_in_reply_to,6
Howard Resnick,Howard Resnick,exact_in_reply_to,6
Lynken Ghose,Swaminathan Madhuresan,thread_inferred,6
Vishal Agarwal,Lars Martin Fosse,thread_inferred,6
Gaia Pintucci,Gaia Pintucci,exact_in_reply_to,6
Martin Gansten,Balaji Hebbar,thread_inferred,6
nanda chandran,Samar Abbas,thread_inferred,6
nanda chandran,Richard Barz,thread_inferred,6
Madhav Deshpande,Elliot Stern,exact_in_reply_to,6
Max.Nihom at oeaw.ac.at,Dominik Wujastyk,thread_inferred,6
Dominik Wujastyk,Andrew Ollett,exact_in_reply_to,6
N. Ganesan,Venkatraman Iyer,thread_inferred,6
mkapstei at UCHICAGO.EDU,Stella Sandahl,thread_inferred,6
Krishnaprasad G,Nagaraj Paturi,exact_in_reply_to,6
Nagaraj Paturi,Christian Ferstl,exact_in_reply_to,6
DEVARAKONDA VENKATA NARAYANA SARMA,Christopher Fernandez,thread_inferred,6
Madhav Deshpande,Dominik Wujastyk,thread_inferred,6
N. Ganesan,Shrinivas Tilak,thread_inferred,6
Elliot Stern,Meenaradchagan Vishnu,thread_inferred,6
Paul Kekai Manansala,Koenraad Elst,thread_inferred,6
Dominik Wujastyk,Jan E.M. Houben,thread_inferred,6
HR,Nagaraj Paturi,exact_in_reply_to,6
Satyanad Kichenassamy,Harry Spier,exact_in_reply_to,6
Dominique.Thillaud,Sudalaimuthu Palaniappan,thread_inferred,6
Paul Kekai Manansala,Michael Witzel,thread_inferred,6
Matthew Kapstein,alakendu das,exact_in_reply_to,6
jkirk,Jonathan Silk,thread_inferred,6
Matthew Kapstein,James Hartzell,exact_in_reply_to,6
Georg von Simson,Sudalaimuthu Palaniappan,thread_inferred,6
Dominik Wujastyk,Jan Kučera,exact_in_reply_to,6
Dipak Bhattacharya,Christopher Wallis,thread_inferred,6
Artur Karp,Dominik Wujastyk,exact_in_reply_to,6
Dominik Wujastyk,Ashok Aklujkar,exact_in_reply_to,6
Samar Abbas,Venkatraman Iyer,thread_inferred,6
Charles,Ramakrishnan Balasubramanian,thread_inferred,6
Dominique.Thillaud,sudheer birodkar,thread_inferred,6
Dominik Wujastyk,"Lubin, Tim",thread_inferred,6
Bharat Gupt,N. Ganesan,thread_inferred,6
Dominik Wujastyk,Vishal Agarwal,thread_inferred,6
Dominik Wujastyk,Herman Tull,exact_in_reply_to,6
Mary Storm,N. Ganesan,thread_inferred,6
"Tieken, H.J.H.",Madhav Deshpande,exact_in_reply_to,6
Anna A. Slaczka,Anna A. Slaczka,thread_inferred,6
Birgit Kellner,Dominik Wujastyk,exact_in_reply_to,6
Bhadraiah Mallampalli,Dmitri,thread_inferred,6
"Tieken, H.J.H.",Martin Gansten,exact_in_reply_to,6
Dominik Wujastyk,Kenneth Gregory Zysk,exact_in_reply_to,6
bpj at netg.se,Hrid at aol.com,thread_inferred,6
Palaniappa,Ramakrishnan Balasubramanian,thread_inferred,6
Jan E.M. Houben,Michael Witzel,thread_inferred,6
Suresh Kolichala,Madhav Deshpande,exact_in_reply_to,6
Roland Steiner,Jonathan Silk,thread_inferred,6
"Tieken, H.J.H.","Tieken, H.J.H.",exact_in_reply_to,6
Sam Garg,Venkatraman Iyer,thread_inferred,6
Piotr Balcerowicz,Piotr Balcerowicz,exact_in_reply_to,6
Dániel Balogh,Christian Ferstl,exact_in_reply_to,6
Paolo Eugenio Rosati,Paolo Eugenio Rosati,thread_inferred,6
Jean-Luc Chevillard,Nagaraj Paturi,exact_in_reply_to,6
Rajarshi Banerjee,Rajarshi Banerjee,thread_inferred,6
Lars Martin Fosse,Paul Kekai Manansala,thread_inferred,6
alakendu das,Harry Spier,exact_in_reply_to,6
Dipak Bhattacharya,Jonathan Silk,thread_inferred,6
"Olivelle, J P",Arlo Griffiths,exact_in_reply_to,6
Nagaraj Paturi,"Tieken, H.J.H.",thread_inferred,6
Jacob Baltuch,George Thompson,thread_inferred,6
Ajit Gargeshwari,Harry Spier,exact_in_reply_to,6
Nagaraj Paturi,Robert Zydenbos,exact_in_reply_to,6
Tyler Neill,Tyler Neill,exact_in_reply_to,6
Madhav Deshpande,Sudalaimuthu Palaniappan,thread_inferred,5
George Hart,Sudalaimuthu Palaniappan,thread_inferred,5
Peter Wyzlic,Harry Spier,thread_inferred,5
DEVARAKONDA VENKATA NARAYANA SARMA,Sn. Subrahmanya,thread_inferred,5
Dominik Wujastyk,Jean-Luc Chevillard,thread_inferred,5
Peter Wyzlic,Harry Spier,exact_in_reply_to,5
DEVARAKONDA VENKATA NARAYANA SARMA,Yaroslav V. Vassilkov,thread_inferred,5
Peter Wyzlic,Arlo Griffiths,thread_inferred,5
Peter J. Claus,Adi Hastings,thread_inferred,5
Periannan Chandrasekaran,Harry Spier,thread_inferred,5
Camillo Formigatti,Camillo Formigatti,exact_in_reply_to,5
Jonathan Silk,Madhav Deshpande,thread_inferred,5
Paul Kekai Manansala,Shrinivas Tilak,thread_inferred,5
Paul Kekai Manansala,Paul Kekai Manansala,thread_inferred,5
Camillo Formigatti,Dominik Wujastyk,exact_in_reply_to,5
Madhav Deshpande,McComas Taylor,exact_in_reply_to,5
George Thompson,Ashok Aklujkar,thread_inferred,5
Paul Kekai Manansala,Bharat Gupt,thread_inferred,5
Dmitri,Dmitri,thread_inferred,5
Dmitri,Kengo Harimoto,thread_inferred,5
Jacob Baltuch,Sn. Subrahmanya,thread_inferred,5
Andrew Ollett,Harry Spier,exact_in_reply_to,5
Patrick Olivelle,Matthew Kapstein,exact_in_reply_to,5
Palaniappa at aol.com,Dominik Wujastyk,thread_inferred,5
Harry Spier,Arlo Griffiths,exact_in_reply_to,5
Jonathan Silk,Patrick Olivelle,exact_in_reply_to,5
Nityanand Misra,Howard Resnick,exact_in_reply_to,5
Narayan S. Raja,nanda chandran,thread_inferred,5
Jyotishi at aol.com,sudheer birodkar,thread_inferred,5
Nagaraj Paturi,rajam,exact_in_reply_to,5
Harry Spier,Dhaval Patel,exact_in_reply_to,5
Nagaraj Paturi,Walter Slaje,exact_in_reply_to,5
Camillo Formigatti,Matthew Kapstein,exact_in_reply_to,5
Nagaraj Paturi,"Uskokov, Aleksandar",exact_in_reply_to,5
Nagaraj Paturi,Paolo Eugenio Rosati,exact_in_reply_to,5
George Thompson,N. Ganesan,thread_inferred,5
George Thompson,Nagaraj Paturi,exact_in_reply_to,5
John Smith,Jaap Pranger,thread_inferred,5
Anshuman Pandey,Anshuman Pandey,thread_inferred,5
Madhav Deshpande,Jim Ryan,exact_in_reply_to,5
Nagaraj Paturi,Luis Gonzalez-Reimann,exact_in_reply_to,5
Nagaraj Paturi,Jean-Luc Chevillard,exact_in_reply_to,5
Dominik Haas,Harry Spier,exact_in_reply_to,5
Harry Spier,Harry Spier,references_chain,5
Howard Resnick,Dipak Bhattacharya,exact_in_reply_to,5
Nagaraj Paturi,Dominic Goodall,thread_inferred,5
Nagaraj Paturi,Bill Mak,exact_in_reply_to,5
Dominik Wujastyk,Adriano Aprigliano,thread_inferred,5
George Thompson,Toke Lindegaard Knudsen,thread_inferred,5
Bjarte Kaldhol,Bjarte Kaldhol,thread_inferred,5
N.Ganesan,Robert Zydenbos,thread_inferred,5
N.Ganesan,Balaji Hebbar,thread_inferred,5
Das Menon,Luis Gonzalez-Reimann,thread_inferred,5
Klaus Karttunen,Dominik Wujastyk,exact_in_reply_to,5
Howard Resnick,Harry Spier,exact_in_reply_to,5
Madhav Deshpande,Girish Jha,exact_in_reply_to,5
Howard Resnick,Howard Resnick,thread_inferred,5
Dominik Wujastyk,Andrew Glass,thread_inferred,5
David Magier,Allen W Thrasher,thread_inferred,5
Dominik Wujastyk,Antonio Ferreira-Jardim,exact_in_reply_to,5
N. Ganesan,S.Kalyanaraman,thread_inferred,5
N. Ganesan,S Krishna,thread_inferred,5
David Magier,Dominik Wujastyk,thread_inferred,5
Dominik Wujastyk,Artur Karp,thread_inferred,5
Krishnaprasad G,Elliot Stern,exact_in_reply_to,5
N. Ganesan,Partha Banerjee,thread_inferred,5
Dominik Wujastyk,Audrey Truschke,exact_in_reply_to,5
John Brockington,John Brockington,thread_inferred,5
Whitney Cox,Whitney Cox,thread_inferred,5
Westin Harris,Westin Harris,exact_in_reply_to,5
zydenbos at flevoland.xs4all.nl,Vidyasankar Sundaresan,thread_inferred,5
Matthew Kapstein,Jan E.M. Houben,exact_in_reply_to,5
Charles DiSimone,Harry Spier,exact_in_reply_to,5
Walter Slaje,Jonathan Silk,exact_in_reply_to,5
Dominik Wujastyk,Martin Gansten,exact_in_reply_to,5
Arun Gupta,Arun Gupta,thread_inferred,5
Luis Gonzalez-Reimann,Dominik Wujastyk,exact_in_reply_to,5
Madhav Deshpande,Dhaval Patel,exact_in_reply_to,5
David Magier,Narayan S. Raja,thread_inferred,5
N. Ganesan,Michael Rabe,thread_inferred,5
Jesse Knutson,Nagaraj Paturi,exact_in_reply_to,5
Dominik Wujastyk,Matthew Kapstein,thread_inferred,5
Jo,Artur Karp,thread_inferred,5
Dominik Wujastyk,Birgit Kellner,thread_inferred,5
Dominik Wujastyk,Michael Witzel,thread_inferred,5
Elliot Stern,"Olivelle, J P",exact_in_reply_to,5
Vishal Agarwal,Balaji Hebbar,thread_inferred,5
Vishal Agarwal,Artur Karp,thread_inferred,5
Matthew Kapstein,"Hock, Hans Henrich",exact_in_reply_to,5
Jonathan Silk,Allen W Thrasher,thread_inferred,5
Ashish Chandra,Krishna P Konduru,thread_inferred,5
Dominik Wujastyk,Patricia Sauthoff,exact_in_reply_to,5
Dominik Wujastyk,Peter Friedlander,thread_inferred,5
Vidyasankar Sundaresan,S Krishna,thread_inferred,5
Ashok Aklujkar,Christopher Wallis,exact_in_reply_to,5
Matthew Kapstein,Dean Michael Anderson,exact_in_reply_to,5
Dean Michael Anderson,Howard Resnick,exact_in_reply_to,5
N. Ganesan,Arun Gupta,thread_inferred,5
"Aditya, the Cheerful Hindu Skeptic",Satya Upadhya,thread_inferred,5
Eli Franco,Madhav Deshpande,exact_in_reply_to,5
Jonathan Silk,"Tieken, H.J.H.",exact_in_reply_to,5
Eli Franco,Matthew Kapstein,exact_in_reply_to,5
John Huntington,John Brockington,thread_inferred,5
Vidyasankar Sundaresan,Kengo Harimoto,thread_inferred,5
Vidyasankar Sundaresan,Harry Spier,thread_inferred,5
Venkatraman Iyer,Vanbakkam Vijayaraghavan,thread_inferred,5
Harry Spier,Sudalaimuthu Palaniappan,exact_in_reply_to,5
Ven. Tantra,Luis Gonzalez-Reimann,thread_inferred,5
Ashok Aklujkar,Patrick Olivelle,thread_inferred,5
Lars Martin Fosse,Bijoy Misra,thread_inferred,5
Valerie Roebuck,Madhav Deshpande,exact_in_reply_to,5
James Hartzell,James Hartzell,exact_in_reply_to,5
Valerie Roebuck,Dominik Wujastyk,exact_in_reply_to,5
