presentation_id,year,series,title,l1,l2,l3,l4,source,confidence,why
PRES_79ef12eb,2014,Zograf Readings,«Лирическая героиня» Миры Баи,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_473bfef5,2014,Zograf Readings,Религия как инструмент внутренней политики Индии,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_2d9cf481,2014,Zograf Readings,Значение творчества Тирумулара для формирования изобразительного канона Шивы Натараджи в Чидамбараме,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_f9eac97d,2014,Zograf Readings,Концепция «марьяда» в непальских надписях,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_98e6dcdc,2014,Zograf Readings,Община парсов в мультикультурном Бомбее (по произведениям Рохинтона Мистри),unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_2eec136d,2014,Zograf Readings,Духи умерших в представлениях и обрядовой жизни веддов Шри Ланки,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_170689d0,2014,Zograf Readings,"Одержимость, служение и лицедейство. Традиции Bhoota-kolam и Theyyam Тулунаду",unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_347397b5,2014,Zograf Readings,", Dr. Prof., Head of the department for Indian Philology and Religion, Cotman University (Panama). Nâgârjuna - tetraktus & catuskotis - Pythagorean sources of Buddhism",unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_40018c94,2018,Zograf Readings,Обучение Бодхисаттвы в «Лалитавистаре»,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_af12b4e1,2018,Zograf Readings,«Мысленный эксперимент» Васубандху,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_c09885b3,2018,Zograf Readings,Концепция причинности в текстах «Абхидхамма-питаки»,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_9bf12d4b,2018,Zograf Readings,Два новых сборника «индийских текстов» Далджита Награ,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_25094949,2018,Zograf Readings,Культ Рудры-Кхандобы в исследованиях Г. Д. Зонтхаймера  и его индоевропейские параллели,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_4d65b062,2018,Zograf Readings,Тамильская пьеса о Карне,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_085ca0aa,2018,Zograf Readings,Ведды в современном укладе жизни Шри Ланки,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_448ae9b6,2018,Zograf Readings,Меч-посох из собрания МАЭ,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_dacf2ad6,2018,Zograf Readings,Mārganātyam. Театральная практика и теория «Натьяшастры» сегодня,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_3fc610f3,2019,Zograf Readings,Реминисценции мифа Вала в припамирском регионе,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_c102614a,2019,Zograf Readings,Атман как синоним дравьи в «Вакьяпадии» (ВП 3.2.1),unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_450bc766,2019,Zograf Readings,Роль Умапати Шивачарьи в формировании окончательной редакции канона шайва-сиддханты,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_cc065edb,2019,Zograf Readings,Понимание искусства в учении Ошо,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_132d6acd,2019,Zograf Readings,Этико-интуитивистский подход М.К. Ганди к пониманию традиционных текстов,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_bf466f0e,2019,Zograf Readings,Современные баулы: мистики или артисты,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_947e4189,2019,Zograf Readings,Структура «Чарья-гити»,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_26c65f54,2019,Zograf Readings,Трансформации культурной идентичности парсов Бомбея,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_586c5884,2019,Zograf Readings,Функции вождя в традиционном обществе веддов в прошлом и настоящем,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_0ad73c95,2019,Zograf Readings,"Народные песни о Хардоле, принце Орччхи",unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_a3c157be,2019,Zograf Readings,Почитание Индры в Непале: живая архаика,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_d0017fd9,2019,Zograf Readings,О некоторых специфических жестах в бытовом этикете сингалов,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_6524954c,2019,Zograf Readings,Каталоги знаков хараппской письменности: материалы к сравнению,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_6c855fa3,2019,Zograf Readings,Элементы шаманских практик в воинских традициях Индии,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_279c016e,2019,Zograf Readings,"Серайкела, Майюрбхандж, Пурулиа: феномен чхау на плато Чхота Нагпур (Восточная Индия)",unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_95263100,2020,Zograf Readings,Эстетика комического,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_11671acc,2020,Zograf Readings,Терминология родства,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_9061fc60,2020,Zograf Readings,Абхидхарма как когнитивная стратегия,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_8ca48450,2020,Zograf Readings,К вопросу об определении понятия apratiṣṭhita-nirvāṇa,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_164d6136,2020,Zograf Readings,Так называемый парадокс беллетристики и подсказки от компаративной онтологии,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_6066a0b9,2020,Zograf Readings,Абсолютная встреча как феномен трансцендентальной герменевтики Г. Оберхаммера,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_c8490c74,2020,Zograf Readings,Г. Оберхаммер и проблема исследования когнитивного потенциала религиозного опыта,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_3768531f,2020,Zograf Readings,Понятие религиозного инклюзивизма,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_0aa24cc5,2020,Zograf Readings,Инклюзивизм как концептуальное средство для изучения индийской культуры,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_b18b67bb,2020,Zograf Readings,Work of Patañjali on Yoga Philosophy and Sanskrit Vyākaraṇa,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_6b2fd44c,2020,Zograf Readings,"О толковании первой строфы «Аштанга-хридаи» средневековыми комментаторами (на примере Арунадатты, Хемадри и Инду)",unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_ad4f1d84,2020,Zograf Readings,М. К. Ганди — неортодоксальный „ортодокс“,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_2b10e8ab,2020,Zograf Readings,Тханки в собрании И. П. Минаева (МАЭ РАН),unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_3f75bc5f,2020,Zograf Readings,«Индийская „игра знания“: один эпизод культурного трансфера»,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_5e82aabf,2020,Zograf Readings,Великая галлюцинация сознания по «Вимшике» Васубандху,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_e3ebd54e,2020,Zograf Readings,Об особенностях традиционной пищи веддов,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_ffc2a550,2020,Zograf Readings,Танцы с сосудами и вокруг. Гарба Гуджарата и сходные обряды и представления Южной Азии,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_492864f5,2021,Zograf Readings,Традиция «Лалитавистары»: возможные истоки,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_a85ede9e,2021,Zograf Readings,О двух родственных джатакаставах в «Лалитавистаре» и «Раштрапалапариприччха-сутре»,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_cb10ac69,2021,Zograf Readings,«К истолкованию мифа о Махишамардани» в научном наследии М.И. Тубянского,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_439721f1,2021,Zograf Readings,Мифы об Индии: 2400 лет «фейковой индологии»,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_33f05609,2021,Zograf Readings,Приемы композиции групп текстов в палийской «Типитаке»,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_381be266,2021,Zograf Readings,«Йога-сутры» Патанджали в арабском переводе ал-Бируни,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_a5e6f738,2021,Zograf Readings,О «новых» теориях действия в грамматических трудах Нагеши Бхатты*,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_e8e8d83d,2021,Zograf Readings,Кофейная Одиссея Индии,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_e6735674,2021,Zograf Readings,Полемика с мимансаками об атмане в «Таттвасанграхе» Шантаракшиты*,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_0a2f3edc,2021,Zograf Readings,Удвоение знаков в протоиндийской письменности,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_ba935f25,2021,Zograf Readings,Миниатюры рагамала в отечественных собраниях,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_98f066ba,2021,Zograf Readings,Искусство протеста. Политический театр в Индии: истоки и развитие,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_dc1f9dcf,2022,Zograf Readings,Брахман,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_10dd9b6a,2022,Zograf Readings,,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_2c964ef8,2022,Zograf Readings,,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_79535730,2022,Zograf Readings,К,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_2117a141,2022,Zograf Readings,,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_5f783d17,2022,Zograf Readings,,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_d0969155,2022,Zograf Readings,Формирование,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_f73d1d07,2022,Zograf Readings,Комментарий,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_89316d20,2022,Zograf Readings,,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_1ca80314,2022,Zograf Readings,,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_357a21a5,2022,Zograf Readings,,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_3b4892b7,2022,Zograf Readings,,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_feb979fb,2022,Zograf Readings,,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_f7ea7209,2022,Zograf Readings,Проблема,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_8d322c4f,2022,Zograf Readings,,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_93c8e280,2022,Zograf Readings,,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_e33d416c,2022,Zograf Readings,,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_26401f35,2022,Zograf Readings,,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_b7a1356d,2022,Zograf Readings,Кришнаитские,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_07050f9e,2022,Zograf Readings,«Барахмах»,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_b6aa3bd9,2022,Zograf Readings,Новый,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_a8c9dfa8,2022,Zograf Readings,"«Глупец»,",unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_8892d994,2022,Zograf Readings,Отличительные,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_feeaf642,2022,Zograf Readings,Вивекананда,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_7d97b8a8,2022,Zograf Readings,Живое,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_662ac3f0,2022,Zograf Readings,Вклад,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_326880c9,2022,Zograf Readings,Этапы,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_2f75b267,2022,Zograf Readings,Многообразие,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_7619a6d5,2022,Zograf Readings,,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_ae69c6f5,2022,Zograf Readings,"""Нисхождение",unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_9700867d,2022,Zograf Readings,Загадка,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_d47d92d8,2022,Zograf Readings,Смысл,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_03fc0f79,2022,Zograf Readings,"""Бхагавата",unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_b8dda570,2023,Zograf Readings,Дворец небесный и дворец земной: две схожие главы  «Лалитавистары» и их функциональная роль в общей композиции текста,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_60e53486,2023,Zograf Readings,Почему Брахман наделен природой звука (шабда-таттва)?,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_717fe6c2,2025,Zograf Readings,Арьядэва и Чандракирти о концепции anātma,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_d96cabc7,2025,Zograf Readings,К интерпретации Ригведы: śiśnadevāḥ,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_1c0ffd7d,2025,Zograf Readings,В защиту Вишну Шипивишты: «Аз есьм Шипивишта!» (РВ 7.100.6),unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_90cce0be,2025,Zograf Readings,Возвращаясь к третьей книге Махабхараты: новый взгляд,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_c779a201,2025,Zograf Readings,Восхождение Урмилы в поэме Майтхилишарана Гупты «Сакет»,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
