person_id,local_display_name,local_latin_name,total_talks,query_type,query_string,openalex_id,openalex_name,works_count,top_affiliation_name,top_affiliation_country,is_ru_affiliated,relevance_score,manual_status,notes
PERS_26ce5ec1,Б. Нина,,1,display_name,Б. Нина,https://openalex.org/A5066464698,Нина Б. Марковић,1,,,no,0.0,todo,
PERS_26ce5ec1,Б. Нина,,1,display_name,Б. Нина,https://openalex.org/A5135895540,Нина Б. Мечковская,1,,,no,0.1,todo,
PERS_26ce5ec1,Б. Нина,,1,display_name,Б. Нина,https://openalex.org/A5070400851,Н. Б. Назина,2,,,no,0.1,todo,
PERS_4ebb20aa,С. В. Кардинская,,1,display_name,С. В. Кардинская,https://openalex.org/A5028629640,С. В. Кардинская S.V. Kardinskaya,1,,,no,0.1,todo,
PERS_f82b6a8e,Н. В. Сенина,,1,display_name,Н. В. Сенина,https://openalex.org/A5020137882,Н В Сенина,1,,,no,0.0,todo,
PERS_f82b6a8e,Н. В. Сенина,,1,display_name,Н. В. Сенина,https://openalex.org/A5019318204,Д Н Сенина,2,,,no,0.0,todo,
PERS_a0f3d86d,В. А. Сергеева,,1,display_name,В. А. Сергеева,https://openalex.org/A5004097597,В. А. Сергеева,27,,,no,0.3,todo,
PERS_a0f3d86d,В. А. Сергеева,,1,display_name,В. А. Сергеева,https://openalex.org/A5021713020,А. В. Сергеева,63,,,no,0.3,todo,
PERS_a0f3d86d,В. А. Сергеева,,1,display_name,В. А. Сергеева,https://openalex.org/A5088062204,Анна Сергеева,73,,,no,0.3,todo,
PERS_a0f3d86d,В. А. Сергеева,,1,display_name,В. А. Сергеева,https://openalex.org/A5042436225,А. В. Сергеева,40,,,no,0.3,todo,
PERS_a0f3d86d,В. А. Сергеева,,1,display_name,В. А. Сергеева,https://openalex.org/A5090904947,В. А. Сергеева,10,,,no,0.3,todo,
PERS_1130c736,Серебряный Сергей Дмитриевич,,1,cyrillic_fullname,Серебряный Сергей Дмитриевич,https://openalex.org/A5002979439,Серебряный Сергей Дмитриевич,3,,,no,0.2,todo,
PERS_1130c736,Серебряный Сергей Дмитриевич,,1,cyrillic_fullname,Серебряный Сергей Дмитриевич,https://openalex.org/A5053527503,Сергей Дмитриевич Серебряный,1,,,no,0.0,todo,
PERS_58e18506,И. А. Соколова,,1,display_name,И. А. Соколова,https://openalex.org/A5113504362,И. А. Соколова,154,,,no,0.3,todo,
PERS_58e18506,И. А. Соколова,,1,display_name,И. А. Соколова,https://openalex.org/A5039390623,И. А. Соколова,24,,,no,0.3,todo,
PERS_58e18506,И. А. Соколова,,1,display_name,И. А. Соколова,https://openalex.org/A5068680935,И А Соколова,11,,,no,0.3,todo,
PERS_58e18506,И. А. Соколова,,1,display_name,И. А. Соколова,https://openalex.org/A5090969605,И. А. Соколова,5,,,no,0.3,todo,
PERS_58e18506,И. А. Соколова,,1,display_name,И. А. Соколова,https://openalex.org/A5121142273,И. А. Соколова,1,,,no,0.0,todo,
PERS_5bbfea37,Т. Т. Скороходова,,1,display_name,Т. Т. Скороходова,https://openalex.org/A5059374225,Т. С. Скороходова,32,,,no,0.3,todo,
PERS_5bbfea37,Т. Т. Скороходова,,1,display_name,Т. Т. Скороходова,https://openalex.org/A5110607392,Т. С. Скороходова,4,,,no,0.3,todo,
PERS_5bbfea37,Т. Т. Скороходова,,1,display_name,Т. Т. Скороходова,https://openalex.org/A5100225996,Т. Г. Скороходова,1,,,no,0.0,todo,
PERS_5bbfea37,Т. Т. Скороходова,,1,display_name,Т. Т. Скороходова,https://openalex.org/A5036974327,Tatiana G. Skorokhodova,43,,,no,0.3,todo,
PERS_5bbfea37,Т. Т. Скороходова,,1,display_name,Т. Т. Скороходова,https://openalex.org/A5007203193,Т. С. Скороходова,2,,,no,0.0,todo,
PERS_ed83f502,Т. П. Селиванова,,1,display_name,Т. П. Селиванова,https://openalex.org/A5121214987,"Злобин А. С., Селиванова Е. Е., Селищев П. А., Кретов К. С., Хамматов М. Т., Самарский университет",1,,,no,0.0,todo,
PERS_168a3a8b,И. С. Усенко,,1,display_name,И. С. Усенко,https://openalex.org/A5135389882,И. С. Усенко,1,,,no,0.0,todo,
PERS_168a3a8b,И. С. Усенко,,1,display_name,И. С. Усенко,https://openalex.org/A5133802989,И. С. Усенко,1,,,no,0.0,todo,
PERS_168a3a8b,И. С. Усенко,,1,display_name,И. С. Усенко,https://openalex.org/A5134916983,И. С. Усенко,21,,,no,0.2,todo,
PERS_168a3a8b,И. С. Усенко,,1,display_name,И. С. Усенко,https://openalex.org/A5037951919,И. С. Усенко,1,,,no,0.0,todo,
PERS_168a3a8b,И. С. Усенко,,1,display_name,И. С. Усенко,https://openalex.org/A5024339704,С И Усенко,1,,,no,0.0,todo,
PERS_a638a4b3,Н. Л. Федорова,,1,display_name,Н. Л. Федорова,https://openalex.org/A5071294005,Н. Л. Федорова,4,,,no,0.3,todo,
PERS_a638a4b3,Н. Л. Федорова,,1,display_name,Н. Л. Федорова,https://openalex.org/A5031838118,Л Н Федорова,1,,,no,0.0,todo,
PERS_a638a4b3,Н. Л. Федорова,,1,display_name,Н. Л. Федорова,https://openalex.org/A5121609971,Н. Л. Федорова,1,,,no,0.0,todo,
PERS_a638a4b3,Н. Л. Федорова,,1,display_name,Н. Л. Федорова,https://openalex.org/A5122309249,Н. Л. Федорова,1,,,no,0.0,todo,
PERS_a638a4b3,Н. Л. Федорова,,1,display_name,Н. Л. Федорова,https://openalex.org/A5068784631,Н. Л. Федорова,1,,,no,0.0,todo,
PERS_68270eaf,Э. В. Галимова,,1,display_name,Э. В. Галимова,https://openalex.org/A5004072479,Э. В. Галимова,2,,,no,0.0,todo,
PERS_dfaf6803,Я. А. Борисов,,1,display_name,Я. А. Борисов,https://openalex.org/A5098020127,А. Я. Борисов,1,,,no,0.0,todo,
