person_id,local_display_name,local_latin_name,total_talks,query_type,query_string,openalex_id,openalex_name,works_count,top_affiliation_name,top_affiliation_country,is_ru_affiliated,relevance_score,manual_status,notes
PERS_260a598a,С. В. Пахомов,,9,display_name,С. В. Пахомов,https://openalex.org/A5023387533,С В Пахомов,1,,,no,0.0,todo,
PERS_260a598a,С. В. Пахомов,,9,display_name,С. В. Пахомов,https://openalex.org/A5121197532,Пахомов А. С. Иванов А. В.,1,,,no,0.0,todo,
PERS_3357f25b,Скороходова Татьяна Григорьевна,,9,cyrillic_fullname,Скороходова Татьяна Григорьевна,https://openalex.org/A5024118316,Татьяна Григорьевна СКОРОХОДОВА,2,,,no,0.0,todo,
PERS_3357f25b,Скороходова Татьяна Григорьевна,,9,cyrillic_fullname,Скороходова Татьяна Григорьевна,https://openalex.org/A5068760308,Скороходова Татьяна Григорьевна,17,,,no,0.2,todo,
PERS_5d34c947,О. А. Волошина,,8,display_name,О. А. Волошина,https://openalex.org/A5006890112,О. А. Волошина,10,,,no,0.3,todo,
PERS_5d34c947,О. А. Волошина,,8,display_name,О. А. Волошина,https://openalex.org/A5084846163,О А Волошина,1,,,no,0.0,todo,
PERS_5d34c947,О. А. Волошина,,8,display_name,О. А. Волошина,https://openalex.org/A5043000172,О. А. Волошина,1,,,no,0.0,todo,
PERS_5d34c947,О. А. Волошина,,8,display_name,О. А. Волошина,https://openalex.org/A5006469212,О А Волошина,1,,,no,0.0,todo,
PERS_7542d270,М. Б. Демченко,,8,display_name,М. Б. Демченко,https://openalex.org/A5120884636,Демченко М. Б.,1,,,no,0.0,todo,
PERS_fb25c80f,Ермакова Татьяна Викторовна,,8,cyrillic_fullname,Ермакова Татьяна Викторовна,https://openalex.org/A5120905207,Татьяна Викторовна Ермакова,1,,,no,0.0,todo,
PERS_fb25c80f,Ермакова Татьяна Викторовна,,8,cyrillic_fullname,Ермакова Татьяна Викторовна,https://openalex.org/A5027854164,Ермакова Татьяна Викторовна,5,,,no,0.2,todo,
PERS_72506535,А. С. Крылова,Anastasia Krylova,7,latin_name,Anastasia Krylova,https://openalex.org/A5017686746,Anna I. Krylov,522,,,no,0.4,todo,
PERS_72506535,А. С. Крылова,Anastasia Krylova,7,latin_name,Anastasia Krylova,https://openalex.org/A5061198994,Anastasia Krylova,12,,,no,0.6,todo,
PERS_72506535,А. С. Крылова,Anastasia Krylova,7,latin_name,Anastasia Krylova,https://openalex.org/A5103468287,Anastasia K. Krylova,4,,,no,0.6,todo,
PERS_72506535,А. С. Крылова,Anastasia Krylova,7,latin_name,Anastasia Krylova,https://openalex.org/A5102617357,Anastasia S. Krylova,4,,,no,0.6,todo,
PERS_72506535,А. С. Крылова,Anastasia Krylova,7,latin_name,Anastasia Krylova,https://openalex.org/A5061054523,Anastasia Krylova,6,,,no,0.6,todo,
PERS_1c6fcce5,Е. О. Кузина,Elizaveta Kuzina,7,latin_name,Elizaveta Kuzina,https://openalex.org/A5048410793,E.S. Kuzina,8,,,no,0.4,todo,
PERS_1c6fcce5,Е. О. Кузина,Elizaveta Kuzina,7,latin_name,Elizaveta Kuzina,https://openalex.org/A5000767755,Elizaveta O. Kuzina,2,,,no,0.3,todo,
PERS_1c6fcce5,Е. О. Кузина,Elizaveta Kuzina,7,latin_name,Elizaveta Kuzina,https://openalex.org/A5068540307,Елизавета Сергеевна Кузина,15,,,no,0.3,todo,
PERS_1c6fcce5,Е. О. Кузина,Elizaveta Kuzina,7,latin_name,Elizaveta Kuzina,https://openalex.org/A5049224248,Elizaveta S. Kuzina,1,,,no,0.3,todo,
PERS_1c6fcce5,Е. О. Кузина,Elizaveta Kuzina,7,latin_name,Elizaveta Kuzina,https://openalex.org/A5118967685,Elizaveta S. Kuzina,1,,,no,0.3,todo,
PERS_9f398436,Л. И. Куликов,Leonid Kulikov,7,latin_name,Leonid Kulikov,https://openalex.org/A5082356023,Леонид Куликов,264,,,no,0.4,todo,
PERS_9f398436,Л. И. Куликов,Leonid Kulikov,7,latin_name,Leonid Kulikov,https://openalex.org/A5058947251,Л. А. Куликов,146,,,no,0.4,todo,
PERS_9f398436,Л. И. Куликов,Leonid Kulikov,7,latin_name,Leonid Kulikov,https://openalex.org/A5086666164,L.M. Kulikov,48,,,no,0.4,todo,
PERS_9f398436,Л. И. Куликов,Leonid Kulikov,7,latin_name,Leonid Kulikov,https://openalex.org/A5104373901,Leonid Kulikov,1,,,no,0.3,todo,
PERS_9f398436,Л. И. Куликов,Leonid Kulikov,7,latin_name,Leonid Kulikov,https://openalex.org/A5076368093,Л. К. Куликов,52,,,no,0.4,todo,
PERS_db046be0,Р. Н. Сабирова,,7,display_name,Р. Н. Сабирова,https://openalex.org/A5086397450,Р. Н. Сабирова,1,,,no,0.0,todo,
PERS_db046be0,Р. Н. Сабирова,,7,display_name,Р. Н. Сабирова,https://openalex.org/A5020151779,Р Н Сабирова,1,,,no,0.0,todo,
PERS_db046be0,Р. Н. Сабирова,,7,display_name,Р. Н. Сабирова,https://openalex.org/A5010598307,Р Н Сабирова,1,,,no,0.0,todo,
PERS_50d73711,А. А. Смирнитская,Anna Smirnitskaya,7,latin_name,Anna Smirnitskaya,https://openalex.org/A5096971021,Anna Smirnitskaya,2,,,no,0.4,todo,
PERS_50d73711,А. А. Смирнитская,Anna Smirnitskaya,7,latin_name,Anna Smirnitskaya,https://openalex.org/A5068351222,A. Smirnitskaya,4,,,no,0.4,todo,
PERS_50d73711,А. А. Смирнитская,Anna Smirnitskaya,7,latin_name,Anna Smirnitskaya,https://openalex.org/A5108814018,Anna A. Smirnitskaya,2,,,no,0.4,todo,
PERS_0e0a154e,Л. И. Титлин,Lev Titlin,7,latin_name,Lev Titlin,https://openalex.org/A5021957563,Лев Титлин,27,,,no,0.4,todo,
PERS_0e0a154e,Л. И. Титлин,Lev Titlin,7,latin_name,Lev Titlin,https://openalex.org/A5125451835,Lev Titlin,1,,,no,0.3,todo,
PERS_0e0a154e,Л. И. Титлин,Lev Titlin,7,latin_name,Lev Titlin,https://openalex.org/A5104645350,Lev Titlin,1,,,no,0.3,todo,
PERS_ebb6d156,Ложкина Анастасия Витальевна,Anastasia Lozhkina,6,latin_name,Anastasia Lozhkina,https://openalex.org/A5078669590,Anastasia S. Lozhkina,2,,,no,0.3,todo,
PERS_ebb6d156,Ложкина Анастасия Витальевна,Anastasia Lozhkina,6,latin_name,Anastasia Lozhkina,https://openalex.org/A5038608807,Anastasia V. Lozhkina,1,,,no,0.3,todo,
PERS_8516d1e4,М. Ю. Гасунс,Marcis Gasuns,6,latin_name,Marcis Gasuns,https://openalex.org/A5053909732,Marcis Gasuns,2,,,no,0.3,todo,
PERS_efc88709,Н. А. Канаева,Natalia Kanaeva,6,latin_name,Natalia Kanaeva,https://openalex.org/A5014373447,Natalia Kanaeva,4,,,no,0.6,todo,
PERS_f19cd8a1,Котин Игорь Юрьевич,,6,cyrillic_fullname,Котин Игорь Юрьевич,https://openalex.org/A5059106001,Котин Игорь Юрьевич,7,,,no,0.2,todo,
PERS_f19cd8a1,Котин Игорь Юрьевич,,6,cyrillic_fullname,Котин Игорь Юрьевич,https://openalex.org/A5089655031,Игорь Юрьевич Котин,4,,,no,0.2,todo,
PERS_23215083,М. А. Русанов,,6,display_name,М. А. Русанов,https://openalex.org/A5010789613,А. М. Русанов,23,,,no,0.3,todo,
PERS_23215083,М. А. Русанов,,6,display_name,М. А. Русанов,https://openalex.org/A5030526905,А. М. Русанов,1,,,no,0.0,todo,
PERS_23215083,М. А. Русанов,,6,display_name,М. А. Русанов,https://openalex.org/A5037809403,А. М. Русанов,1,,,no,0.0,todo,
PERS_23215083,М. А. Русанов,,6,display_name,М. А. Русанов,https://openalex.org/A5069391088,М. А. Русанов,1,,,no,0.0,todo,
PERS_23215083,М. А. Русанов,,6,display_name,М. А. Русанов,https://openalex.org/A5011387204,М А Русанов,1,,,no,0.0,todo,
PERS_f8ab5755,Т. И. Оранская,,6,display_name,Т. И. Оранская,https://openalex.org/A5123333194,Оранская Т. И.,1,,,no,0.0,todo,
PERS_c6bbcef3,Е. А. Битинайте,,5,display_name,Е. А. Битинайте,https://openalex.org/A5041383292,Е А Битинайте,1,,,no,0.0,todo,
PERS_f5b8b340,Вигасин Алексей Алексеевич,Alexey Vigasin,5,cyrillic_fullname,Вигасин Алексей Алексеевич,https://openalex.org/A5086729729,Вигасин Алексей Алексеевич,4,,,no,0.2,todo,
PERS_f5b8b340,Вигасин Алексей Алексеевич,Alexey Vigasin,5,latin_name,Alexey Vigasin,https://openalex.org/A5072830143,Aleksey Vigasin,6,,,no,0.4,todo,
PERS_7eb0dc30,Т. А. Зимина,,5,display_name,Т. А. Зимина,https://openalex.org/A5024865055,Т. А. Зимина,2,,,no,0.1,todo,
PERS_93e2effb,Комиссаров Дмитрий Андреевич,Dmitry Komissarov,5,latin_name,Dmitry Komissarov,https://openalex.org/A5026063360,Dmitry Komissarov,18,,,no,0.6,todo,
PERS_93e2effb,Комиссаров Дмитрий Андреевич,Dmitry Komissarov,5,latin_name,Dmitry Komissarov,https://openalex.org/A5109619738,Dmitry K. Komissarov,2,,,no,0.4,todo,
PERS_93e2effb,Комиссаров Дмитрий Андреевич,Dmitry Komissarov,5,latin_name,Dmitry Komissarov,https://openalex.org/A5022778234,Dmitry R. Komissarov,1,,,no,0.4,todo,
PERS_22d87263,Е. А. Костина,,5,display_name,Е. А. Костина,https://openalex.org/A5041275522,А. Е. Костина,2,,,no,0.0,todo,
PERS_22d87263,Е. А. Костина,,5,display_name,Е. А. Костина,https://openalex.org/A5060410372,А. Е. Костина,1,,,no,0.0,todo,
PERS_22d87263,Е. А. Костина,,5,display_name,Е. А. Костина,https://openalex.org/A5125226199,Е. А. Костина,1,,,no,0.0,todo,
PERS_22d87263,Е. А. Костина,,5,display_name,Е. А. Костина,https://openalex.org/A5040764784,Е. А. Костина,1,,,no,0.0,todo,
PERS_22d87263,Е. А. Костина,,5,display_name,Е. А. Костина,https://openalex.org/A5011302618,А. Е. Костина,1,,,no,0.0,todo,
PERS_0c451d76,Лобанов Сергей Владимирович,,5,cyrillic_fullname,Лобанов Сергей Владимирович,https://openalex.org/A5051159463,Лобанов Сергей Владимирович,1,,,no,0.0,todo,
PERS_92f293f8,П. В. Хрущева,,5,display_name,П. В. Хрущева,https://openalex.org/A5121864296,П. В. Хрущева,1,,,no,0.0,todo,
PERS_92f293f8,П. В. Хрущева,,5,display_name,П. В. Хрущева,https://openalex.org/A5019924020,П. В. Хрущева,1,,,no,0.0,todo,
PERS_92f293f8,П. В. Хрущева,,5,display_name,П. В. Хрущева,https://openalex.org/A5080674053,П. В. Хрущева,2,,,no,0.0,todo,
PERS_92f293f8,П. В. Хрущева,,5,display_name,П. В. Хрущева,https://openalex.org/A5074748202,П. В. Хрущева,2,,,no,0.0,todo,
PERS_58b39545,Е. А. Ренковская,Evgenia Renkovskaya,5,latin_name,Evgenia Renkovskaya,https://openalex.org/A5000095035,Evgeniya A. Renkovskaya,14,,,no,0.4,todo,
PERS_91b473b1,Челнокова Анна Витальевна,,5,cyrillic_fullname,Челнокова Анна Витальевна,https://openalex.org/A5089071543,Челнокова Анна Витальевна,3,,,no,0.2,todo,
PERS_91b473b1,Челнокова Анна Витальевна,,5,cyrillic_fullname,Челнокова Анна Витальевна,https://openalex.org/A5034171902,Челнокова-Щейка Анна Витальевна,3,,,no,0.2,todo,
PERS_0665f215,Шохин Владимир Кириллович,Vladimir Shokhin,5,cyrillic_fullname,Шохин Владимир Кириллович,https://openalex.org/A5008259872,Шохин Владимир Кириллович,20,,,no,0.2,todo,
PERS_0665f215,Шохин Владимир Кириллович,Vladimir Shokhin,5,cyrillic_fullname,Шохин Владимир Кириллович,https://openalex.org/A5110754780,Vladimir Shokhin,63,,,no,0.6,todo,
PERS_0665f215,Шохин Владимир Кириллович,Vladimir Shokhin,5,cyrillic_fullname,Шохин Владимир Кириллович,https://openalex.org/A5121443443,Владимир Кириллович Шохин,1,,,no,0.0,todo,
PERS_0665f215,Шохин Владимир Кириллович,Vladimir Shokhin,5,latin_name,Vladimir Shokhin,https://openalex.org/A5110754780,Vladimir Shokhin,63,,,no,0.6,todo,
PERS_0665f215,Шохин Владимир Кириллович,Vladimir Shokhin,5,latin_name,Vladimir Shokhin,https://openalex.org/A5077099255,V.K. Shokhin,3,,,no,0.4,todo,
PERS_0665f215,Шохин Владимир Кириллович,Vladimir Shokhin,5,latin_name,Vladimir Shokhin,https://openalex.org/A5135220415,Vladimir Shokhin,1,,,no,0.3,todo,
PERS_0665f215,Шохин Владимир Кириллович,Vladimir Shokhin,5,latin_name,Vladimir Shokhin,https://openalex.org/A5110644720,В.К. Шохин,7,,,no,0.4,todo,
PERS_0665f215,Шохин Владимир Кириллович,Vladimir Shokhin,5,latin_name,Vladimir Shokhin,https://openalex.org/A5019102628,Shokhin Vladimir,1,,,no,0.3,todo,
PERS_45a76880,Д. А. Кораблин,,4,display_name,Д. А. Кораблин,https://openalex.org/A5042450535,Д. А. Кораблин,1,,,no,0.0,todo,
PERS_db0a826b,И. Н. Комарова,,4,display_name,И. Н. Комарова,https://openalex.org/A5038315745,Н. И. Комарова,92,,,no,0.3,todo,
PERS_db0a826b,И. Н. Комарова,,4,display_name,И. Н. Комарова,https://openalex.org/A5070414082,Nataliya Komarova,23,,,no,0.3,todo,
PERS_db0a826b,И. Н. Комарова,,4,display_name,И. Н. Комарова,https://openalex.org/A5027802951,Н И Комарова,1,,,no,0.0,todo,
PERS_db0a826b,И. Н. Комарова,,4,display_name,И. Н. Комарова,https://openalex.org/A5012269669,Н И Комарова,1,,,no,0.0,todo,
PERS_6e211759,Иванов Владимир Павлович,,4,cyrillic_fullname,Иванов Владимир Павлович,https://openalex.org/A5000955374,Иванов Владимир Павлович,5,,,no,0.2,todo,
PERS_6e211759,Иванов Владимир Павлович,,4,cyrillic_fullname,Иванов Владимир Павлович,https://openalex.org/A5050269451,Владимир Павлович Иванов,2,,,no,0.0,todo,
PERS_2a2e5602,Е. В. Коровина,,4,display_name,Е. В. Коровина,https://openalex.org/A5083401611,Е. В. Коровина,2,,,no,0.0,todo,
PERS_2a2e5602,Е. В. Коровина,,4,display_name,Е. В. Коровина,https://openalex.org/A5006773869,Е. В. Коровина,1,,,no,0.0,todo,
PERS_2a2e5602,Е. В. Коровина,,4,display_name,Е. В. Коровина,https://openalex.org/A5074614759,Е. В. Коровина,1,,,no,0.0,todo,
PERS_2a2e5602,Е. В. Коровина,,4,display_name,Е. В. Коровина,https://openalex.org/A5043987711,Е. В. Коровина,1,,,no,0.0,todo,
PERS_2a2e5602,Е. В. Коровина,,4,display_name,Е. В. Коровина,https://openalex.org/A5078391421,Е. В. Коровина,1,,,no,0.1,todo,
PERS_3c7d41ac,М. С. Фомин,,4,display_name,М. С. Фомин,https://openalex.org/A5072788584,М. С. Фомин,1,,,no,0.0,todo,
PERS_3c7d41ac,М. С. Фомин,,4,display_name,М. С. Фомин,https://openalex.org/A5008768363,М С Фомин,2,,,no,0.0,todo,
PERS_3c7d41ac,М. С. Фомин,,4,display_name,М. С. Фомин,https://openalex.org/A5075160971,С. М. Фомин,1,,,no,0.0,todo,
PERS_3c7d41ac,М. С. Фомин,,4,display_name,М. С. Фомин,https://openalex.org/A5121190914,"Коломзаров О. В., Абрашкин В. Ю., Анисимов М. Ю., Болычев С. А., Юкина Д. Р., Анисимов В. М.",2,,,no,0.0,todo,
PERS_5e2a5a5c,Е. В. Столярова,,4,display_name,Е. В. Столярова,https://openalex.org/A5007174778,Екатерина Вячеславовна Столярова,11,,,no,0.2,todo,
PERS_5e2a5a5c,Е. В. Столярова,,4,display_name,Е. В. Столярова,https://openalex.org/A5027509224,Elena Stoliarova,7,,,no,0.3,todo,
