person_id,display_name,full_name_ru,n_talks,openalex_query,openalex_url,rinc_search_url,first_publication_year,first_publication_source,notes
PERS_bd77e495,Г.Б. Корнеев,,1,Г.Б. Корнеев,https://api.openalex.org/authors?search=Г.Б.%20Корнеев,https://elibrary.ru/author_items.asp?authorid=&fams=Г.Б.,,,
PERS_bdaaf440,Е.В.Слинько,,1,Е.В.Слинько,https://api.openalex.org/authors?search=Е.В.Слинько,https://elibrary.ru/author_items.asp?authorid=&fams=Е.В.Слинько,,,
PERS_c2ffc606,Драчук Андрей Олегович,,1,Драчук Андрей Олегович,https://api.openalex.org/authors?search=Драчук%20Андрей%20Олегович,https://elibrary.ru/author_items.asp?authorid=&fams=Драчук,,,
PERS_cac87738,Н. В. Гузеватая,,1,Н. В. Гузеватая,https://api.openalex.org/authors?search=Н. В.%20Гузеватая,https://elibrary.ru/author_items.asp?authorid=&fams=Н.,,,
PERS_cb967ae4,Harjender Singh Chaudhary,,1,Harjender Singh Chaudhary,https://api.openalex.org/authors?search=Harjender%20Singh%20Chaudhary,https://elibrary.ru/author_items.asp?authorid=&fams=Harjender,,,
PERS_ce100d3f,Мария Шилинскене,,1,Мария Шилинскене,https://api.openalex.org/authors?search=Мария%20Шилинскене,https://elibrary.ru/author_items.asp?authorid=&fams=Мария,,,
PERS_d01427ca,Бещук Юлия Владимировна,,1,Бещук Юлия Владимировна,https://api.openalex.org/authors?search=Бещук%20Юлия%20Владимировна,https://elibrary.ru/author_items.asp?authorid=&fams=Бещук,,,
PERS_d3cb634e,Ю.С. Атманова,,1,Ю.С. Атманова,https://api.openalex.org/authors?search=Ю.С.%20Атманова,https://elibrary.ru/author_items.asp?authorid=&fams=Ю.С.,,,
PERS_de59a2bc,Г.В. Шарыгин,,1,Г.В. Шарыгин,https://api.openalex.org/authors?search=Г.В.%20Шарыгин,https://elibrary.ru/author_items.asp?authorid=&fams=Г.В.,,,
PERS_dfaf6803,Я.А. Борисов,,1,Я.А. Борисов,https://api.openalex.org/authors?search=Я.А.%20Борисов,https://elibrary.ru/author_items.asp?authorid=&fams=Я.А.,,,
PERS_e1d622e5,С.Ф. Мажитов,,1,С.Ф. Мажитов,https://api.openalex.org/authors?search=С.Ф.%20Мажитов,https://elibrary.ru/author_items.asp?authorid=&fams=С.Ф.,,,
PERS_e30ad8b7,Д.С. Гавриков,,1,Д.С. Гавриков,https://api.openalex.org/authors?search=Д.С.%20Гавриков,https://elibrary.ru/author_items.asp?authorid=&fams=Д.С.,,,
PERS_e4aab278,Возчиков Дмитрий Викторович,,1,Возчиков Дмитрий Викторович,https://api.openalex.org/authors?search=Возчиков%20Дмитрий%20Викторович,https://elibrary.ru/author_items.asp?authorid=&fams=Возчиков,,,
PERS_e96139bd,Коробов Владимир Борисович,,1,Коробов Владимир Борисович,https://api.openalex.org/authors?search=Коробов%20Владимир%20Борисович,https://elibrary.ru/author_items.asp?authorid=&fams=Коробов,,,
PERS_ecdfe667,Е.О. Новосёлова,,1,Е.О. Новосёлова,https://api.openalex.org/authors?search=Е.О.%20Новосёлова,https://elibrary.ru/author_items.asp?authorid=&fams=Е.О.,,,
PERS_ed83f502,Т.П. Селиванова,,1,Т.П. Селиванова,https://api.openalex.org/authors?search=Т.П.%20Селиванова,https://elibrary.ru/author_items.asp?authorid=&fams=Т.П.,,,
PERS_ee3448c3,В.В. Деменова,,1,В.В. Деменова,https://api.openalex.org/authors?search=В.В.%20Деменова,https://elibrary.ru/author_items.asp?authorid=&fams=В.В.,,,
PERS_f1a308b7,Абинякин Владимир Александрович,,1,Абинякин Владимир Александрович,https://api.openalex.org/authors?search=Абинякин%20Владимир%20Александрович,https://elibrary.ru/author_items.asp?authorid=&fams=Абинякин,,,
PERS_f1f2471d,М.М. Игнатова,,1,М.М. Игнатова,https://api.openalex.org/authors?search=М.М.%20Игнатова,https://elibrary.ru/author_items.asp?authorid=&fams=М.М.,,,
PERS_f5a69b65,Кройцер Светлана Александровна,,1,Кройцер Светлана Александровна,https://api.openalex.org/authors?search=Кройцер%20Светлана%20Александровна,https://elibrary.ru/author_items.asp?authorid=&fams=Кройцер,,,
PERS_f619aeed,А.Д. Цендина,,1,А.Д. Цендина,https://api.openalex.org/authors?search=А.Д.%20Цендина,https://elibrary.ru/author_items.asp?authorid=&fams=А.Д.,,,
PERS_f82b6a8e,Сенина Наталья Викторовна,,1,Сенина Наталья Викторовна,https://api.openalex.org/authors?search=Сенина%20Наталья%20Викторовна,https://elibrary.ru/author_items.asp?authorid=&fams=Сенина,,,
PERS_fb73fb38,Кешарпу Екатерина Витальевна,,1,Кешарпу Екатерина Витальевна,https://api.openalex.org/authors?search=Кешарпу%20Екатерина%20Витальевна,https://elibrary.ru/author_items.asp?authorid=&fams=Кешарпу,,,
PERS_fc976255,Э.Н. Комаров,,1,Э.Н. Комаров,https://api.openalex.org/authors?search=Э.Н.%20Комаров,https://elibrary.ru/author_items.asp?authorid=&fams=Э.Н.,,,
PERS_fe03c926,И.А. Карышева,,1,И.А. Карышева,https://api.openalex.org/authors?search=И.А.%20Карышева,https://elibrary.ru/author_items.asp?authorid=&fams=И.А.,,,
