person_id,display_name,layer,degree,betweenness,zograf_talks,roerich_talks,total_talks,series_attended,is_series_bridge
PERS_dd7de77e,Бросалина Елена Кирилловна,session,66,0.012775,11,0,11,zograf_only,no
PERS_36dabb79,Гурия Анастасия Георгиевна,session,40,0.012078,1,9,10,both,yes
PERS_f19cd8a1,Котин Игорь Юрьевич,session,56,0.011803,12,0,12,zograf_only,no
PERS_6578b52d,Тюлина Елена Владимировна,session,41,0.011724,0,16,16,roerich_only,no
PERS_a0264ac5,Бурмистров Сергей Леонидович,session,55,0.011683,11,0,11,zograf_only,no
PERS_56508328,Десницкая Евгения Алексеевна,session,56,0.011616,16,0,16,zograf_only,no
PERS_41d6aa73,Воробьева Дарья Николаевна,session,48,0.011131,5,9,14,both,yes
PERS_7542d270,Демченко Максим Борисович,session,56,0.010985,11,0,11,zograf_only,no
PERS_61202bf3,Алиханова Юлия Марковна,session,54,0.010623,7,8,15,both,yes
PERS_8516d1e4,Гасунс Марцис Юрьевич,session,34,0.010393,6,2,8,both,yes
PERS_8df3730a,Донченко Сергей Сергеевич,session,56,0.010378,8,0,8,zograf_only,no
PERS_88d163c1,Видунас Витис,session,64,0.010151,15,0,15,zograf_only,no
PERS_7f908d49,Стрельцова Лилия Александровна,session,43,0.00996,6,0,6,zograf_only,no
PERS_92868e4f,Жутаев Дар Игоревич,session,53,0.009405,3,12,15,both,yes
PERS_9ad66151,Лелюхин Дмитрий Николаевич,session,69,0.009022,6,5,11,both,yes
PERS_bc97fb65,Краснодембская Нина Георгиевна,session,67,0.00875,15,0,15,zograf_only,no
PERS_05d56645,Бабин Александр Николаевич,session,39,0.008695,7,6,13,both,yes
PERS_c48611e0,Островская Елена Петровна,session,71,0.00858,16,0,16,zograf_only,no
PERS_5228da95,Вертоградова Виктория Викторовна,session,42,0.008011,1,16,17,both,yes
PERS_8df81b6d,Лужинская Полина Александровна,session,11,0.007574,3,0,3,zograf_only,no
PERS_6441d568,Соболева Елена Станиславовна,session,49,0.007206,8,0,8,zograf_only,no
PERS_9374fd12,Вырщиков Евгений Геннадьевич,session,39,0.007202,0,16,16,roerich_only,no
PERS_0c451d76,Лобанов Сергей Владимирович,session,55,0.006896,10,0,10,zograf_only,no
PERS_c5677a3f,Зорин Алексей Валерьевич,session,69,0.006818,12,0,12,zograf_only,no
PERS_8e117242,Юдицкая Екатерина Алексеевна,session,38,0.006776,3,9,12,both,yes
PERS_3c202afd,Крапивина Раиса Николаевна,session,38,0.006672,5,2,7,both,yes
PERS_efc88709,Канаева Наталия Алексеевна,session,47,0.006562,3,3,6,both,yes
PERS_ba81468a,Кокова Юлия Георгиевна,session,50,0.006497,8,0,8,zograf_only,no
PERS_cfb92c5f,Уланский Евгений Андреевич,session,23,0.006155,4,3,7,both,yes
PERS_db046be0,Сабирова Римма Наилевна,session,27,0.005818,7,0,7,zograf_only,no
PERS_9f398436,Куликов Леонид Игоревич,session,32,0.005675,5,3,8,both,yes
PERS_e72d4c09,Огнева Елена Дмитриевна,session,37,0.005565,1,12,13,both,yes
PERS_f8ab5755,Оранская Татьяна Иосифовна,session,34,0.005289,7,0,7,zograf_only,no
PERS_ea44fd14,Люлина Анастасия Геннадьевна,session,24,0.005256,0,9,9,roerich_only,no
PERS_3b196639,Гордийчук Николай Валентинович,session,30,0.005176,5,5,10,both,yes
PERS_5ed752d9,Китинов Баатр Учаевич,session,25,0.005089,0,10,10,roerich_only,no
PERS_2fd442aa,Офертас Станислав Чеславович,session,41,0.005024,0,14,14,roerich_only,no
PERS_2a2e5602,Коровина Евгения Владимировна,session,27,0.004457,5,0,5,zograf_only,no
PERS_7eb0dc30,Зимина Татьяна Александровна,session,55,0.004046,8,0,8,zograf_only,no
PERS_9e9c9566,Лекарева Ева Павловна,session,18,0.004013,4,0,4,zograf_only,no
PERS_5d34c947,Волошина Оксана Анатольевна,session,53,0.003987,9,0,9,zograf_only,no
PERS_f5b8b340,Вигасин Алексей Алексеевич,session,37,0.003749,3,4,7,both,yes
PERS_28317057,Дубянская Татьяна Александровна,session,28,0.003664,5,0,5,zograf_only,no
PERS_0665f215,Шохин Владимир Кириллович,session,24,0.003655,3,2,5,both,yes
PERS_22d87263,Костина Екатерина Александровна,session,52,0.003588,7,0,7,zograf_only,no
PERS_50d73711,Смирнитская Анна Александровна,session,36,0.003555,7,2,9,both,yes
PERS_23215083,Русанов Максим Альбертович,session,50,0.003535,10,0,10,zograf_only,no
PERS_b8bade8d,Шрестха Кришна Пракаш,session,34,0.003475,0,12,12,roerich_only,no
PERS_d3c5382c,Попова Ирина Фёдоровна,session,45,0.003338,11,0,11,zograf_only,no
PERS_93e2effb,Комиссаров Дмитрий Алексеевич,session,41,0.003277,9,1,10,both,yes
PERS_92f293f8,Хрущева Полина Викторовна,session,57,0.003244,7,0,7,zograf_only,no
PERS_69750b7c,Мазурина Валентина Николаевна,session,44,0.00324,4,0,4,zograf_only,no
PERS_f940c5b3,Стрелкова Гюзэль Владимировна,session,26,0.003208,5,0,5,zograf_only,no
PERS_01aafd44,Сафина Наталья Алексеевна,session,36,0.003206,5,0,5,zograf_only,no
PERS_0fd718a7,Воздиган Ксения Михайловна,session,48,0.003057,6,0,6,zograf_only,no
PERS_287fe378,Рыбакова Анна Геннадьевна,session,32,0.002888,10,0,10,zograf_only,no
PERS_bcaec2d8,Дружинин Владимир Юрьевич,session,12,0.002839,3,0,3,zograf_only,no
PERS_ebb6d156,Ложкина Анастасия Витальевна,session,37,0.00263,3,6,9,both,yes
PERS_3c7d41ac,Фомин Максим Сергеевич,session,27,0.002562,0,6,6,roerich_only,no
PERS_06ee047f,Елихина Юлия Игоревна,session,18,0.002463,0,4,4,roerich_only,no
PERS_b881461b,Яковлева Мария Николаевна,session,19,0.002435,3,0,3,zograf_only,no
PERS_0ca995ac,Яковлев Виктор Михайлович,session,29,0.00238,0,8,8,roerich_only,no
PERS_0e0a154e,Титлин Лев Игоревич,session,28,0.002358,3,4,7,both,yes
PERS_58b39545,Ренковская Евгения Алексеевна,session,29,0.002188,6,2,8,both,yes
PERS_e5a5ac24,Невелева Светлана Леонидовна,session,33,0.002079,6,0,6,zograf_only,no
PERS_6e211759,Иванов Владимир Павлович,session,25,0.001959,5,1,6,both,yes
PERS_5e2a5a5c,Столярова Екатерина Владимировна,session,26,0.001915,7,0,7,zograf_only,no
PERS_cdbd7a15,Кулланда Сергей Всеволодович,session,22,0.001723,1,4,5,both,yes
PERS_4fff9d16,Минаева Маргарита Денисовна,session,15,0.001604,1,2,3,both,yes
PERS_088c4df7,Атманова Юлия Георгиевна,session,22,0.001553,0,6,6,roerich_only,no
PERS_bff5de3e,Бейнорюс Аудрюс,session,25,0.001525,4,0,4,zograf_only,no
PERS_e96139bd,Коробов Владимир Борисович,session,51,0.00152,5,0,5,zograf_only,no
PERS_2c40b9b1,Гуров Никита Владимирович,session,28,0.001449,5,0,5,zograf_only,no
PERS_554c138a,Хмуркин Георгий Георгиевич,session,18,0.001381,0,4,4,roerich_only,no
PERS_d2559ba1,Лепехова Елена Сергеевна,session,23,0.00133,0,8,8,roerich_only,no
PERS_1c6fcce5,Кузина Елизавета Олеговна,session,23,0.001251,2,5,7,both,yes
PERS_c6bbcef3,Битинайте Елена Алексеевна,session,14,0.001181,5,0,5,zograf_only,no
PERS_587b08ec,Леонов Михаил Васильевич,session,15,0.001152,2,2,4,both,yes
PERS_10547db9,Загуменнов Борис Иванович,session,30,0.001126,6,0,6,zograf_only,no
PERS_42da4866,Стукалин Глеб Дмитриевич,session,16,0.001093,3,0,3,zograf_only,no
PERS_ced3d7b4,Молина Анна Валерьевна,session,18,0.001069,2,2,4,both,yes
PERS_d218805b,Крюкова Виктория Юрьевна,session,22,0.001031,5,0,5,zograf_only,no
PERS_b62a9567,Курочкин Александр Юрьевич,session,20,0.001028,5,0,5,zograf_only,no
PERS_3009a9e0,Коган Антон Ильич,session,17,0.000973,0,4,4,roerich_only,no
PERS_40375fef,Васильев Алексей Константинович,session,22,0.000962,0,4,4,roerich_only,no
PERS_3d3b302d,Соболева Диана Владимировна,session,15,0.00089,3,0,3,zograf_only,no
PERS_37bb2d43,Покатилов Сергей Андреевич,session,4,0.000885,2,0,2,zograf_only,no
PERS_3074a8e5,Терентьев Андрей Анатольевич,session,48,0.000823,5,0,5,zograf_only,no
PERS_db0a826b,Комарова Ирина Нигматовна,session,20,0.00082,0,5,5,roerich_only,no
PERS_5f6fa17b,Пахомова Александра Михайловна,session,8,0.000783,0,2,2,roerich_only,no
PERS_34c0d384,Павлова Мария Борисовна,session,27,0.000761,3,0,3,zograf_only,no
PERS_3ccc9bd7,А. Солька,session,8,0.000715,0,2,2,roerich_only,no
PERS_cb52ebc2,Лемешкина Ксения Вячеславовна,session,17,0.000689,4,0,4,zograf_only,no
PERS_310b2911,Толчельников Иван Евгеньевич,session,9,0.000689,3,0,3,zograf_only,no
PERS_18fcab2a,Блиндерман Радха Тимуровна,session,6,0.000492,2,0,2,zograf_only,no
PERS_71e9dee1,Яскунас Валдас,session,17,0.000484,3,0,3,zograf_only,no
PERS_38c5f03f,Железнова Наталья Анатольевна,session,19,0.000479,0,4,4,roerich_only,no
PERS_cca8f93d,Немчинов Виктор Михайлович,session,10,0.000457,0,2,2,roerich_only,no
PERS_f7c7adc7,В. В. Донских,session,19,0.000443,3,0,3,zograf_only,no
PERS_bf91d4b8,Уймина Юлия Александровна,session,16,0.000407,4,0,4,zograf_only,no
PERS_68e9019d,Малютин Иван Иванович,session,6,0.000386,2,0,2,zograf_only,no
PERS_7bbed51a,Сладков Андрей Леонидович,session,16,0.000334,2,0,2,zograf_only,no
PERS_b2c121e9,Успенская Елена Николаевна,session,17,0.00032,3,0,3,zograf_only,no
PERS_50c46233,Маретина Ксения Александровна,session,19,0.000303,5,0,5,zograf_only,no
PERS_45a76880,Кораблин Денис Александрович,session,12,0.000253,0,4,4,roerich_only,no
PERS_35a30342,Негреев Иван Олегович,session,31,0.000245,3,0,3,zograf_only,no
PERS_a1484b38,Кавалевская Анна Петровна,session,7,0.000223,3,0,3,zograf_only,no
PERS_30b54681,Бушуев Евгений Сергеевич,session,22,0.000216,4,0,4,zograf_only,no
PERS_2b7ca933,Танонова Елена Викторовна,session,11,0.000207,2,0,2,zograf_only,no
PERS_6ae5c779,Фивейская Анастасия Васильевна,session,11,0.000203,2,1,3,both,yes
PERS_929cab5a,Ю. В. Предтеченская,session,16,0.000201,2,0,2,zograf_only,no
PERS_c31236d2,Березкин Юрий Евгеньевич,session,21,0.000196,2,0,2,zograf_only,no
PERS_f56c5a7e,Жукова Любовь Евгеньевна,session,10,0.000189,4,0,4,zograf_only,no
PERS_d4c2cc5e,Лучина Татьяна Владимировна,session,9,0.000169,0,2,2,roerich_only,no
PERS_96b8b195,Боголюбов Михаил Николаевич,session,15,0.000162,2,0,2,zograf_only,no
PERS_3fd690ee,Комиссарук Екатерина Львовна,session,14,0.000135,3,0,3,zograf_only,no
PERS_fc976255,Комаров Эрик Наумович,session,11,0.000134,0,2,2,roerich_only,no
PERS_37d557c2,Анисимова Дарья Дмитриевна,session,10,0.000118,2,0,2,zograf_only,no
PERS_0a2e5f24,Тишин Владимир Владимирович,session,11,0.000112,0,3,3,roerich_only,no
PERS_35c57654,Егорова Мария Александровна,session,11,0.000111,2,0,2,zograf_only,no
PERS_2e00cb36,Меренкова Ольга Николаевна,session,9,0.000111,2,0,2,zograf_only,no
PERS_37f98454,Рудой Валерий Исаакович,session,15,0.000107,2,0,2,zograf_only,no
PERS_b6d1bf05,Дылыкова Вилена Санджиевна,session,11,0.0001,0,4,4,roerich_only,no
PERS_de59a2bc,Шарыгин Глеб Витальевич,session,13,8e-05,0,3,3,roerich_only,no
PERS_aa964a12,Самозванцев Андрей Михайлович,session,9,7.7e-05,0,2,2,roerich_only,no
PERS_a901d460,Фаградян Марина Александровна,session,9,6.6e-05,2,0,2,zograf_only,no
PERS_52d3f72c,Мейтарчиян Маргарита Борисовна,session,7,5.5e-05,0,2,2,roerich_only,no
PERS_800ac07e,А. А. Нейвирт,session,12,4.5e-05,2,0,2,zograf_only,no
PERS_c5aeda15,И. Урнова,session,13,3.4e-05,2,0,2,zograf_only,no
PERS_3e952361,Хохлов Александр Николаевич,session,9,3.3e-05,0,3,3,roerich_only,no
PERS_7700f517,Парамонов Денис Олегович,session,13,1.3e-05,2,0,2,zograf_only,no
PERS_b76851a7,Митруев Бембя Леонидович,session,7,5e-06,2,0,2,zograf_only,no
PERS_7da0afff,Демичев Кирилл Андреевич,session,7,1e-06,0,2,2,roerich_only,no
PERS_0900c3c4,М. М. Фиалко,session,30,0.0,1,0,1,zograf_only,no
PERS_dd17649f,Светлов Роман Викторович,session,23,0.0,1,0,1,zograf_only,no
PERS_fa58484d,Н. А. Александрова,session,23,0.0,1,0,1,zograf_only,no
PERS_6b867946,Смирнова Екатерина Викторовна,session,19,0.0,1,0,1,zograf_only,no
PERS_72d46eb6,С. С. Чистяков,session,12,0.0,1,0,1,zograf_only,no
PERS_940c556e,Д. А. Шереметьев,session,12,0.0,1,0,1,zograf_only,no
PERS_26ce5ec1,Нина Будзишевска,session,11,0.0,1,0,1,zograf_only,no
PERS_ce100d3f,Мария Шилинскене,session,11,0.0,1,0,1,zograf_only,no
PERS_d6ade703,Кожевникова Маргарита Николаевна,session,10,0.0,1,0,1,zograf_only,no
PERS_3d22e8d4,Стрелков Андрей Михайлович,session,10,0.0,1,0,1,zograf_only,no
PERS_d018b6eb,Д. Валанчюнас,session,10,0.0,1,0,1,zograf_only,no
PERS_0a42bfb2,Н. В. Хомутинникова,session,10,0.0,1,0,1,zograf_only,no
PERS_b4cdbfb8,Эрман Владимир Гансович,session,10,0.0,1,0,1,zograf_only,no
PERS_bdaaf440,Слинько Елена Викторовна,session,10,0.0,1,0,1,zograf_only,no
PERS_8a8c5d8b,Шелкович Владимир Михайлович,session,9,0.0,1,0,1,zograf_only,no
PERS_e8f935aa,Е. К. Кудрявцева,session,9,0.0,1,0,1,zograf_only,no
PERS_2f26a47a,Елизаренкова Татьяна Яковлевна,session,9,0.0,1,0,1,zograf_only,no
PERS_5cb1449b,Хомиченкене Алета,session,9,0.0,1,0,1,zograf_only,no
PERS_ba537782,М. И. Петрова,session,9,0.0,1,0,1,zograf_only,no
PERS_e15e7491,Макмахуна Шеймас,session,8,0.0,0,1,1,roerich_only,no
PERS_cea040bb,М. Рамдхари,session,8,0.0,1,0,1,zograf_only,no
PERS_14dec06b,Е. Б. Кудрявцева,session,7,0.0,1,0,1,zograf_only,no
PERS_a638a4b3,Федорова Наталья Леонидовна,session,7,0.0,1,0,1,zograf_only,no
PERS_44440578,Грановская Хелена,session,7,0.0,1,0,1,zograf_only,no
PERS_936e1165,Файбушевич Светлана Ивановна,session,7,0.0,1,0,1,zograf_only,no
PERS_f1a308b7,Абинякин Владимир Александрович,session,7,0.0,1,0,1,zograf_only,no
PERS_ddb70dc9,М. А. Азаркина,session,7,0.0,1,0,1,zograf_only,no
PERS_58e18506,Соколова Ирина Александровна,session,7,0.0,1,0,1,zograf_only,no
PERS_d01427ca,Бещук Юлия Владимировна,session,7,0.0,1,0,1,zograf_only,no
PERS_fb73fb38,Кешарпу Екатерина Витальевна,session,7,0.0,1,0,1,zograf_only,no
PERS_6f89f9c1,Крючкова Евгения Родионовна,session,7,0.0,1,0,1,zograf_only,no
PERS_5d38cbae,Е. Н. Аникеева,session,7,0.0,1,0,1,zograf_only,no
PERS_377db63e,Седукова Надежда Александровна,session,7,0.0,1,0,1,zograf_only,no
PERS_7d6f456c,Мотылёва Вера Леонидовна,session,7,0.0,1,0,1,zograf_only,no
PERS_92f41884,Касым Софья Васильевна,session,7,0.0,1,0,1,zograf_only,no
PERS_94f33410,Застрожнова Евгения Григорьевна,session,7,0.0,1,0,1,zograf_only,no
PERS_e4aab278,Возчиков Дмитрий Викторович,session,7,0.0,1,0,1,zograf_only,no
PERS_36c30cf9,Загорулько Андрей Владиславович,session,7,0.0,1,0,1,zograf_only,no
PERS_e1d622e5,Мажитов Саттар Фазылович,session,6,0.0,0,1,1,roerich_only,no
PERS_00c3b0cc,Щербак Мария Борисовна,session,6,0.0,1,0,1,zograf_only,no
PERS_88e5311f,Босхомджиев Мерген Владимирович,session,6,0.0,0,1,1,roerich_only,no
PERS_bd77e495,Корнеев Геннадий Батыревич,session,6,0.0,0,1,1,roerich_only,no
PERS_f1f2471d,Игнатова Мария Михайловна,session,6,0.0,0,1,1,roerich_only,no
PERS_a4c4c35e,И. В. Калинина,session,6,0.0,1,0,1,zograf_only,no
PERS_07adc1e6,Лейтан Эдгар Зигфридович,session,6,0.0,1,0,1,zograf_only,no
PERS_ee3448c3,Деменова Виктория Владимировна,session,6,0.0,0,1,1,roerich_only,no
PERS_29607432,Лапшин Иван Евгеньевич,session,6,0.0,1,0,1,zograf_only,no
PERS_61de659d,Белов Владимир Николаевич,session,6,0.0,1,0,1,zograf_only,no
PERS_9366fe2c,Крыштоп Людмила Эдуардовна,session,6,0.0,1,0,1,zograf_only,no
PERS_c582889e,Иткин Илья Борисович,session,6,0.0,0,1,1,roerich_only,no
PERS_ebc1c3c2,Лундышева Ольга Владимировна,session,6,0.0,0,1,1,roerich_only,no
PERS_2c9b38ec,Ватман Семён Викторович,session,6,0.0,1,0,1,zograf_only,no
PERS_2e2b9553,Наймушина Дарья Дмитриевна,session,6,0.0,0,1,1,roerich_only,no
PERS_68270eaf,Галимова Эльмира Валитовна,session,6,0.0,0,1,1,roerich_only,no
PERS_23f54085,Введенская Эльвира Игоревна,session,6,0.0,1,0,1,zograf_only,no
PERS_3195408b,Ратушный Данила Николаевич,session,6,0.0,0,1,1,roerich_only,no
PERS_57082cac,М. А. Овчинникова,session,6,0.0,0,1,1,roerich_only,no
PERS_6a165aa7,Хазизова Ксения Владимировна,session,6,0.0,0,1,1,roerich_only,no
PERS_b5dd77b1,Мрачковская Арина Витальевна,session,6,0.0,0,1,1,roerich_only,no
PERS_d851ac20,М. В. Вершинина,session,6,0.0,0,1,1,roerich_only,no
PERS_f619aeed,Цендина Анна Дамдиновна,session,6,0.0,0,1,1,roerich_only,no
PERS_fe03c926,Карышева Ирина Александровна,session,6,0.0,0,1,1,roerich_only,no
PERS_40f75cf9,Роман Лилия Геннадьевна,session,5,0.0,2,0,2,zograf_only,no
PERS_04a4bbbb,Е. И. Малоземова,session,5,0.0,1,0,1,zograf_only,no
PERS_51524b11,Гладкова Анна Геннадьевна,session,5,0.0,1,0,1,zograf_only,no
PERS_900efc73,Зевацкий Тимофей Юрьевич,session,5,0.0,1,0,1,zograf_only,no
PERS_ed83f502,Селиванова Тамара Петровна,session,5,0.0,0,1,1,roerich_only,no
PERS_f3cf67c6,Харджендер Сингх Чаудхари,session,5,0.0,1,0,1,zograf_only,no
PERS_526da44f,Шапошникова Дарья Сергеевна,session,5,0.0,0,1,1,roerich_only,no
PERS_2011b78d,Бондарев Алексей Владимирович,session,5,0.0,0,1,1,roerich_only,no
PERS_94aa5d0a,Чернавин Георгий Игоревич,session,5,0.0,0,1,1,roerich_only,no
PERS_9ddf9210,Нестеркин Сергей Петрович,session,5,0.0,0,1,1,roerich_only,no
PERS_37c15317,Калина А. Э.,session,5,0.0,1,0,1,zograf_only,no
PERS_79ed852e,Евграфов Д. А.,session,5,0.0,1,0,1,zograf_only,no
PERS_d17a6a92,Киняева А. В.,session,5,0.0,1,0,1,zograf_only,no
PERS_47ad46f1,Родионов Михаил Анатольевич,session,5,0.0,1,0,1,zograf_only,no
PERS_180c5e5c,Арапов Александр Владиленович,session,5,0.0,1,0,1,zograf_only,no
PERS_51e0a171,Алешина Ирина Евгеньевна,session,5,0.0,0,1,1,roerich_only,no
PERS_c1cc76b9,А. Я. Таран,session,5,0.0,1,0,1,zograf_only,no
PERS_147ab928,Никольская Ксения Дмитриевна,session,5,0.0,0,1,1,roerich_only,no
PERS_af811d47,Корнеева Татьяна Георгиевна,session,5,0.0,1,0,1,zograf_only,no
PERS_4831e64b,Е. Анохина,session,5,0.0,0,1,1,roerich_only,no
PERS_e30ad8b7,Гавриков Денис Сергеевич,session,4,0.0,1,0,1,zograf_only,no
PERS_48b3bec3,Ч. Санчай,session,4,0.0,0,1,1,roerich_only,no
PERS_a8983673,Вигель Нарине Липаритовна,session,4,0.0,0,1,1,roerich_only,no
PERS_cac87738,Гузеватая Наталья Владимировна,session,4,0.0,1,0,1,zograf_only,no
PERS_168a3a8b,Усенко Иван Сергеевич,session,4,0.0,1,0,1,zograf_only,no
PERS_a0f3d86d,Сергеева Варвара Алексеевна,session,4,0.0,1,0,1,zograf_only,no
PERS_c2ffc606,Драчук Андрей Олегович,session,4,0.0,1,0,1,zograf_only,no
PERS_1955e9e8,К. Гаралите,session,4,0.0,1,0,1,zograf_only,no
PERS_045c435e,К. Джункова,session,4,0.0,1,0,1,zograf_only,no
PERS_ecdfe667,Новосёлова Евгения Олеговна,session,4,0.0,0,1,1,roerich_only,no
PERS_dfaf6803,Борисов Яков Александрович,session,4,0.0,0,1,1,roerich_only,no
PERS_85a048b8,Денисенко Валерия Леонтьевна,session,4,0.0,1,0,1,zograf_only,no
PERS_3d4df70f,Акимушкина Екатерина Олеговна,session,4,0.0,1,0,1,zograf_only,no
PERS_7efcddc6,Брылёва Наталья Анатольевна,session,4,0.0,0,1,1,roerich_only,no
PERS_b9a0e40c,А. В. Осокин,session,4,0.0,0,1,1,roerich_only,no
PERS_3e38ff72,Рожнова Дарья Антоновна,session,4,0.0,0,1,1,roerich_only,no
PERS_4ebb20aa,Кардинская Светлана Владленовна,session,4,0.0,1,0,1,zograf_only,no
PERS_2095dc59,Шалахов Евгений Геннадьевич,session,4,0.0,0,1,1,roerich_only,no
PERS_874cbfb7,Шарапова Александра Владимировна,session,4,0.0,1,0,1,zograf_only,no
PERS_1130c736,Серебряный Сергей Дмитриевич,session,3,0.0,1,0,1,zograf_only,no
PERS_3f406fe3,Кравцова Е. Р.,session,3,0.0,1,0,1,zograf_only,no
PERS_4a0de87e,Белимова Влада Сергеевна,session,3,0.0,1,0,1,zograf_only,no
PERS_467d4dbb,Клебанов Андрей Александрович,session,3,0.0,1,0,1,zograf_only,no
PERS_23abae7d,Пушкарева Юлия Георгиевна,session,3,0.0,1,0,1,zograf_only,no
PERS_e8396809,Вишну Шукла,session,3,0.0,1,0,1,zograf_only,no
PERS_f82b6a8e,Сенина Наталья Викторовна,session,3,0.0,1,0,1,zograf_only,no
PERS_f5a69b65,Кройцер Светлана Александровна,session,2,0.0,1,0,1,zograf_only,no
PERS_5f6689e8,Дмитриева Виктория Алексеевна,session,2,0.0,1,0,1,zograf_only,no
PERS_bbd15f4f,Степин А. А.,session,2,0.0,1,0,1,zograf_only,no
